,0
rouge1_fmeasure,tensor(0.2549)
rouge1_precision,tensor(0.1817)
rouge1_recall,tensor(0.4398)
rouge2_fmeasure,tensor(0.0443)
rouge2_precision,tensor(0.0314)
rouge2_recall,tensor(0.0774)
rougeL_fmeasure,tensor(0.1278)
rougeL_precision,tensor(0.0908)
rougeL_recall,tensor(0.2214)
rougeLsum_fmeasure,tensor(0.2048)
rougeLsum_precision,tensor(0.1458)
rougeLsum_recall,tensor(0.3543)
