,0
rouge1_fmeasure,tensor(0.2548)
rouge1_precision,tensor(0.1811)
rouge1_recall,tensor(0.4414)
rouge2_fmeasure,tensor(0.0448)
rouge2_precision,tensor(0.0317)
rouge2_recall,tensor(0.0782)
rougeL_fmeasure,tensor(0.1264)
rougeL_precision,tensor(0.0897)
rougeL_recall,tensor(0.2195)
rougeLsum_fmeasure,tensor(0.2045)
rougeLsum_precision,tensor(0.1452)
rougeLsum_recall,tensor(0.3553)
