,0
rouge1_fmeasure,tensor(0.2566)
rouge1_precision,tensor(0.1829)
rouge1_recall,tensor(0.4426)
rouge2_fmeasure,tensor(0.0433)
rouge2_precision,tensor(0.0308)
rouge2_recall,tensor(0.0754)
rougeL_fmeasure,tensor(0.1285)
rougeL_precision,tensor(0.0914)
rougeL_recall,tensor(0.2226)
rougeLsum_fmeasure,tensor(0.2054)
rougeLsum_precision,tensor(0.1463)
rougeLsum_recall,tensor(0.3548)
