,0
rouge1_fmeasure,tensor(0.2594)
rouge1_precision,tensor(0.1873)
rouge1_recall,tensor(0.4354)
rouge2_fmeasure,tensor(0.0461)
rouge2_precision,tensor(0.0332)
rouge2_recall,tensor(0.0778)
rougeL_fmeasure,tensor(0.1338)
rougeL_precision,tensor(0.0966)
rougeL_recall,tensor(0.2243)
rougeLsum_fmeasure,tensor(0.2069)
rougeLsum_precision,tensor(0.1494)
rougeLsum_recall,tensor(0.3469)
