,0
rouge1_fmeasure,tensor(0.2586)
rouge1_precision,tensor(0.1867)
rouge1_recall,tensor(0.4336)
rouge2_fmeasure,tensor(0.0468)
rouge2_precision,tensor(0.0336)
rouge2_recall,tensor(0.0789)
rougeL_fmeasure,tensor(0.1308)
rougeL_precision,tensor(0.0944)
rougeL_recall,tensor(0.2196)
rougeLsum_fmeasure,tensor(0.2098)
rougeLsum_precision,tensor(0.1515)
rougeLsum_recall,tensor(0.3519)
