,0
rouge1_fmeasure,tensor(0.2596)
rouge1_precision,tensor(0.1876)
rouge1_recall,tensor(0.4344)
rouge2_fmeasure,tensor(0.0466)
rouge2_precision,tensor(0.0336)
rouge2_recall,tensor(0.0784)
rougeL_fmeasure,tensor(0.1303)
rougeL_precision,tensor(0.0941)
rougeL_recall,tensor(0.2184)
rougeLsum_fmeasure,tensor(0.2115)
rougeLsum_precision,tensor(0.1528)
rougeLsum_recall,tensor(0.3539)
