,0
rouge1_fmeasure,tensor(0.2610)
rouge1_precision,tensor(0.1888)
rouge1_recall,tensor(0.4355)
rouge2_fmeasure,tensor(0.0488)
rouge2_precision,tensor(0.0351)
rouge2_recall,tensor(0.0824)
rougeL_fmeasure,tensor(0.1316)
rougeL_precision,tensor(0.0952)
rougeL_recall,tensor(0.2198)
rougeLsum_fmeasure,tensor(0.2130)
rougeLsum_precision,tensor(0.1542)
rougeLsum_recall,tensor(0.3551)
