,0
rouge1_fmeasure,tensor(0.2590)
rouge1_precision,tensor(0.1871)
rouge1_recall,tensor(0.4343)
rouge2_fmeasure,tensor(0.0472)
rouge2_precision,tensor(0.0340)
rouge2_recall,tensor(0.0796)
rougeL_fmeasure,tensor(0.1307)
rougeL_precision,tensor(0.0943)
rougeL_recall,tensor(0.2194)
rougeLsum_fmeasure,tensor(0.2104)
rougeLsum_precision,tensor(0.1519)
rougeLsum_recall,tensor(0.3529)
