,Original Article,Original Summary,"('Tm',)","('Lex',)","('Luhn',)","('Lsa',)","('Tr',)","('LDA',)","('Tm', 'Lex')","('Tm', 'Luhn')","('Tm', 'Lsa')","('Tm', 'Tr')","('Tm', 'LDA')","('Lex', 'Luhn')","('Lex', 'Lsa')","('Lex', 'Tr')","('Lex', 'LDA')","('Luhn', 'Lsa')","('Luhn', 'Tr')","('Luhn', 'LDA')","('Lsa', 'Tr')","('Lsa', 'LDA')","('Tr', 'LDA')","('Tm', 'Lex', 'Luhn')","('Tm', 'Lex', 'Lsa')","('Tm', 'Lex', 'Tr')","('Tm', 'Lex', 'LDA')","('Tm', 'Luhn', 'Lsa')","('Tm', 'Luhn', 'Tr')","('Tm', 'Luhn', 'LDA')","('Tm', 'Lsa', 'Tr')","('Tm', 'Lsa', 'LDA')","('Tm', 'Tr', 'LDA')","('Lex', 'Luhn', 'Lsa')","('Lex', 'Luhn', 'Tr')","('Lex', 'Luhn', 'LDA')","('Lex', 'Lsa', 'Tr')","('Lex', 'Lsa', 'LDA')","('Lex', 'Tr', 'LDA')","('Luhn', 'Lsa', 'Tr')","('Luhn', 'Lsa', 'LDA')","('Luhn', 'Tr', 'LDA')","('Lsa', 'Tr', 'LDA')","('Tm', 'Lex', 'Luhn', 'Lsa')","('Tm', 'Lex', 'Luhn', 'Tr')","('Tm', 'Lex', 'Luhn', 'LDA')","('Tm', 'Lex', 'Lsa', 'Tr')","('Tm', 'Lex', 'Lsa', 'LDA')","('Tm', 'Lex', 'Tr', 'LDA')","('Tm', 'Luhn', 'Lsa', 'Tr')","('Tm', 'Luhn', 'Lsa', 'LDA')","('Tm', 'Luhn', 'Tr', 'LDA')","('Tm', 'Lsa', 'Tr', 'LDA')","('Lex', 'Luhn', 'Lsa', 'Tr')","('Lex', 'Luhn', 'Lsa', 'LDA')","('Lex', 'Luhn', 'Tr', 'LDA')","('Lex', 'Lsa', 'Tr', 'LDA')","('Luhn', 'Lsa', 'Tr', 'LDA')","('Tm', 'Lex', 'Luhn', 'Lsa', 'Tr')","('Tm', 'Lex', 'Luhn', 'Lsa', 'LDA')","('Tm', 'Lex', 'Luhn', 'Tr', 'LDA')","('Tm', 'Lex', 'Lsa', 'Tr', 'LDA')","('Tm', 'Luhn', 'Lsa', 'Tr', 'LDA')","('Lex', 'Luhn', 'Lsa', 'Tr', 'LDA')","('Tm', 'Lex', 'Luhn', 'Lsa', 'Tr', 'LDA')"
rouge1_fmeasure,tensor(0.0356),tensor(0.3811),tensor(0.3006),tensor(0.3343),tensor(0.2676),tensor(0.2225),tensor(0.3013),tensor(0.2588),tensor(0.3178),tensor(0.2940),tensor(0.3013),tensor(0.3002),tensor(0.2963),tensor(0.3120),tensor(0.3125),tensor(0.3390),tensor(0.3295),tensor(0.2705),tensor(0.2718),tensor(0.2624),tensor(0.2445),tensor(0.2373),tensor(0.2962),tensor(0.3074),tensor(0.3175),tensor(0.3189),tensor(0.3127),tensor(0.2910),tensor(0.2955),tensor(0.2889),tensor(0.3019),tensor(0.2905),tensor(0.2990),tensor(0.3126),tensor(0.3127),tensor(0.3000),tensor(0.3167),tensor(0.3064),tensor(0.3294),tensor(0.2747),tensor(0.2690),tensor(0.2689),tensor(0.2552),tensor(0.3078),tensor(0.3066),tensor(0.3004),tensor(0.3157),tensor(0.3098),tensor(0.3116),tensor(0.2916),tensor(0.2839),tensor(0.2890),tensor(0.2924),tensor(0.3128),tensor(0.3053),tensor(0.3002),tensor(0.3139),tensor(0.2702),tensor(0.3085),tensor(0.3080),tensor(0.3007),tensor(0.3140),tensor(0.2845),tensor(0.3061),tensor(0.3079)
rouge1_precision,tensor(0.0182),tensor(0.3809),tensor(0.2407),tensor(0.2984),tensor(0.1962),tensor(0.2359),tensor(0.2418),tensor(0.1904),tensor(0.2598),tensor(0.2241),tensor(0.2444),tensor(0.2391),tensor(0.2359),tensor(0.2400),tensor(0.2872),tensor(0.2920),tensor(0.2805),tensor(0.2006),tensor(0.1988),tensor(0.1929),tensor(0.2354),tensor(0.2284),tensor(0.2293),tensor(0.2395),tensor(0.2611),tensor(0.2595),tensor(0.2544),tensor(0.2210),tensor(0.2248),tensor(0.2205),tensor(0.2424),tensor(0.2335),tensor(0.2377),tensor(0.2423),tensor(0.2410),tensor(0.2296),tensor(0.2796),tensor(0.2726),tensor(0.2785),tensor(0.2031),tensor(0.2006),tensor(0.1978),tensor(0.2269),tensor(0.2397),tensor(0.2385),tensor(0.2336),tensor(0.2574),tensor(0.2520),tensor(0.2524),tensor(0.2217),tensor(0.2159),tensor(0.2201),tensor(0.2347),tensor(0.2425),tensor(0.2363),tensor(0.2295),tensor(0.2698),tensor(0.2012),tensor(0.2398),tensor(0.2399),tensor(0.2338),tensor(0.2538),tensor(0.2167),tensor(0.2367),tensor(0.2400)
rouge1_recall,tensor(0.8936),tensor(0.3817),tensor(0.4097),tensor(0.3868),tensor(0.4307),tensor(0.2246),tensor(0.4077),tensor(0.4133),tensor(0.4167),tensor(0.4377),tensor(0.4017),tensor(0.4121),tensor(0.4080),tensor(0.4557),tensor(0.3505),tensor(0.4113),tensor(0.4051),tensor(0.4264),tensor(0.4389),tensor(0.4199),tensor(0.2708),tensor(0.2604),tensor(0.4275),tensor(0.4396),tensor(0.4134),tensor(0.4212),tensor(0.4155),tensor(0.4366),tensor(0.4416),tensor(0.4286),tensor(0.4088),tensor(0.3931),tensor(0.4124),tensor(0.4508),tensor(0.4559),tensor(0.4444),tensor(0.3736),tensor(0.3575),tensor(0.4089),tensor(0.4347),tensor(0.4185),tensor(0.4296),tensor(0.2990),tensor(0.4404),tensor(0.4398),tensor(0.4308),tensor(0.4161),tensor(0.4105),tensor(0.4169),tensor(0.4362),tensor(0.4250),tensor(0.4313),tensor(0.3970),tensor(0.4507),tensor(0.4427),tensor(0.4441),tensor(0.3816),tensor(0.4220),tensor(0.4424),tensor(0.4412),tensor(0.4314),tensor(0.4200),tensor(0.4244),tensor(0.4447),tensor(0.4407)
rouge2_fmeasure,tensor(0.0173),tensor(0.0901),tensor(0.0647),tensor(0.0834),tensor(0.0487),tensor(0.0335),tensor(0.0589),tensor(0.0455),tensor(0.0735),tensor(0.0641),tensor(0.0667),tensor(0.0651),tensor(0.0656),tensor(0.0780),tensor(0.0698),tensor(0.0886),tensor(0.0841),tensor(0.0530),tensor(0.0509),tensor(0.0459),tensor(0.0405),tensor(0.0335),tensor(0.0600),tensor(0.0724),tensor(0.0727),tensor(0.0734),tensor(0.0749),tensor(0.0653),tensor(0.0646),tensor(0.0611),tensor(0.0682),tensor(0.0633),tensor(0.0672),tensor(0.0781),tensor(0.0792),tensor(0.0721),tensor(0.0732),tensor(0.0688),tensor(0.0834),tensor(0.0546),tensor(0.0500),tensor(0.0506),tensor(0.0412),tensor(0.0735),tensor(0.0706),tensor(0.0697),tensor(0.0749),tensor(0.0757),tensor(0.0736),tensor(0.0661),tensor(0.0610),tensor(0.0620),tensor(0.0638),tensor(0.0785),tensor(0.0744),tensor(0.0721),tensor(0.0734),tensor(0.0518),tensor(0.0730),tensor(0.0756),tensor(0.0701),tensor(0.0756),tensor(0.0610),tensor(0.0747),tensor(0.0741)
rouge2_precision,tensor(0.0089),tensor(0.0900),tensor(0.0523),tensor(0.0746),tensor(0.0357),tensor(0.0347),tensor(0.0474),tensor(0.0335),tensor(0.0600),tensor(0.0492),tensor(0.0544),tensor(0.0523),tensor(0.0526),tensor(0.0604),tensor(0.0631),tensor(0.0762),tensor(0.0715),tensor(0.0393),tensor(0.0373),tensor(0.0337),tensor(0.0374),tensor(0.0316),tensor(0.0465),tensor(0.0567),tensor(0.0598),tensor(0.0596),tensor(0.0610),tensor(0.0498),tensor(0.0495),tensor(0.0470),tensor(0.0551),tensor(0.0512),tensor(0.0538),tensor(0.0606),tensor(0.0615),tensor(0.0554),tensor(0.0641),tensor(0.0607),tensor(0.0707),tensor(0.0403),tensor(0.0372),tensor(0.0373),tensor(0.0361),tensor(0.0574),tensor(0.0551),tensor(0.0546),tensor(0.0614),tensor(0.0618),tensor(0.0597),tensor(0.0504),tensor(0.0466),tensor(0.0476),tensor(0.0515),tensor(0.0609),tensor(0.0577),tensor(0.0552),tensor(0.0628),tensor(0.0385),tensor(0.0567),tensor(0.0590),tensor(0.0548),tensor(0.0614),tensor(0.0467),tensor(0.0578),tensor(0.0579)
rouge2_recall,tensor(0.4404),tensor(0.0903),tensor(0.0866),tensor(0.0961),tensor(0.0783),tensor(0.0339),tensor(0.0793),tensor(0.0724),tensor(0.0964),tensor(0.0937),tensor(0.0879),tensor(0.0879),tensor(0.0890),tensor(0.1124),tensor(0.0793),tensor(0.1075),tensor(0.1036),tensor(0.0835),tensor(0.0818),tensor(0.0734),tensor(0.0461),tensor(0.0372),tensor(0.0865),tensor(0.1022),tensor(0.0944),tensor(0.0971),tensor(0.0990),tensor(0.0969),tensor(0.0949),tensor(0.0891),tensor(0.0912),tensor(0.0843),tensor(0.0913),tensor(0.1122),tensor(0.1136),tensor(0.1057),tensor(0.0873),tensor(0.0811),tensor(0.1030),tensor(0.0865),tensor(0.0780),tensor(0.0802),tensor(0.0492),tensor(0.1043),tensor(0.1000),tensor(0.0988),tensor(0.0979),tensor(0.0995),tensor(0.0980),tensor(0.0978),tensor(0.0902),tensor(0.0905),tensor(0.0854),tensor(0.1130),tensor(0.1075),tensor(0.1060),tensor(0.0897),tensor(0.0807),tensor(0.1045),tensor(0.1076),tensor(0.0994),tensor(0.1002),tensor(0.0899),tensor(0.1085),tensor(0.1051)
rougeL_fmeasure,tensor(0.0252),tensor(0.2019),tensor(0.1635),tensor(0.1718),tensor(0.1391),tensor(0.1378),tensor(0.1526),tensor(0.1380),tensor(0.1660),tensor(0.1564),tensor(0.1662),tensor(0.1628),tensor(0.1616),tensor(0.1679),tensor(0.1669),tensor(0.1771),tensor(0.1744),tensor(0.1410),tensor(0.1420),tensor(0.1366),tensor(0.1451),tensor(0.1414),tensor(0.1546),tensor(0.1619),tensor(0.1644),tensor(0.1647),tensor(0.1630),tensor(0.1536),tensor(0.1584),tensor(0.1563),tensor(0.1653),tensor(0.1603),tensor(0.1637),tensor(0.1613),tensor(0.1688),tensor(0.1595),tensor(0.1676),tensor(0.1651),tensor(0.1716),tensor(0.1428),tensor(0.1399),tensor(0.1422),tensor(0.1480),tensor(0.1609),tensor(0.1621),tensor(0.1612),tensor(0.1636),tensor(0.1639),tensor(0.1609),tensor(0.1548),tensor(0.1548),tensor(0.1561),tensor(0.1626),tensor(0.1628),tensor(0.1592),tensor(0.1618),tensor(0.1626),tensor(0.1426),tensor(0.1627),tensor(0.1619),tensor(0.1608),tensor(0.1621),tensor(0.1553),tensor(0.1596),tensor(0.1607)
rougeL_precision,tensor(0.0129),tensor(0.2016),tensor(0.1310),tensor(0.1535),tensor(0.1019),tensor(0.1484),tensor(0.1224),tensor(0.1016),tensor(0.1355),tensor(0.1191),tensor(0.1349),tensor(0.1297),tensor(0.1288),tensor(0.1291),tensor(0.1537),tensor(0.1525),tensor(0.1485),tensor(0.1045),tensor(0.1038),tensor(0.1002),tensor(0.1417),tensor(0.1378),tensor(0.1196),tensor(0.1260),tensor(0.1352),tensor(0.1337),tensor(0.1327),tensor(0.1165),tensor(0.1203),tensor(0.1192),tensor(0.1328),tensor(0.1289),tensor(0.1302),tensor(0.1249),tensor(0.1301),tensor(0.1220),tensor(0.1485),tensor(0.1472),tensor(0.1450),tensor(0.1054),tensor(0.1043),tensor(0.1046),tensor(0.1317),tensor(0.1252),tensor(0.1260),tensor(0.1253),tensor(0.1333),tensor(0.1335),tensor(0.1304),tensor(0.1175),tensor(0.1176),tensor(0.1188),tensor(0.1306),tensor(0.1260),tensor(0.1232),tensor(0.1235),tensor(0.1398),tensor(0.1062),tensor(0.1264),tensor(0.1260),tensor(0.1249),tensor(0.1310),tensor(0.1181),tensor(0.1235),tensor(0.1251)
rougeL_recall,tensor(0.6345),tensor(0.2025),tensor(0.2225),tensor(0.1983),tensor(0.2245),tensor(0.1381),tensor(0.2067),tensor(0.2202),tensor(0.2185),tensor(0.2333),tensor(0.2217),tensor(0.2232),tensor(0.2223),tensor(0.2453),tensor(0.1868),tensor(0.2147),tensor(0.2142),tensor(0.2226),tensor(0.2295),tensor(0.2192),tensor(0.1603),tensor(0.1549),tensor(0.2232),tensor(0.2320),tensor(0.2143),tensor(0.2183),tensor(0.2164),tensor(0.2310),tensor(0.2372),tensor(0.2321),tensor(0.2236),tensor(0.2167),tensor(0.2259),tensor(0.2333),tensor(0.2462),tensor(0.2366),tensor(0.1970),tensor(0.1923),tensor(0.2132),tensor(0.2263),tensor(0.2179),tensor(0.2271),tensor(0.1736),tensor(0.2306),tensor(0.2328),tensor(0.2317),tensor(0.2160),tensor(0.2168),tensor(0.2150),tensor(0.2324),tensor(0.2320),tensor(0.2330),tensor(0.2204),tensor(0.2354),tensor(0.2310),tensor(0.2399),tensor(0.1976),tensor(0.2228),tensor(0.2338),tensor(0.2324),tensor(0.2311),tensor(0.2169),tensor(0.2325),tensor(0.2319),tensor(0.2304)
rougeLsum_fmeasure,tensor(0.0346),tensor(0.3400),tensor(0.2542),tensor(0.2749),tensor(0.2192),tensor(0.1963),tensor(0.2460),tensor(0.2138),tensor(0.2683),tensor(0.2464),tensor(0.2534),tensor(0.2552),tensor(0.2480),tensor(0.2616),tensor(0.2610),tensor(0.2811),tensor(0.2770),tensor(0.2241),tensor(0.2211),tensor(0.2125),tensor(0.2140),tensor(0.2038),tensor(0.2435),tensor(0.2568),tensor(0.2662),tensor(0.2679),tensor(0.2637),tensor(0.2456),tensor(0.2459),tensor(0.2433),tensor(0.2530),tensor(0.2462),tensor(0.2520),tensor(0.2564),tensor(0.2626),tensor(0.2518),tensor(0.2623),tensor(0.2613),tensor(0.2747),tensor(0.2267),tensor(0.2198),tensor(0.2183),tensor(0.2162),tensor(0.2558),tensor(0.2566),tensor(0.2507),tensor(0.2645),tensor(0.2624),tensor(0.2629),tensor(0.2449),tensor(0.2421),tensor(0.2431),tensor(0.2495),tensor(0.2561),tensor(0.2537),tensor(0.2518),tensor(0.2614),tensor(0.2226),tensor(0.2577),tensor(0.2575),tensor(0.2520),tensor(0.2638),tensor(0.2422),tensor(0.2530),tensor(0.2558)
