,0
rouge1_fmeasure,tensor(0.3183)
rouge1_precision,tensor(0.2536)
rouge1_recall,tensor(0.4447)
rouge2_fmeasure,tensor(0.0703)
rouge2_precision,tensor(0.0556)
rouge2_recall,tensor(0.0996)
rougeL_fmeasure,tensor(0.1622)
rougeL_precision,tensor(0.1293)
rougeL_recall,tensor(0.2264)
rougeLsum_fmeasure,tensor(0.2529)
rougeLsum_precision,tensor(0.2015)
rougeLsum_recall,tensor(0.3532)
