,0
rouge1_fmeasure,tensor(0.3345)
rouge1_precision,tensor(0.3006)
rouge1_recall,tensor(0.3916)
rouge2_fmeasure,tensor(0.0710)
rouge2_precision,tensor(0.0624)
rouge2_recall,tensor(0.0847)
rougeL_fmeasure,tensor(0.1726)
rougeL_precision,tensor(0.1553)
rougeL_recall,tensor(0.2018)
rougeLsum_fmeasure,tensor(0.2717)
rougeLsum_precision,tensor(0.2438)
rougeLsum_recall,tensor(0.3184)
