,0
rouge1_fmeasure,tensor(0.3041)
rouge1_precision,tensor(0.2390)
rouge1_recall,tensor(0.4314)
rouge2_fmeasure,tensor(0.0634)
rouge2_precision,tensor(0.0494)
rouge2_recall,tensor(0.0912)
rougeL_fmeasure,tensor(0.1568)
rougeL_precision,tensor(0.1233)
rougeL_recall,tensor(0.2223)
rougeLsum_fmeasure,tensor(0.2490)
rougeLsum_precision,tensor(0.1957)
rougeLsum_recall,tensor(0.3528)
