Original Article,Original Summary,"('Tm',)","('Lex',)","('Luhn',)","('Lsa',)","('Tr',)","('LDA',)","('Tm', 'Lex')","('Tm', 'Luhn')","('Tm', 'Lsa')","('Tm', 'Tr')","('Tm', 'LDA')","('Lex', 'Luhn')","('Lex', 'Lsa')","('Lex', 'Tr')","('Lex', 'LDA')","('Luhn', 'Lsa')","('Luhn', 'Tr')","('Luhn', 'LDA')","('Lsa', 'Tr')","('Lsa', 'LDA')","('Tr', 'LDA')","('Tm', 'Lex', 'Luhn')","('Tm', 'Lex', 'Lsa')","('Tm', 'Lex', 'Tr')","('Tm', 'Lex', 'LDA')","('Tm', 'Luhn', 'Lsa')","('Tm', 'Luhn', 'Tr')","('Tm', 'Luhn', 'LDA')","('Tm', 'Lsa', 'Tr')","('Tm', 'Lsa', 'LDA')","('Tm', 'Tr', 'LDA')","('Lex', 'Luhn', 'Lsa')","('Lex', 'Luhn', 'Tr')","('Lex', 'Luhn', 'LDA')","('Lex', 'Lsa', 'Tr')","('Lex', 'Lsa', 'LDA')","('Lex', 'Tr', 'LDA')","('Luhn', 'Lsa', 'Tr')","('Luhn', 'Lsa', 'LDA')","('Luhn', 'Tr', 'LDA')","('Lsa', 'Tr', 'LDA')","('Tm', 'Lex', 'Luhn', 'Lsa')","('Tm', 'Lex', 'Luhn', 'Tr')","('Tm', 'Lex', 'Luhn', 'LDA')","('Tm', 'Lex', 'Lsa', 'Tr')","('Tm', 'Lex', 'Lsa', 'LDA')","('Tm', 'Lex', 'Tr', 'LDA')","('Tm', 'Luhn', 'Lsa', 'Tr')","('Tm', 'Luhn', 'Lsa', 'LDA')","('Tm', 'Luhn', 'Tr', 'LDA')","('Tm', 'Lsa', 'Tr', 'LDA')","('Lex', 'Luhn', 'Lsa', 'Tr')","('Lex', 'Luhn', 'Lsa', 'LDA')","('Lex', 'Luhn', 'Tr', 'LDA')","('Lex', 'Lsa', 'Tr', 'LDA')","('Luhn', 'Lsa', 'Tr', 'LDA')","('Tm', 'Lex', 'Luhn', 'Lsa', 'Tr')","('Tm', 'Lex', 'Luhn', 'Lsa', 'LDA')","('Tm', 'Lex', 'Luhn', 'Tr', 'LDA')","('Tm', 'Lex', 'Lsa', 'Tr', 'LDA')","('Tm', 'Luhn', 'Lsa', 'Tr', 'LDA')","('Lex', 'Luhn', 'Lsa', 'Tr', 'LDA')","('Tm', 'Lex', 'Luhn', 'Lsa', 'Tr', 'LDA')"
tensor(0.0363),tensor(0.3747),tensor(0.2591),tensor(0.3038),tensor(0.2563),tensor(0.2108),tensor(0.3084),tensor(0.2556),tensor(0.2847),tensor(0.2607),tensor(0.2737),tensor(0.2610),tensor(0.2527),tensor(0.2825),tensor(0.2749),tensor(0.3024),tensor(0.3067),tensor(0.2631),tensor(0.2594),tensor(0.2578),tensor(0.2149),tensor(0.2281),tensor(0.2742),tensor(0.2740),tensor(0.2868),tensor(0.2850),tensor(0.2839),tensor(0.2640),tensor(0.2620),tensor(0.2578),tensor(0.2721),tensor(0.2665),tensor(0.2514),tensor(0.2918),tensor(0.2820),tensor(0.2830),tensor(0.2764),tensor(0.2779),tensor(0.3062),tensor(0.2644),tensor(0.2625),tensor(0.2571),tensor(0.2306),tensor(0.2766),tensor(0.2747),tensor(0.2693),tensor(0.2848),tensor(0.2836),tensor(0.2847),tensor(0.2614),tensor(0.2612),tensor(0.2584),tensor(0.2682),tensor(0.2917),tensor(0.2852),tensor(0.2825),tensor(0.2797),tensor(0.2628),tensor(0.2772),tensor(0.2765),tensor(0.2703),tensor(0.2841),tensor(0.2596),tensor(0.2853),tensor(0.2769)
tensor(0.0186),tensor(0.3770),tensor(0.1931),tensor(0.2429),tensor(0.1848),tensor(0.2295),tensor(0.2486),tensor(0.1880),tensor(0.2146),tensor(0.1894),tensor(0.2231),tensor(0.1947),tensor(0.1884),tensor(0.2088),tensor(0.2493),tensor(0.2410),tensor(0.2422),tensor(0.2120),tensor(0.1873),tensor(0.1868),tensor(0.2291),tensor(0.2324),tensor(0.2025),tensor(0.2023),tensor(0.2242),tensor(0.2151),tensor(0.2138),tensor(0.1955),tensor(0.1902),tensor(0.1874),tensor(0.2211),tensor(0.2146),tensor(0.1873),tensor(0.2256),tensor(0.2085),tensor(0.2098),tensor(0.2466),tensor(0.2459),tensor(0.2420),tensor(0.2110),tensor(0.2075),tensor(0.1861),tensor(0.2314),tensor(0.2073),tensor(0.2030),tensor(0.1984),tensor(0.2222),tensor(0.2217),tensor(0.2143),tensor(0.1930),tensor(0.1932),tensor(0.1878),tensor(0.2141),tensor(0.2253),tensor(0.2218),tensor(0.2094),tensor(0.2445),tensor(0.2072),tensor(0.2076),tensor(0.2069),tensor(0.1992),tensor(0.2219),tensor(0.1915),tensor(0.2215),tensor(0.2072)
tensor(0.8969),tensor(0.3732),tensor(0.4025),tensor(0.4183),tensor(0.4271),tensor(0.2110),tensor(0.4153),tensor(0.4078),tensor(0.4319),tensor(0.4273),tensor(0.3717),tensor(0.4048),tensor(0.3925),tensor(0.4465),tensor(0.3255),tensor(0.4166),tensor(0.4287),tensor(0.3660),tensor(0.4305),tensor(0.4247),tensor(0.2183),tensor(0.2370),tensor(0.4350),tensor(0.4332),tensor(0.4103),tensor(0.4318),tensor(0.4309),tensor(0.4185),tensor(0.4297),tensor(0.4213),tensor(0.3721),tensor(0.3694),tensor(0.3909),tensor(0.4259),tensor(0.4454),tensor(0.4437),tensor(0.3314),tensor(0.3394),tensor(0.4275),tensor(0.3729),tensor(0.3744),tensor(0.4244),tensor(0.2445),tensor(0.4274),tensor(0.4340),tensor(0.4272),tensor(0.4088),tensor(0.4061),tensor(0.4324),tensor(0.4161),tensor(0.4145),tensor(0.4220),tensor(0.3746),tensor(0.4268),tensor(0.4144),tensor(0.4430),tensor(0.3467),tensor(0.3774),tensor(0.4292),tensor(0.4289),tensor(0.4285),tensor(0.4070),tensor(0.4132),tensor(0.4155),tensor(0.4292)
tensor(0.0170),tensor(0.0842),tensor(0.0487),tensor(0.0606),tensor(0.0476),tensor(0.0361),tensor(0.0539),tensor(0.0456),tensor(0.0585),tensor(0.0503),tensor(0.0521),tensor(0.0501),tensor(0.0448),tensor(0.0597),tensor(0.0548),tensor(0.0593),tensor(0.0636),tensor(0.0475),tensor(0.0492),tensor(0.0470),tensor(0.0368),tensor(0.0390),tensor(0.0478),tensor(0.0567),tensor(0.0570),tensor(0.0589),tensor(0.0579),tensor(0.0499),tensor(0.0508),tensor(0.0475),tensor(0.0515),tensor(0.0481),tensor(0.0443),tensor(0.0597),tensor(0.0589),tensor(0.0583),tensor(0.0511),tensor(0.0519),tensor(0.0629),tensor(0.0465),tensor(0.0459),tensor(0.0468),tensor(0.0386),tensor(0.0565),tensor(0.0566),tensor(0.0534),tensor(0.0563),tensor(0.0537),tensor(0.0591),tensor(0.0501),tensor(0.0490),tensor(0.0477),tensor(0.0483),tensor(0.0596),tensor(0.0570),tensor(0.0577),tensor(0.0503),tensor(0.0459),tensor(0.0574),tensor(0.0546),tensor(0.0537),tensor(0.0537),tensor(0.0477),tensor(0.0570),tensor(0.0552)
tensor(0.0087),tensor(0.0847),tensor(0.0361),tensor(0.0480),tensor(0.0340),tensor(0.0373),tensor(0.0432),tensor(0.0332),tensor(0.0438),tensor(0.0362),tensor(0.0424),tensor(0.0372),tensor(0.0330),tensor(0.0438),tensor(0.0498),tensor(0.0468),tensor(0.0499),tensor(0.0382),tensor(0.0352),tensor(0.0337),tensor(0.0375),tensor(0.0393),tensor(0.0349),tensor(0.0416),tensor(0.0444),tensor(0.0441),tensor(0.0434),tensor(0.0367),tensor(0.0366),tensor(0.0342),tensor(0.0418),tensor(0.0384),tensor(0.0327),tensor(0.0459),tensor(0.0432),tensor(0.0430),tensor(0.0454),tensor(0.0459),tensor(0.0494),tensor(0.0372),tensor(0.0363),tensor(0.0335),tensor(0.0383),tensor(0.0420),tensor(0.0416),tensor(0.0391),tensor(0.0437),tensor(0.0416),tensor(0.0443),tensor(0.0368),tensor(0.0361),tensor(0.0344),tensor(0.0384),tensor(0.0458),tensor(0.0440),tensor(0.0425),tensor(0.0439),tensor(0.0362),tensor(0.0427),tensor(0.0406),tensor(0.0393),tensor(0.0416),tensor(0.0350),tensor(0.0440),tensor(0.0410)
tensor(0.4305),tensor(0.0839),tensor(0.0767),tensor(0.0847),tensor(0.0813),tensor(0.0365),tensor(0.0734),tensor(0.0744),tensor(0.0902),tensor(0.0842),tensor(0.0704),tensor(0.0787),tensor(0.0711),tensor(0.0962),tensor(0.0645),tensor(0.0830),tensor(0.0899),tensor(0.0659),tensor(0.0834),tensor(0.0792),tensor(0.0377),tensor(0.0403),tensor(0.0778),tensor(0.0910),tensor(0.0820),tensor(0.0905),tensor(0.0889),tensor(0.0803),tensor(0.0850),tensor(0.0792),tensor(0.0701),tensor(0.0671),tensor(0.0702),tensor(0.0884),tensor(0.0949),tensor(0.0926),tensor(0.0614),tensor(0.0634),tensor(0.0888),tensor(0.0651),tensor(0.0654),tensor(0.0790),tensor(0.0405),tensor(0.0886),tensor(0.0908),tensor(0.0858),tensor(0.0812),tensor(0.0778),tensor(0.0906),tensor(0.0809),tensor(0.0785),tensor(0.0794),tensor(0.0681),tensor(0.0884),tensor(0.0840),tensor(0.0917),tensor(0.0625),tensor(0.0659),tensor(0.0899),tensor(0.0862),tensor(0.0861),tensor(0.0779),tensor(0.0770),tensor(0.0842),tensor(0.0869)
tensor(0.0260),tensor(0.1941),tensor(0.1414),tensor(0.1534),tensor(0.1306),tensor(0.1333),tensor(0.1524),tensor(0.1298),tensor(0.1533),tensor(0.1377),tensor(0.1527),tensor(0.1429),tensor(0.1394),tensor(0.1462),tensor(0.1534),tensor(0.1526),tensor(0.1564),tensor(0.1433),tensor(0.1311),tensor(0.1324),tensor(0.1356),tensor(0.1387),tensor(0.1401),tensor(0.1476),tensor(0.1534),tensor(0.1531),tensor(0.1517),tensor(0.1410),tensor(0.1374),tensor(0.1365),tensor(0.1525),tensor(0.1508),tensor(0.1390),tensor(0.1523),tensor(0.1470),tensor(0.1461),tensor(0.1531),tensor(0.1550),tensor(0.1552),tensor(0.1416),tensor(0.1432),tensor(0.1313),tensor(0.1414),tensor(0.1470),tensor(0.1471),tensor(0.1452),tensor(0.1532),tensor(0.1526),tensor(0.1524),tensor(0.1384),tensor(0.1405),tensor(0.1364),tensor(0.1494),tensor(0.1508),tensor(0.1514),tensor(0.1445),tensor(0.1544),tensor(0.1439),tensor(0.1473),tensor(0.1467),tensor(0.1454),tensor(0.1525),tensor(0.1388),tensor(0.1505),tensor(0.1468)
tensor(0.0133),tensor(0.1951),tensor(0.1054),tensor(0.1226),tensor(0.0941),tensor(0.1487),tensor(0.1228),tensor(0.0953),tensor(0.1154),tensor(0.1000),tensor(0.1247),tensor(0.1066),tensor(0.1039),tensor(0.1079),tensor(0.1408),tensor(0.1216),tensor(0.1234),tensor(0.1159),tensor(0.0945),tensor(0.0958),tensor(0.1476),tensor(0.1438),tensor(0.1033),tensor(0.1089),tensor(0.1200),tensor(0.1154),tensor(0.1142),tensor(0.1042),tensor(0.0997),tensor(0.0992),tensor(0.1240),tensor(0.1215),tensor(0.1036),tensor(0.1176),tensor(0.1085),tensor(0.1081),tensor(0.1383),tensor(0.1385),tensor(0.1225),tensor(0.1134),tensor(0.1133),tensor(0.0949),tensor(0.1448),tensor(0.1101),tensor(0.1086),tensor(0.1069),tensor(0.1196),tensor(0.1195),tensor(0.1147),tensor(0.1019),tensor(0.1036),tensor(0.0990),tensor(0.1191),tensor(0.1162),tensor(0.1175),tensor(0.1069),tensor(0.1363),tensor(0.1136),tensor(0.1102),tensor(0.1097),tensor(0.1071),tensor(0.1193),tensor(0.1022),tensor(0.1166),tensor(0.1097)
tensor(0.6479),tensor(0.1934),tensor(0.2196),tensor(0.2117),tensor(0.2184),tensor(0.1311),tensor(0.2053),tensor(0.2079),tensor(0.2332),tensor(0.2262),tensor(0.2076),tensor(0.2217),tensor(0.2166),tensor(0.2322),tensor(0.1803),tensor(0.2107),tensor(0.2193),tensor(0.1988),tensor(0.2187),tensor(0.2188),tensor(0.1356),tensor(0.1419),tensor(0.2235),tensor(0.2340),tensor(0.2200),tensor(0.2326),tensor(0.2304),tensor(0.2248),tensor(0.2261),tensor(0.2237),tensor(0.2089),tensor(0.2093),tensor(0.2160),tensor(0.2233),tensor(0.2335),tensor(0.2305),tensor(0.1822),tensor(0.1877),tensor(0.2174),tensor(0.1991),tensor(0.2038),tensor(0.2172),tensor(0.1471),tensor(0.2275),tensor(0.2332),tensor(0.2311),tensor(0.2203),tensor(0.2187),tensor(0.2315),tensor(0.2217),tensor(0.2244),tensor(0.2234),tensor(0.2095),tensor(0.2220),tensor(0.2210),tensor(0.2281),tensor(0.1901),tensor(0.2061),tensor(0.2285),tensor(0.2280),tensor(0.2313),tensor(0.2187),tensor(0.2224),tensor(0.2202),tensor(0.2281)
