,0
rouge1_fmeasure,tensor(0.3104)
rouge1_precision,tensor(0.2466)
rouge1_recall,tensor(0.4370)
rouge2_fmeasure,tensor(0.0671)
rouge2_precision,tensor(0.0528)
rouge2_recall,tensor(0.0962)
rougeL_fmeasure,tensor(0.1610)
rougeL_precision,tensor(0.1281)
rougeL_recall,tensor(0.2262)
rougeLsum_fmeasure,tensor(0.2519)
rougeLsum_precision,tensor(0.2003)
rougeLsum_recall,tensor(0.3545)
