,0
rouge1_fmeasure,tensor(0.3017)
rouge1_precision,tensor(0.2386)
rouge1_recall,tensor(0.4255)
rouge2_fmeasure,tensor(0.0638)
rouge2_precision,tensor(0.0502)
rouge2_recall,tensor(0.0911)
rougeL_fmeasure,tensor(0.1575)
rougeL_precision,tensor(0.1250)
rougeL_recall,tensor(0.2210)
rougeLsum_fmeasure,tensor(0.2476)
rougeLsum_precision,tensor(0.1960)
rougeLsum_recall,tensor(0.3492)
