,0
rouge1_fmeasure,tensor(0.3342)
rouge1_precision,tensor(0.3106)
rouge1_recall,tensor(0.3778)
rouge2_fmeasure,tensor(0.0749)
rouge2_precision,tensor(0.0680)
rouge2_recall,tensor(0.0859)
rougeL_fmeasure,tensor(0.1715)
rougeL_precision,tensor(0.1598)
rougeL_recall,tensor(0.1943)
rougeLsum_fmeasure,tensor(0.2712)
rougeLsum_precision,tensor(0.2514)
rougeLsum_recall,tensor(0.3072)
