,0
rouge1_fmeasure,tensor(0.3401)
rouge1_precision,tensor(0.3037)
rouge1_recall,tensor(0.3983)
rouge2_fmeasure,tensor(0.0751)
rouge2_precision,tensor(0.0656)
rouge2_recall,tensor(0.0896)
rougeL_fmeasure,tensor(0.1735)
rougeL_precision,tensor(0.1553)
rougeL_recall,tensor(0.2027)
rougeLsum_fmeasure,tensor(0.2765)
rougeLsum_precision,tensor(0.2469)
rougeLsum_recall,tensor(0.3237)
