,0
rouge1_fmeasure,tensor(0.3364)
rouge1_precision,tensor(0.3028)
rouge1_recall,tensor(0.3881)
rouge2_fmeasure,tensor(0.0769)
rouge2_precision,tensor(0.0681)
rouge2_recall,tensor(0.0902)
rougeL_fmeasure,tensor(0.1758)
rougeL_precision,tensor(0.1586)
rougeL_recall,tensor(0.2026)
rougeLsum_fmeasure,tensor(0.2755)
rougeLsum_precision,tensor(0.2480)
rougeLsum_recall,tensor(0.3179)
