,0
rouge1_fmeasure,tensor(0.3060)
rouge1_precision,tensor(0.2440)
rouge1_recall,tensor(0.4223)
rouge2_fmeasure,tensor(0.0664)
rouge2_precision,tensor(0.0524)
rouge2_recall,tensor(0.0931)
rougeL_fmeasure,tensor(0.1607)
rougeL_precision,tensor(0.1280)
rougeL_recall,tensor(0.2223)
rougeLsum_fmeasure,tensor(0.2610)
rougeLsum_precision,tensor(0.2083)
rougeLsum_recall,tensor(0.3597)
