,0
rouge1_fmeasure,tensor(0.2669)
rouge1_precision,tensor(0.1958)
rouge1_recall,tensor(0.4287)
rouge2_fmeasure,tensor(0.0493)
rouge2_precision,tensor(0.0363)
rouge2_recall,tensor(0.0786)
rougeL_fmeasure,tensor(0.1332)
rougeL_precision,tensor(0.0977)
rougeL_recall,tensor(0.2144)
rougeLsum_fmeasure,tensor(0.2210)
rougeLsum_precision,tensor(0.1621)
rougeLsum_recall,tensor(0.3551)
