,0
rouge1_fmeasure,tensor(0.2578)
rouge1_precision,tensor(0.1840)
rouge1_recall,tensor(0.4437)
rouge2_fmeasure,tensor(0.0435)
rouge2_precision,tensor(0.0310)
rouge2_recall,tensor(0.0755)
rougeL_fmeasure,tensor(0.1302)
rougeL_precision,tensor(0.0927)
rougeL_recall,tensor(0.2249)
rougeLsum_fmeasure,tensor(0.2054)
rougeLsum_precision,tensor(0.1464)
rougeLsum_recall,tensor(0.3541)
