,Model,rouge1_fmeasure,rouge1_precision,rouge1_recall,rouge2_fmeasure,rouge2_precision,rouge2_recall,rougeL_fmeasure,rougeL_precision,rougeL_recall,rougeLsum_fmeasure,rougeLsum_precision,rougeLsum_recall
0,"'LDA',",0.050390150168882736,0.07240775790103793,0.043032000246476645,0.02701988424297088,0.04278199059150511,0.020083095000204377,0.027495430874449507,0.04152648134001086,0.023034746245063523,0.04090973955893806,0.06711727946011861,0.03342917330206618
1,"'Lex', 'LDA'",0.05225107209019226,0.07250327163075554,0.049227885015716115,0.032608272932685076,0.047023101309224484,0.02572764255255535,0.026402480809723194,0.03652984571086462,0.025189859827330668,0.040887277528009636,0.06274236623906207,0.03669320380770476
2,"'Lex', 'Lsa'",0.05613522707686886,0.0728304208990538,0.049855524601926854,0.02929061759771069,0.04572652112333228,0.022133259266997753,0.030134747032676486,0.04054885132740052,0.026128959708740664,0.044043887636317565,0.0709951521669309,0.0368978462704419
3,"'Lex', 'Lsa', 'LDA'",0.05645260344900147,0.07642029732977772,0.049075902819903906,0.03700315343807474,0.05667800049620864,0.027905405053603394,0.03292087218399005,0.04646580755957138,0.02796469627206154,0.045960709351336324,0.06938713701257185,0.03853555326251625
4,"'Lex', 'Lsa', 'Tr'",0.0558067809865254,0.08043278015353536,0.05120838043670543,0.03723076375127894,0.05173093851845335,0.030342977312108325,0.030754375157236682,0.04322792835533085,0.028340159899347205,0.04227094134591165,0.06943293408745528,0.037481437900069116
5,"'Lex', 'Lsa', 'Tr', 'LDA'",0.05589037708663742,0.08001492901482965,0.05056716602838095,0.036162377531888924,0.048541098876538055,0.029524053182313173,0.03254402473725846,0.04441276287516544,0.02956578192764243,0.0465715989610324,0.06829705753087673,0.04059839810975322
6,"'Lex', 'Luhn'",0.056091422927786655,0.08668086971044339,0.05772601586634417,0.04213471929460859,0.0573712396981584,0.035571495281977464,0.03366301398624754,0.052080697365920206,0.032927464810242946,0.0429019794464723,0.07117638037458038,0.04099093741736837
7,"'Lex', 'Luhn', 'LDA'",0.0550315296070037,0.07861152160966758,0.05006034018636378,0.039878959095569426,0.05484276262724785,0.03228607251932951,0.03834054150930774,0.05393224139820301,0.03321632273061967,0.04343786704523734,0.062402594416367155,0.038994232843273906
8,"'Lex', 'Luhn', 'Lsa'",0.06180513072874422,0.08453081931990022,0.057763659732034796,0.041299763020287594,0.061577218107784125,0.03244857900209683,0.031643465861652835,0.0477660581590813,0.02821431460728517,0.04170873927293402,0.06630247888030853,0.038222990510242645
9,"'Lex', 'Luhn', 'Lsa', 'LDA'",0.05891650386938697,0.0820994103940871,0.05280696665166779,0.04193151029775894,0.06193053747248772,0.032332512716244294,0.03517258002533078,0.046631944846230074,0.031177382862062997,0.04320788750394066,0.06395821095236287,0.0382905130094234
10,"'Lex', 'Luhn', 'Lsa', 'Tr'",0.058771962848124075,0.08286063255968716,0.053145906107553646,0.03601808548867504,0.050324672825915726,0.0292909079277861,0.03562734669389244,0.04849210947000619,0.032034238041740486,0.046319500779717714,0.07238423745848822,0.0399021513755482
11,"'Lex', 'Luhn', 'Lsa', 'Tr', 'LDA'",0.055286674551637875,0.07741173831926221,0.05112314554718144,0.03654777670761251,0.04993657639680601,0.029911983177125727,0.035169785688209845,0.04649395975220562,0.0319703819049591,0.04815578770183702,0.07286723171252499,0.04232530554363078
