,Model,rouge1_fmeasure,rouge1_precision,rouge1_recall,rouge2_fmeasure,rouge2_precision,rouge2_recall,rougeL_fmeasure,rougeL_precision,rougeL_recall,rougeLsum_fmeasure,rougeLsum_precision,rougeLsum_recall
0,"'LDA',",0.0589458105137902,0.06535314457779116,0.0697933631952157,0.024574924424319047,0.02282112828666882,0.028207361596344856,0.03159171993762007,0.03386446389496838,0.03915155218022099,0.04517758321139695,0.04674320976970311,0.056162917777955
1,"'Lex', 'LDA'",0.06815832306876468,0.07195666199646672,0.08830147334577981,0.034911677248928234,0.03159059014387509,0.04210692885318055,0.03521378981177404,0.03645196100339333,0.04872808831990084,0.050989769520411454,0.048724096182062374,0.07205874225930473
2,"'Lex', 'Lsa'",0.06318492938524534,0.0771015315685283,0.06974263093714964,0.03836569966077763,0.04080006757573322,0.03927179500581458,0.03267188093878304,0.03785796096375679,0.03943775456246309,0.05168703243375954,0.0625727811338907,0.05770966211953033
3,"'Lex', 'Lsa', 'LDA'",0.0620550978798063,0.072267746078226,0.06947008817898351,0.03612930377563422,0.03533308953816602,0.038567444321925486,0.033826251660780265,0.03727276090758181,0.0409077681134192,0.04809481696024756,0.05049866633306705,0.05807620723352383
4,"'Lex', 'Lsa', 'Tr'",0.0691140664727316,0.08256496987758503,0.07857823491692578,0.037851110833264284,0.03485058781060487,0.04488199164207027,0.032397169290142996,0.036825730819015794,0.04315172139552677,0.051267516812713326,0.05717124565537499,0.0646109534167268
5,"'Lex', 'Lsa', 'Tr', 'LDA'",0.07390548305458747,0.08403380649396557,0.08134581396401468,0.038365922875913824,0.03499535835483013,0.04418533736569822,0.033196405574777314,0.0377448648519906,0.03774333603291602,0.051298439830837095,0.05547327642354579,0.06109804725640664
6,"'Lex', 'Luhn'",0.09923001913581916,0.09097065139314776,0.12524950220028197,0.059319093799420075,0.04990293979138599,0.07889917785349507,0.05580492138590041,0.04991044919483081,0.08834801026369067,0.0758263075616881,0.0683864227690624,0.10828889157305363
7,"'Lex', 'Luhn', 'LDA'",0.08241348913551326,0.07241247758819604,0.1072640276663415,0.05371933349158515,0.044103026544156924,0.07008089092015826,0.05152703789143374,0.043712504854718164,0.07187180063801347,0.06673749673717677,0.05839478623470731,0.08727117493359866
8,"'Lex', 'Luhn', 'Lsa'",0.08245375081787469,0.08063951367524572,0.11283518200398465,0.06301017592027136,0.056572393682346116,0.07774076077917443,0.051069572730396404,0.04251162043889206,0.07304205066795526,0.0705645044677573,0.06515040614684832,0.09747856390560589
9,"'Lex', 'Luhn', 'Lsa', 'LDA'",0.07821179091152851,0.06916860141060603,0.11297274125184997,0.054263647007225954,0.047553808082219526,0.06589300560041815,0.04980893916857988,0.04073723965900808,0.07221556960176802,0.06623368041336138,0.05347390789305201,0.09649583257730478
