,Model,rouge1_fmeasure,rouge1_precision,rouge1_recall,rouge2_fmeasure,rouge2_precision,rouge2_recall,rougeL_fmeasure,rougeL_precision,rougeL_recall,rougeLsum_fmeasure,rougeLsum_precision,rougeLsum_recall
0,"'LDA',",0.06914645031606509,0.07449955292835536,0.07925191383576302,0.0329179389510831,0.03436340520119152,0.03272695056737973,0.03181833379120012,0.03905651093094839,0.03413744408494113,0.03936948807531102,0.04542919160042456,0.04739157389869791
1,"'Lex', 'LDA'",0.07128141782738522,0.07759238270996663,0.08806235679057561,0.03524689790686178,0.03540434220273709,0.03750902675044978,0.03415382384903099,0.03925940320799881,0.042504622819087665,0.04470447642871972,0.04556166574696647,0.06423508930246019
2,"'Lex', 'Lsa'",0.06494716343398353,0.07810874840895983,0.06931068886767795,0.03476595276461161,0.036965553197902366,0.033934954925270516,0.03172443622388591,0.04266346203612409,0.031156775201510296,0.044194118860363896,0.05630715095107326,0.04650426308338922
3,"'Lex', 'Lsa', 'LDA'",0.06447253401134449,0.0759223819481038,0.06961222987923074,0.03183268586193124,0.03425213354642699,0.030876947493637105,0.032582050205095685,0.04242715221035759,0.032316073594863784,0.03837246815174569,0.04666065470709809,0.04411921450629513
4,"'Lex', 'Lsa', 'Tr'",0.0713304339757597,0.08489070977664741,0.08260862223814841,0.040350337910648855,0.038986411469322475,0.047094224953131675,0.0368442249268592,0.04286400873321173,0.04694485178422181,0.051183634075387036,0.05943444713468506,0.06423250320581556
5,"'Lex', 'Lsa', 'Tr', 'LDA'",0.072486699409699,0.0834361119827705,0.0857665061497066,0.039355302739572516,0.03587400133287623,0.04690203872650024,0.0366450875613074,0.04349068865860829,0.046638942879398564,0.0509394675793682,0.05920841240305958,0.06494776611012142
6,"'Lex', 'Luhn'",0.08895818443025724,0.0833307731964898,0.11180310929588205,0.044563598469049136,0.0379737589033299,0.05856603050470481,0.04594403143850891,0.042541319088472494,0.06313516051225182,0.06123575981517535,0.05461137259622735,0.09396768606247666
7,"'Lex', 'Luhn', 'LDA'",0.0838354018892322,0.07817051394794923,0.10156442318419176,0.04284913643129581,0.0366878392489782,0.05426526352423445,0.04226210179613587,0.039679951828696304,0.054646157554406265,0.05395877066555157,0.0483278077668137,0.07510086538961787
8,"'Lex', 'Luhn', 'Lsa'",0.08413992777991025,0.0892188714413974,0.10073083498622096,0.046135977282622885,0.04282862926745471,0.052567692934211326,0.0384877644737181,0.039144899885639475,0.0514556353270941,0.054078357214061436,0.05660579058260974,0.07189013778301578
9,"'Lex', 'Luhn', 'Lsa', 'LDA'",0.08523479458726543,0.08398264216132499,0.10988419791013906,0.044840105558410115,0.03990561181851406,0.054499274793470276,0.04004209348781011,0.03992020093105603,0.053951262440944156,0.055904702308913395,0.0524919066710045,0.0804715066748773
10,"'Lex', 'Luhn', 'Lsa', 'Tr'",0.0967535165303717,0.09960956510793985,0.11274175440827919,0.052606333889069164,0.047952748194417,0.06350884662226815,0.04508406091690128,0.04774986669618614,0.05465746706236723,0.06706627345738686,0.06803230925046096,0.08353256425359
11,"'Lex', 'Luhn', 'Lsa', 'Tr', 'LDA'",0.08867670862454397,0.08755412176241992,0.11376615425780169,0.04843197315757608,0.04275791199439663,0.060751497332917556,0.04074680071633872,0.04086590595476315,0.05622457530215592,0.06501830497844052,0.06277085423860322,0.08853352762758523
12,"'Lex', 'Luhn', 'Tr'",0.09967399270970857,0.08969851147590414,0.12360362865565061,0.04752615554610859,0.040451837168652166,0.06469109782881934,0.048380670219484605,0.04387373485274622,0.07418406231765927,0.07030373415019285,0.061990053215778385,0.09720544777950556
13,"'Lex', 'Luhn', 'Tr', 'LDA'",0.09489329933129485,0.0854292937907639,0.11926301637334219,0.04725608745355925,0.04019096084113109,0.06307975585244648,0.0493881420700117,0.043672365312875785,0.06932290434257181,0.06733082490412176,0.05923183172234671,0.09012009105171949
14,"'Lex', 'Tr'",0.09518846442119573,0.07804125613785613,0.1214652327274139,0.04252519648388362,0.033382515423390546,0.06383728814156742,0.051503630277268696,0.0438126535670764,0.07803305693288441,0.06968132005959866,0.05759895817000081,0.09490775623809118
15,"'Lex', 'Tr', 'LDA'",0.08408848363880608,0.0743627132410281,0.10813838829914271,0.041014169623790724,0.03579805448327093,0.0547783345832667,0.046719009478275605,0.04142746352412314,0.06393162182757095,0.06102688963780841,0.0526307685809208,0.08410569377910053
16,"'Lex',",0.06858339900938748,0.0720020547382144,0.08380061950718046,0.03658212555963626,0.033737334305837356,0.042683021854244683,0.04237763940816561,0.04224964224113083,0.05283091454740201,0.04877821696571749,0.04978981496007859,0.06734785006072144
17,"'Lsa', 'LDA'",0.0626964639811902,0.07500982745897722,0.06763057504450974,0.03053048703014533,0.03288167023721047,0.029710629232005542,0.030482013938696133,0.04041119055173345,0.030162173291973432,0.037149018426271524,0.046623628789754484,0.04273226888521149
18,"'Lsa', 'Tr'",0.07414682338738267,0.08510004583675874,0.08520704505780183,0.040611483839929456,0.03915876372660077,0.04734675237127023,0.03665597049420927,0.03961970080009895,0.04904483619553447,0.056703904327281084,0.06277856502780511,0.07075019985937739
19,"'Lsa', 'Tr', 'LDA'",0.07254244929939029,0.08163090363453959,0.08724471290042746,0.03889267003949996,0.035244917142719503,0.04691175504630819,0.03778285663259395,0.04304464030976636,0.0494648094698294,0.05422599658534418,0.05954016464264908,0.07110131665173247
20,"'Lsa',",0.06120645908615568,0.07487666691451317,0.06486041914473885,0.029465977195008104,0.03180030937614349,0.02864706356481454,0.030884521746509824,0.04047139120669901,0.03128884755600594,0.03836481880328005,0.05174630404453543,0.03981215467133709
21,"'Luhn', 'LDA'",0.08842365899884873,0.08289261058251451,0.10544622505593124,0.04382974186740233,0.03762791870350321,0.054953198494925616,0.04555356323304413,0.04296716212733389,0.05603874546158043,0.058478784076421576,0.05352485598610549,0.0741011555838723
22,"'Luhn', 'Lsa'",0.08817231185590056,0.0938112068756233,0.1049970546488285,0.04492731121978831,0.041594057248653386,0.051761182195439695,0.039516781380045336,0.04072065514354047,0.05151778659834783,0.053186065029271264,0.057878826558853,0.0690651141718261
23,"'Luhn', 'Lsa', 'LDA'",0.09100244560660432,0.09374772902686782,0.10800718650160696,0.04532195446731737,0.04219832854198835,0.05175948040752281,0.04090635712443103,0.04322386042371827,0.05013102933264341,0.05566007759237003,0.05736800572334513,0.07238038993146698
24,"'Luhn', 'Lsa', 'Tr'",0.09687824117204365,0.09443911008784654,0.11713454800353698,0.05304682157542825,0.04824839389345382,0.06372373631572038,0.04576804608625096,0.04566883564049849,0.05783070574947421,0.06724937593635935,0.06430991452632306,0.08674534743384477
25,"'Luhn', 'Lsa', 'Tr', 'LDA'",0.09064949556450544,0.08580957142859336,0.1166586160342881,0.047706396999944486,0.04240717334442169,0.059291649633924484,0.04268910613729712,0.041670618199149516,0.05649180179647986,0.06394478554506423,0.06020467513242986,0.08540305562719049
26,"'Luhn', 'Tr'",0.09497913355664081,0.0823205342220878,0.12596055344406903,0.04130199490099017,0.03551197574198443,0.05788726693979311,0.05079169177153075,0.04402009192298218,0.07150042401178644,0.0693854032516722,0.058854729047084005,0.09434573243984026
27,"'Luhn', 'Tr', 'LDA'",0.09180493309320709,0.0833365159409991,0.11204179469673468,0.04358892597994479,0.03783237853014567,0.05737859462000944,0.050692247254758675,0.04479658392933091,0.06891649121599869,0.06656628741763639,0.058770110146495434,0.0866752531207501
28,"'Luhn',",0.08699697679592784,0.07935581956788539,0.11529164204773835,0.04369905742325401,0.03465085120688527,0.06464631378914673,0.04233749721243293,0.03776234169585634,0.06543620560168582,0.06375009164226482,0.055783296476455586,0.09336881332339209
29,"'Tm', 'LDA'",0.0766707917965917,0.08082869458247982,0.09781432690950169,0.04132460580831675,0.03846796931371043,0.04963545899751121,0.03782402229052381,0.0411144139622711,0.05151451613225563,0.05608341870574051,0.05729775405442042,0.07741141056025964
30,"'Tm', 'Lex'",0.09002288115365822,0.09370776060264763,0.10914213908854221,0.044529524779944145,0.0420087667627732,0.05225843305491096,0.03863025900069779,0.0409333169456155,0.0516142221246423,0.060946287246049814,0.06518829015827049,0.07735416589546408
31,"'Tm', 'Lex', 'LDA'",0.0817174060427435,0.0842282027698797,0.10465909061437019,0.042615693125090844,0.03958547125618777,0.050952318092228464,0.037036571680488614,0.04128779957344568,0.04926600394291734,0.05711849928869724,0.057536611686796114,0.07790644951405837
32,"'Tm', 'Lex', 'Lsa'",0.08082453213948952,0.08868959246753103,0.09251250020962282,0.031344937421382016,0.03123373612239049,0.03394178833779057,0.03697787698779938,0.04230869077052979,0.04346414985588738,0.0509203859449949,0.05847581207990408,0.05991266678961946
