"('Tm',)","('Lex',)","('Luhn',)","('Lsa',)","('Tr',)","('LDA',)","('Tm', 'Lex')","('Tm', 'Luhn')","('Tm', 'Lsa')","('Tm', 'Tr')","('Tm', 'LDA')","('Lex', 'Luhn')","('Lex', 'Lsa')","('Lex', 'Tr')","('Lex', 'LDA')","('Luhn', 'Lsa')","('Luhn', 'Tr')","('Luhn', 'LDA')","('Lsa', 'Tr')","('Lsa', 'LDA')","('Tr', 'LDA')","('Tm', 'Lex', 'Luhn')","('Tm', 'Lex', 'Lsa')","('Tm', 'Lex', 'Tr')","('Tm', 'Lex', 'LDA')","('Tm', 'Luhn', 'Lsa')","('Tm', 'Luhn', 'Tr')","('Tm', 'Luhn', 'LDA')","('Tm', 'Lsa', 'Tr')","('Tm', 'Lsa', 'LDA')","('Tm', 'Tr', 'LDA')","('Lex', 'Luhn', 'Lsa')","('Lex', 'Luhn', 'Tr')","('Lex', 'Luhn', 'LDA')","('Lex', 'Lsa', 'Tr')","('Lex', 'Lsa', 'LDA')","('Lex', 'Tr', 'LDA')","('Luhn', 'Lsa', 'Tr')","('Luhn', 'Lsa', 'LDA')","('Luhn', 'Tr', 'LDA')","('Lsa', 'Tr', 'LDA')","('Tm', 'Lex', 'Luhn', 'Lsa')","('Tm', 'Lex', 'Luhn', 'Tr')","('Tm', 'Lex', 'Luhn', 'LDA')","('Tm', 'Lex', 'Lsa', 'Tr')","('Tm', 'Lex', 'Lsa', 'LDA')","('Tm', 'Lex', 'Tr', 'LDA')","('Tm', 'Luhn', 'Lsa', 'Tr')","('Tm', 'Luhn', 'Lsa', 'LDA')","('Tm', 'Luhn', 'Tr', 'LDA')","('Tm', 'Lsa', 'Tr', 'LDA')","('Lex', 'Luhn', 'Lsa', 'Tr')","('Lex', 'Luhn', 'Lsa', 'LDA')","('Lex', 'Luhn', 'Tr', 'LDA')","('Lex', 'Lsa', 'Tr', 'LDA')","('Luhn', 'Lsa', 'Tr', 'LDA')","('Tm', 'Lex', 'Luhn', 'Lsa', 'Tr')","('Tm', 'Lex', 'Luhn', 'Lsa', 'LDA')","('Tm', 'Lex', 'Luhn', 'Tr', 'LDA')","('Tm', 'Lex', 'Lsa', 'Tr', 'LDA')","('Tm', 'Luhn', 'Lsa', 'Tr', 'LDA')","('Lex', 'Luhn', 'Lsa', 'Tr', 'LDA')","('Tm', 'Lex', 'Luhn', 'Lsa', 'Tr', 'LDA')"
0.2718882163365682,0.2743029793103536,0.31051188707351685,0.23055356740951538,0.2330439885457357,0.2269785205523173,0.2712344527244568,0.2900911768277486,0.25621281067530316,0.2688271999359131,0.26752620935440063,0.3117421468098958,0.24009287357330322,0.2431114117304484,0.25873740514119464,0.27505626281102497,0.2661755084991455,0.2978200713793437,0.2371795972188314,0.23226553201675415,0.24106180667877197,0.28423891464869183,0.25676457087198895,0.2670125563939412,0.2643244465192159,0.27576833963394165,0.2865995764732361,0.28168843189875287,0.2532506187756856,0.2520665725072225,0.26008013884226483,0.2752334674199422,0.2696584264437358,0.29358619451522827,0.2364177107810974,0.23972044388453165,0.24710758527119955,0.26617705821990967,0.2657519578933716,0.26628174384435016,0.22923328479131064,0.27631062269210815,0.287725826104482,0.2791350682576497,0.2535564104715983,0.25202369689941406,0.2621919512748718,0.2741081118583679,0.27146339416503906,0.27943257490793866,0.24741836388905844,0.26582783460617065,0.2674781878789266,0.27212854226430255,0.2344642678896586,0.2592044274012248,0.2740832368532817,0.271897832552592,0.2813514868418376,0.24927518765131632,0.26786647240320843,0.2594877282778422,0.26796869436899823
0.4873799880345662,0.4693792661031087,0.442579984664917,0.4753570556640625,0.2780659794807434,0.4630386034647624,0.48926496505737305,0.4864628314971924,0.5050667524337769,0.416598916053772,0.4776910146077474,0.4654335578282674,0.4947868188222249,0.31272008021672565,0.4817230701446533,0.5011874834696451,0.34689052899678546,0.45151376724243164,0.41549479961395264,0.47267905871073407,0.3161804676055908,0.4846508900324504,0.5054376125335693,0.44120995203653973,0.47719013690948486,0.5023034811019897,0.44692862033843994,0.4772789080937703,0.47692898909250897,0.4942772388458252,0.42208540439605713,0.5048086643218994,0.3730429808298747,0.46369290351867676,0.43248037497202557,0.488297979036967,0.33923312028249103,0.4475619395573934,0.4911868969599406,0.3630472421646118,0.4189060529073079,0.5039018789927164,0.45707706610361737,0.4768397808074951,0.4815472364425659,0.49550549189249676,0.43708451588948566,0.4897894461949666,0.4964785575866699,0.4446919759114583,0.4660991032918294,0.45841677983601886,0.4909183184305827,0.3890801668167114,0.4340624411900838,0.44025715192159015,0.4945920705795288,0.49684929847717285,0.4514133135477702,0.47051839033762616,0.4800005356470744,0.4478120803833008,0.48422972361246747
0.19045239686965942,0.19557875394821167,0.24241423606872559,0.1534701188405355,0.21771291891733804,0.1515703002611796,0.18935231367746988,0.20855873823165894,0.1733215848604838,0.20231157541275024,0.1874997615814209,0.2365031639734904,0.15992993116378784,0.20998688538869223,0.1786514719327291,0.1912899613380432,0.22551806767781576,0.22384371360143027,0.16858079036076865,0.15527582168579102,0.20233160257339478,0.20289134979248047,0.17380656798680624,0.1940249800682068,0.18444055318832397,0.19163334369659424,0.21348726749420166,0.2013836701711019,0.17437913020451865,0.17077855269114176,0.19048015276590982,0.19103068113327026,0.21812029679616293,0.21625284353892008,0.1645617882410685,0.1601639688014984,0.20013668139775595,0.1909461816151937,0.18361341953277588,0.21311062574386597,0.16016149520874023,0.19188805421193442,0.212323268254598,0.19895251592000326,0.17380748192469278,0.17059055964152017,0.1891443133354187,0.1918740471204122,0.1885050137837728,0.20593579610188803,0.1704147458076477,0.18911153078079224,0.1855255365371704,0.2116814653078715,0.1623519758383433,0.1854514479637146,0.19119181235631308,0.18890180190404257,0.2063042918841044,0.1712988018989563,0.18733791510264078,0.1843560735384623,0.18679229418436685
0.06514826913674672,0.06642226874828339,0.07339657843112946,0.04541296263535818,0.03619362413883209,0.04585177699724833,0.06523220241069794,0.07065427800019582,0.061002676685651146,0.053945074478785195,0.06122764448324839,0.07599624494711558,0.052666122714678444,0.04271988570690155,0.06088260312875112,0.07031976183255513,0.053286915024121605,0.06742131213347118,0.04047229140996933,0.045811484257380165,0.0399136021733284,0.06982344388961792,0.06162773569424947,0.05964320401350657,0.06188531219959259,0.06910620133082072,0.06732530395189922,0.06653570632139842,0.056681628028551735,0.05738911032676697,0.05365296204884847,0.071694682041804,0.05542766551176707,0.06861749788125356,0.043758660554885864,0.049446885784467064,0.04228822390238444,0.06100482245286306,0.06287563840548198,0.05214718480904897,0.03908264636993408,0.06935331722100575,0.06901605427265167,0.06711849570274353,0.055901020765304565,0.058220153053601585,0.05605733891328176,0.06670165061950684,0.06482258935769399,0.06223088502883911,0.05287301540374756,0.06230178475379944,0.06487255295117696,0.05656790236632029,0.04349494973818461,0.056735058625539146,0.0666385293006897,0.06572594741980235,0.06278817355632782,0.054123952984809875,0.060429429014523826,0.05781372388203939,0.06089388827482859
0.11733284592628479,0.11372376481691997,0.10641433795293172,0.094770481189092,0.04524574180444082,0.0931623379389445,0.11844959855079651,0.11886703968048096,0.12146282196044922,0.08572304248809814,0.10945164163907369,0.11501510938008626,0.10895293951034546,0.05611327290534973,0.11255402366320293,0.12802757819493613,0.07052992284297943,0.10288886229197185,0.07305752734343211,0.09355705976486206,0.05395832657814026,0.11945502956708272,0.1224808394908905,0.09980626900990804,0.11129850149154663,0.1265999972820282,0.10609869162241618,0.11288965741793315,0.10845398902893066,0.11370410521825154,0.087311456600825,0.13211418191591898,0.0778799057006836,0.10887521505355835,0.08117514848709106,0.10113531351089478,0.05904465913772583,0.10355734825134277,0.11657565832138062,0.07155724863211314,0.07260047892729442,0.12711320320765176,0.11083073417345683,0.11471408605575562,0.108269602060318,0.11551988124847412,0.09365501006444295,0.12035802006721497,0.11941751837730408,0.09950908025105794,0.10078782836596172,0.10838345686594646,0.11887645721435547,0.08160157998402913,0.08172080914179485,0.09656628966331482,0.1216204563776652,0.1207836667696635,0.1008882721265157,0.10277155041694641,0.10918428500493367,0.10024868448575337,0.11087343096733093
0.04556646446386973,0.04735121627648672,0.05689559876918793,0.030138293902079265,0.03116884082555771,0.03065897027651469,0.0454242875178655,0.050715938210487366,0.04115372151136398,0.04012801994880041,0.042866537968317665,0.05730583270390829,0.03508229305346807,0.03599130858977636,0.042179579536120095,0.04898233711719513,0.044001018007596336,0.050516530871391296,0.028420773645242054,0.03059002508719762,0.03220620503028234,0.049763813614845276,0.041602124770482383,0.04318364461263021,0.04322870075702667,0.04794003566106161,0.05000090102354685,0.04751895864804586,0.03883545597394308,0.03877678016821543,0.0392318790157636,0.04971867799758911,0.044119104743003845,0.05043271680672964,0.03029913951953252,0.032989636063575745,0.03339869032303492,0.04360233743985494,0.04341058929761251,0.041510562101999916,0.027050639192263286,0.04809115330378214,0.05073578159014384,0.04779753088951111,0.03807094693183899,0.03930487980445226,0.040396143992741905,0.046531274914741516,0.04495462775230408,0.04579313099384308,0.036254274348417916,0.04421094059944153,0.045029411713282265,0.043737376729647316,0.029969997704029083,0.04057167718807856,0.04629884660243988,0.0456216832002004,0.0460169663031896,0.037119644383589424,0.042116199930508934,0.041001610457897186,0.04230980078379313
0.14745094378789267,0.1463712453842163,0.15988791982332864,0.12063216169675191,0.1395685076713562,0.12025440732638042,0.14675255616505942,0.15755455692609152,0.13587366541226706,0.15197325746218363,0.1482385198275248,0.16135138273239136,0.1255724330743154,0.14115382234255472,0.13837921619415283,0.14764884114265442,0.15109138687451681,0.15806815028190613,0.13010365764300028,0.12150482336680095,0.13960939645767212,0.1546915868918101,0.13850906491279602,0.15107685327529907,0.14744527141253153,0.1482041378815969,0.15891576806704202,0.15328049659729004,0.14020058512687683,0.13469049334526062,0.14922267198562622,0.14921627442042032,0.15125380953152975,0.15631957848866782,0.1289883255958557,0.12618514895439148,0.14072875181833902,0.14582728346188864,0.14358198642730713,0.15029040972391763,0.12602469325065613,0.1497602959473928,0.15841824809710184,0.15249561270078024,0.14154107371966043,0.1375705897808075,0.14912555615107217,0.15029866496721903,0.14448676506678262,0.15453645586967468,0.13651292522748312,0.146381547053655,0.1465713083744049,0.15004079540570578,0.1280680994192759,0.14120864868164062,0.14841018120447794,0.14496220151583353,0.1555528442064921,0.13663326700528464,0.14648273587226868,0.14379344383875528,0.14425259828567505
0.2657136519749959,0.25038033723831177,0.22793585062026978,0.24952938159306845,0.1661953628063202,0.24616275231043497,0.2659483154614766,0.2649836738904317,0.26955103874206543,0.23512736956278482,0.266194224357605,0.2409384846687317,0.2592110236485799,0.1801367998123169,0.25691018501917523,0.26954946915308636,0.1962219476699829,0.24033298095067343,0.227928896745046,0.24830365180969238,0.1828334927558899,0.2646602193514506,0.2733578284581502,0.2490364114443461,0.26708559195200604,0.2711944381395976,0.24855554103851318,0.26086429754892987,0.26416605710983276,0.2658367355664571,0.24148529767990112,0.2743755578994751,0.20809853076934814,0.2473146915435791,0.23640328645706177,0.2575136025746663,0.19292195638020834,0.24552702903747559,0.26634180545806885,0.20506234963734946,0.2295096516609192,0.27425334850947064,0.25283215443293255,0.26165316502253216,0.26892534891764325,0.2721127470334371,0.24796777963638306,0.2687602639198303,0.26632964611053467,0.24612993001937866,0.25735660394032794,0.2526748776435852,0.2695838212966919,0.21445371707280478,0.23692790667215982,0.23990404605865479,0.26806392272313434,0.2665968934694926,0.2503430247306824,0.2586090962092082,0.2627362807591756,0.2479589581489563,0.2616334954897563
0.10310997565587361,0.10436447461446126,0.12484285235404968,0.08020847539107005,0.13232824206352234,0.0802242507537206,0.10228286186854045,0.11318361759185791,0.09172455469767253,0.11468112468719482,0.10368092854817708,0.122395525376002,0.08359805742899577,0.12386900186538696,0.09568555156389873,0.10262096921602885,0.12992199261983237,0.1186655859152476,0.09251995881398518,0.08112225929896037,0.1186244785785675,0.11030898491541545,0.09371286630630493,0.10996836423873901,0.10276111960411072,0.10283472140630086,0.11827907959620158,0.10940409700075786,0.0965148111184438,0.09108126163482666,0.10943116744359334,0.10349191228548686,0.12446266412734985,0.11507532000541687,0.08975618084271748,0.08426874876022339,0.11416723330815633,0.10457491874694824,0.09909051656723022,0.12032482028007507,0.08823095758756001,0.1038600504398346,0.11666825413703918,0.10852428277333577,0.09701765576998393,0.0929797093073527,0.10771296421686809,0.10517677664756775,0.10009702046712239,0.1138349175453186,0.09401443600654602,0.10409788290659587,0.10160878300666809,0.1167676051457723,0.0887207289536794,0.10103835662206014,0.10349428653717041,0.10052631298700969,0.11393335461616516,0.09380804498990376,0.10242096583048503,0.10221609473228455,0.1004225214322408
0.20667948325475058,0.19996744394302368,0.2233875592549642,0.16957968473434448,0.1717301607131958,0.16843700408935547,0.20371311902999878,0.2149523695309957,0.19211659828821817,0.2009896238644918,0.20483599106470743,0.22958821058273315,0.17686641216278076,0.1795975168546041,0.18945229053497314,0.2064030965169271,0.19357057412465414,0.21983619530995688,0.17518752813339233,0.17009961605072021,0.17605690161387125,0.2119799256324768,0.19535390535990396,0.20425872008005777,0.20403003692626953,0.2076502243677775,0.2148278554280599,0.20984049638112387,0.19109336535135904,0.18915035327275595,0.19630018870035806,0.20556177695592245,0.19508707523345947,0.2183451255162557,0.17247422536214194,0.1744251847267151,0.18336002031962076,0.2017842928568522,0.19675556818644205,0.19652622938156128,0.16738959153493246,0.20740566651026407,0.21630672613779703,0.21007955074310303,0.19398977359135947,0.1904164751370748,0.19720512628555298,0.20487366120020548,0.20309853553771973,0.21244184176127115,0.18843652804692587,0.1993680993715922,0.1985966165860494,0.2021413048108419,0.17127716541290283,0.19616852204004923,0.2036809722582499,0.20439410209655762,0.2142033576965332,0.1908962925275167,0.19925828774770102,0.19610708951950073,0.1972845196723938
