Tm,Lex,Luhn,Lsa,Tr,LDA
0.0,0.0015719881847554645,6,-0.13702686108824172,0.0015768695777387998,0.40615172800927085
0.0,0.0023638858083464003,0,-0.1698884815692285,0.000734908325269604,0.26666666666666666
0.0,0.001796810623315829,6,-0.1665717530933432,0.0017507086063715776,0.38718505291195693
0.0,0.0016778774904244338,0,-0.09735851568491215,0.0006484841025681112,0.26666666666666666
0.0,0.0006776121687249767,0,-0.1791940349756574,0.0003150729765070637,0.26666666666666666
0.0,0.0019631820041351076,5,-0.11714556969848522,0.0010072599813935902,0.26666666666666666
0.0,0.0016726584168142277,5,-0.17344456478864148,0.0024477061722378737,0.3843647489914839
0.0,0.0013213526027098987,3,-0.19799740847677388,0.001538849584792168,0.35757767589980605
0.0,0.001603503420467237,0,-0.1683767658648454,0.0005498583280916664,0.26666666666666666
0.0,0.0011603206467591578,14,-0.10576790325357319,0.002051465743182727,0.43023213400782256
0.0,0.0015505772540513115,0,-0.14233011894605735,0.0005646427911224588,0.26666666666666666
0.0,0.0018940782006720365,0,-0.13401738568561009,-0.000678711696178354,0.26666666666666666
0.0,0.001434062896450585,4,-0.15084980699995923,0.0015692718081720596,0.38089929194344757
0.0,0.0005791077813221824,0,-0.12684222442025214,3.4160450491523423e-05,0.26666666666666666
0.0,0.000590145236735275,0,-0.15933157884814994,-0.0005789490271103111,0.26666666666666666
0.0,0.0010270044401084618,0,-0.16567969303364838,0.0003497087802892971,0.26666666666666666
0.0,0.0013975975581168216,0,-0.17773904480916172,0.0007276932298982275,0.26666666666666666
0.0,0.0014441915271809417,9,-0.14656657264547085,0.00010370861732856754,0.28194501966690594
0.0,0.0009134098005532476,0,-0.14630470693630432,0.0004308444399773185,0.26666666666666666
0.0,0.001481628886141128,0,-0.15397195652831244,0.000591133213852913,0.26666666666666666
0.0,0.0023421038562991816,6,-0.14315683342730537,0.0037965488260449445,0.38590645266490897
0.0,0.0009361593413784007,0,-0.07039362368059442,0.00037245075000000007,0.26666666666666666
0.0,0.0018696327058577175,0,-0.18429036540924906,0.0006591685149294359,0.26666666666666666
0.0,0.0010469965993243006,0,-0.16992659792326367,0.0005224471140883641,0.26666666666666666
0.0,0.0019474321474209962,5,-0.18741246015012383,0.0029416030182887426,0.41163976764611815
0.0,0.0023894464058675435,9,-0.17493053796353636,0.0030896534893093595,0.4064611997494287
0.0,0.0005943670750669601,0,-0.1794510562260677,0.00029319525950160553,0.26666666666666666
0.0,0.0007920490199889865,0,-0.06847900556123546,0.0003037992434545632,0.26666666666666666
0.0,0.0013153703672717713,0,-0.14521940215990695,0.00055962708335977,0.26666666666666666
0.92,0.0013081574897042066,13,-0.154542378055487,0.001485185346627733,0.39107986717860116
0.0,0.0011178493070201877,0,-0.126969160053001,0.00044904208078560415,0.26666666666666666
0.0,0.0007614581183486168,0,-0.10885447628251035,-0.00022992563802699475,0.26666666666666666
0.0,0.0011923704052500433,0,-0.1482667472501551,0.00044032856363408204,0.26666666666666666
0.0,0.0013970063629542618,0,-0.1739698563637828,0.0005332215743440234,0.26666666666666666
0.92,0.0019379533608585152,6,-0.11400839984724097,0.0033053225221976565,0.3794600246174956
0.0,0.002088500542894738,6,-0.1325055328228652,-0.0006033649563818047,0.26666666666666666
0.0,0.0016325700316684058,4,-0.15750574183925414,0.00015816628072722267,0.26666666666666666
0.0,0.0012522736092725937,0,-0.15779854521672432,0.00047854229804646906,0.26666666666666666
0.0,0.0007072584900211311,0,-0.13016705137878384,0.0003014039960199737,0.26666666666666666
0.0,0.002127560862899422,0,-0.1555477969987726,0.0008121180455005256,0.26666666666666666
0.0,0.0005712348197945069,0,-0.14972408682547572,0.00012621125356657506,0.26666666666666666
0.0,0.0009266765647910376,0,-0.15213947619565985,0.00037866021534914326,0.26666666666666666
0.0,0.0005624674757551425,0,-0.15957823287836753,0.00027978987311973603,0.26666666666666666
0.0,0.0008144764305807073,0,-0.10640579152798789,9.094464947323198e-05,0.26666666666666666
0.0,0.002465572224239462,4,-0.2071153476637001,0.0014879261188973857,0.38247328201306496
0.0,0.00045304569521121,0,-0.10369677046822548,0.00020232873639453486,0.26666666666666666
0.0,0.002248711396758266,0,-0.1492697843590629,0.000796712667711517,0.26666666666666666
0.0,0.002419573451230536,18,-0.11571515770635496,0.004302070795908559,0.40175565546773007
0.0,0.0011642993941539833,9,-0.13776997619375558,0.0017430031231153902,0.3717543023948438
