,0
rouge1_fmeasure,tensor(0.2692)
rouge1_precision,tensor(0.1979)
rouge1_recall,tensor(0.4310)
rouge2_fmeasure,tensor(0.0516)
rouge2_precision,tensor(0.0380)
rouge2_recall,tensor(0.0821)
rougeL_fmeasure,tensor(0.1356)
rougeL_precision,tensor(0.0996)
rougeL_recall,tensor(0.2176)
rougeLsum_fmeasure,tensor(0.2214)
rougeLsum_precision,tensor(0.1628)
rougeLsum_recall,tensor(0.3548)
