,0
rouge1_fmeasure,tensor(0.2531)
rouge1_precision,tensor(0.1801)
rouge1_recall,tensor(0.4382)
rouge2_fmeasure,tensor(0.0431)
rouge2_precision,tensor(0.0305)
rouge2_recall,tensor(0.0754)
rougeL_fmeasure,tensor(0.1265)
rougeL_precision,tensor(0.0898)
rougeL_recall,tensor(0.2195)
rougeLsum_fmeasure,tensor(0.2051)
rougeLsum_precision,tensor(0.1457)
rougeLsum_recall,tensor(0.3560)
