,0
rouge1_fmeasure,tensor(0.2538)
rouge1_precision,tensor(0.1808)
rouge1_recall,tensor(0.4380)
rouge2_fmeasure,tensor(0.0430)
rouge2_precision,tensor(0.0305)
rouge2_recall,tensor(0.0754)
rougeL_fmeasure,tensor(0.1274)
rougeL_precision,tensor(0.0906)
rougeL_recall,tensor(0.2208)
rougeLsum_fmeasure,tensor(0.2035)
rougeLsum_precision,tensor(0.1448)
rougeLsum_recall,tensor(0.3523)
