,0
rouge1_fmeasure,tensor(0.2576)
rouge1_precision,tensor(0.1838)
rouge1_recall,tensor(0.4429)
rouge2_fmeasure,tensor(0.0433)
rouge2_precision,tensor(0.0308)
rouge2_recall,tensor(0.0752)
rougeL_fmeasure,tensor(0.1290)
rougeL_precision,tensor(0.0919)
rougeL_recall,tensor(0.2226)
rougeLsum_fmeasure,tensor(0.2053)
rougeLsum_precision,tensor(0.1464)
rougeLsum_recall,tensor(0.3537)
