,0
rouge1_fmeasure,tensor(0.2606)
rouge1_precision,tensor(0.1880)
rouge1_recall,tensor(0.4381)
rouge2_fmeasure,tensor(0.0435)
rouge2_precision,tensor(0.0313)
rouge2_recall,tensor(0.0739)
rougeL_fmeasure,tensor(0.1294)
rougeL_precision,tensor(0.0932)
rougeL_recall,tensor(0.2181)
rougeLsum_fmeasure,tensor(0.2065)
rougeLsum_precision,tensor(0.1489)
rougeLsum_recall,tensor(0.3476)
