,0
rouge1_fmeasure,tensor(0.2565)
rouge1_precision,tensor(0.1827)
rouge1_recall,tensor(0.4429)
rouge2_fmeasure,tensor(0.0437)
rouge2_precision,tensor(0.0311)
rouge2_recall,tensor(0.0761)
rougeL_fmeasure,tensor(0.1283)
rougeL_precision,tensor(0.0913)
rougeL_recall,tensor(0.2220)
rougeLsum_fmeasure,tensor(0.2046)
rougeLsum_precision,tensor(0.1456)
rougeLsum_recall,tensor(0.3539)
