,0
rouge1_fmeasure,tensor(0.3207)
rouge1_precision,tensor(0.2569)
rouge1_recall,tensor(0.4383)
rouge2_fmeasure,tensor(0.0723)
rouge2_precision,tensor(0.0575)
rouge2_recall,tensor(0.1000)
rougeL_fmeasure,tensor(0.1621)
rougeL_precision,tensor(0.1297)
rougeL_recall,tensor(0.2220)
rougeLsum_fmeasure,tensor(0.2671)
rougeLsum_precision,tensor(0.2140)
rougeLsum_recall,tensor(0.3646)
