,rouge1_fmeasure,rouge1_precision,rouge1_recall,rouge2_fmeasure,rouge2_precision,rouge2_recall,rougeL_fmeasure,rougeL_precision,rougeL_recall,rougeLsum_fmeasure,rougeLsum_precision,rougeLsum_recall
0,tensor(0.2533),tensor(0.3816),tensor(0.1895),tensor(0.0264),tensor(0.0400),tensor(0.0197),tensor(0.1397),tensor(0.2105),tensor(0.1046),tensor(0.1572),tensor(0.2368),tensor(0.1176)
1,tensor(0.1892),tensor(0.4038),tensor(0.1235),tensor(0.0273),tensor(0.0588),tensor(0.0178),tensor(0.1081),tensor(0.2308),tensor(0.0706),tensor(0.1351),tensor(0.2885),tensor(0.0882)
2,tensor(0.2697),tensor(0.5000),tensor(0.1846),tensor(0.0227),tensor(0.0426),tensor(0.0155),tensor(0.1573),tensor(0.2917),tensor(0.1077),tensor(0.1573),tensor(0.2917),tensor(0.1077)
3,tensor(0.1652),tensor(0.8261),tensor(0.0918),tensor(0.1140),tensor(0.5909),tensor(0.0631),tensor(0.1217),tensor(0.6087),tensor(0.0676),tensor(0.1478),tensor(0.7391),tensor(0.0821)
4,tensor(0.2308),tensor(0.4615),tensor(0.1538),tensor(0.),tensor(0.),tensor(0.),tensor(0.1026),tensor(0.2051),tensor(0.0684),tensor(0.1026),tensor(0.2051),tensor(0.0684)
5,tensor(0.4833),tensor(0.6304),tensor(0.3919),tensor(0.4068),tensor(0.5333),tensor(0.3288),tensor(0.4667),tensor(0.6087),tensor(0.3784),tensor(0.4167),tensor(0.5435),tensor(0.3378)
6,tensor(0.2955),tensor(0.7429),tensor(0.1844),tensor(0.2529),tensor(0.6471),tensor(0.1571),tensor(0.2841),tensor(0.7143),tensor(0.1773),tensor(0.2841),tensor(0.7143),tensor(0.1773)
7,tensor(0.3619),tensor(0.8837),tensor(0.2275),tensor(0.3269),tensor(0.8095),tensor(0.2048),tensor(0.3238),tensor(0.7907),tensor(0.2036),tensor(0.3238),tensor(0.7907),tensor(0.2036)
8,tensor(0.4172),tensor(0.5763),tensor(0.3269),tensor(0.2981),tensor(0.4138),tensor(0.2330),tensor(0.2945),tensor(0.4068),tensor(0.2308),tensor(0.3313),tensor(0.4576),tensor(0.2596)
9,tensor(0.3788),tensor(0.6757),tensor(0.2632),tensor(0.2923),tensor(0.5278),tensor(0.2021),tensor(0.3030),tensor(0.5405),tensor(0.2105),tensor(0.3788),tensor(0.6757),tensor(0.2632)
10,tensor(0.3667),tensor(0.6111),tensor(0.2619),tensor(0.3051),tensor(0.5143),tensor(0.2169),tensor(0.3500),tensor(0.5833),tensor(0.2500),tensor(0.3500),tensor(0.5833),tensor(0.2500)
11,tensor(0.1326),tensor(0.2667),tensor(0.0882),tensor(0.0112),tensor(0.0227),tensor(0.0074),tensor(0.0884),tensor(0.1778),tensor(0.0588),tensor(0.0884),tensor(0.1778),tensor(0.0588)
12,tensor(0.3396),tensor(0.8182),tensor(0.2143),tensor(0.2930),tensor(0.7188),tensor(0.1840),tensor(0.3270),tensor(0.7879),tensor(0.2063),tensor(0.3270),tensor(0.7879),tensor(0.2063)
13,tensor(0.2661),tensor(0.6591),tensor(0.1667),tensor(0.1759),tensor(0.4419),tensor(0.1098),tensor(0.2202),tensor(0.5455),tensor(0.1379),tensor(0.2202),tensor(0.5455),tensor(0.1379)
14,tensor(0.3342),tensor(0.7722),tensor(0.2133),tensor(0.2314),tensor(0.5385),tensor(0.1474),tensor(0.2466),tensor(0.5696),tensor(0.1573),tensor(0.3014),tensor(0.6962),tensor(0.1923)
15,tensor(0.1161),tensor(0.2308),tensor(0.0776),tensor(0.0131),tensor(0.0263),tensor(0.0087),tensor(0.0903),tensor(0.1795),tensor(0.0603),tensor(0.0903),tensor(0.1795),tensor(0.0603)
16,tensor(0.1538),tensor(0.2632),tensor(0.1087),tensor(0.),tensor(0.),tensor(0.),tensor(0.1077),tensor(0.1842),tensor(0.0761),tensor(0.1077),tensor(0.1842),tensor(0.0761)
17,tensor(0.1849),tensor(0.2000),tensor(0.1719),tensor(0.0171),tensor(0.0185),tensor(0.0159),tensor(0.0840),tensor(0.0909),tensor(0.0781),tensor(0.1345),tensor(0.1455),tensor(0.1250)
18,tensor(0.3279),tensor(0.7692),tensor(0.2083),tensor(0.2833),tensor(0.6800),tensor(0.1789),tensor(0.3115),tensor(0.7308),tensor(0.1979),tensor(0.3115),tensor(0.7308),tensor(0.1979)
19,tensor(0.1981),tensor(0.7209),tensor(0.1148),tensor(0.1350),tensor(0.5000),tensor(0.0781),tensor(0.1406),tensor(0.5116),tensor(0.0815),tensor(0.1406),tensor(0.5116),tensor(0.0815)
20,tensor(0.2370),tensor(0.4386),tensor(0.1623),tensor(0.0287),tensor(0.0536),tensor(0.0196),tensor(0.1043),tensor(0.1930),tensor(0.0714),tensor(0.1043),tensor(0.1930),tensor(0.0714)
21,tensor(0.5175),tensor(1.),tensor(0.3491),tensor(0.4965),tensor(0.9722),tensor(0.3333),tensor(0.5175),tensor(1.),tensor(0.3491),tensor(0.5175),tensor(1.),tensor(0.3491)
22,tensor(0.3281),tensor(0.5000),tensor(0.2442),tensor(0.2540),tensor(0.3902),tensor(0.1882),tensor(0.2969),tensor(0.4524),tensor(0.2209),tensor(0.2969),tensor(0.4524),tensor(0.2209)
23,tensor(0.3948),tensor(0.6765),tensor(0.2788),tensor(0.3203),tensor(0.5522),tensor(0.2256),tensor(0.3519),tensor(0.6029),tensor(0.2485),tensor(0.3519),tensor(0.6029),tensor(0.2485)
24,tensor(0.2545),tensor(0.6731),tensor(0.1570),tensor(0.1758),tensor(0.4706),tensor(0.1081),tensor(0.2109),tensor(0.5577),tensor(0.1300),tensor(0.2255),tensor(0.5962),tensor(0.1390)
25,tensor(0.1279),tensor(0.4074),tensor(0.0759),tensor(0.0235),tensor(0.0769),tensor(0.0139),tensor(0.1163),tensor(0.3704),tensor(0.0690),tensor(0.1163),tensor(0.3704),tensor(0.0690)
26,tensor(0.1854),tensor(0.3684),tensor(0.1239),tensor(0.0268),tensor(0.0541),tensor(0.0179),tensor(0.1192),tensor(0.2368),tensor(0.0796),tensor(0.1192),tensor(0.2368),tensor(0.0796)
27,tensor(0.2016),tensor(0.2653),tensor(0.1625),tensor(0.0157),tensor(0.0208),tensor(0.0127),tensor(0.1395),tensor(0.1837),tensor(0.1125),tensor(0.1395),tensor(0.1837),tensor(0.1125)
28,tensor(0.2621),tensor(0.5870),tensor(0.1688),tensor(0.1765),tensor(0.4000),tensor(0.1132),tensor(0.2039),tensor(0.4565),tensor(0.1312),tensor(0.2039),tensor(0.4565),tensor(0.1312)
29,tensor(0.1673),tensor(0.4118),tensor(0.1050),tensor(0.0321),tensor(0.0800),tensor(0.0201),tensor(0.1036),tensor(0.2549),tensor(0.0650),tensor(0.1275),tensor(0.3137),tensor(0.0800)
30,tensor(0.0769),tensor(0.2258),tensor(0.0464),tensor(0.),tensor(0.),tensor(0.),tensor(0.0440),tensor(0.1290),tensor(0.0265),tensor(0.0659),tensor(0.1935),tensor(0.0397)
31,tensor(0.3626),tensor(0.7333),tensor(0.2409),tensor(0.2778),tensor(0.5682),tensor(0.1838),tensor(0.3077),tensor(0.6222),tensor(0.2044),tensor(0.3077),tensor(0.6222),tensor(0.2044)
32,tensor(0.6232),tensor(1.),tensor(0.4526),tensor(0.6176),tensor(1.),tensor(0.4468),tensor(0.3913),tensor(0.6279),tensor(0.2842),tensor(0.6232),tensor(1.),tensor(0.4526)
33,tensor(0.4181),tensor(0.6981),tensor(0.2984),tensor(0.3314),tensor(0.5577),tensor(0.2358),tensor(0.3955),tensor(0.6604),tensor(0.2823),tensor(0.3955),tensor(0.6604),tensor(0.2823)
34,tensor(0.3111),tensor(0.5676),tensor(0.2143),tensor(0.2105),tensor(0.3889),tensor(0.1443),tensor(0.2667),tensor(0.4865),tensor(0.1837),tensor(0.3111),tensor(0.5676),tensor(0.2143)
35,tensor(0.5787),tensor(0.9500),tensor(0.4161),tensor(0.5538),tensor(0.9153),tensor(0.3971),tensor(0.5685),tensor(0.9333),tensor(0.4088),tensor(0.5685),tensor(0.9333),tensor(0.4088)
36,tensor(0.1852),tensor(0.5263),tensor(0.1124),tensor(0.0841),tensor(0.2432),tensor(0.0508),tensor(0.1389),tensor(0.3947),tensor(0.0843),tensor(0.1667),tensor(0.4737),tensor(0.1011)
37,tensor(0.6849),tensor(1.),tensor(0.5208),tensor(0.6761),tensor(1.),tensor(0.5106),tensor(0.6849),tensor(1.),tensor(0.5208),tensor(0.6849),tensor(1.),tensor(0.5208)
38,tensor(0.6222),tensor(1.),tensor(0.4516),tensor(0.6165),tensor(1.),tensor(0.4457),tensor(0.3407),tensor(0.5476),tensor(0.2473),tensor(0.5630),tensor(0.9048),tensor(0.4086)
39,tensor(0.5989),tensor(1.),tensor(0.4274),tensor(0.5829),tensor(0.9808),tensor(0.4146),tensor(0.3503),tensor(0.5849),tensor(0.2500),tensor(0.3503),tensor(0.5849),tensor(0.2500)
40,tensor(0.1828),tensor(0.3617),tensor(0.1223),tensor(0.0326),tensor(0.0652),tensor(0.0217),tensor(0.1075),tensor(0.2128),tensor(0.0719),tensor(0.1075),tensor(0.2128),tensor(0.0719)
41,tensor(0.3404),tensor(0.6857),tensor(0.2264),tensor(0.2734),tensor(0.5588),tensor(0.1810),tensor(0.2979),tensor(0.6000),tensor(0.1981),tensor(0.2979),tensor(0.6000),tensor(0.1981)
42,tensor(0.1626),tensor(0.4167),tensor(0.1010),tensor(0.0165),tensor(0.0435),tensor(0.0102),tensor(0.0976),tensor(0.2500),tensor(0.0606),tensor(0.0976),tensor(0.2500),tensor(0.0606)
43,tensor(0.1887),tensor(0.6897),tensor(0.1093),tensor(0.1333),tensor(0.5000),tensor(0.0769),tensor(0.1604),tensor(0.5862),tensor(0.0929),tensor(0.1604),tensor(0.5862),tensor(0.0929)
44,tensor(0.2981),tensor(0.6078),tensor(0.1975),tensor(0.2427),tensor(0.5000),tensor(0.1603),tensor(0.2500),tensor(0.5098),tensor(0.1656),tensor(0.2500),tensor(0.5098),tensor(0.1656)
45,tensor(0.3590),tensor(0.7000),tensor(0.2414),tensor(0.2338),tensor(0.4615),tensor(0.1565),tensor(0.3077),tensor(0.6000),tensor(0.2069),tensor(0.3077),tensor(0.6000),tensor(0.2069)
46,tensor(0.2065),tensor(0.3654),tensor(0.1439),tensor(0.0220),tensor(0.0392),tensor(0.0153),tensor(0.1087),tensor(0.1923),tensor(0.0758),tensor(0.1087),tensor(0.1923),tensor(0.0758)
47,tensor(0.0986),tensor(0.3182),tensor(0.0583),tensor(0.),tensor(0.),tensor(0.),tensor(0.0845),tensor(0.2727),tensor(0.0500),tensor(0.0845),tensor(0.2727),tensor(0.0500)
48,tensor(0.2655),tensor(0.7015),tensor(0.1638),tensor(0.1534),tensor(0.4091),tensor(0.0944),tensor(0.2034),tensor(0.5373),tensor(0.1254),tensor(0.2090),tensor(0.5522),tensor(0.1289)
49,tensor(0.1500),tensor(0.3243),tensor(0.0976),tensor(0.0127),tensor(0.0278),tensor(0.0082),tensor(0.1125),tensor(0.2432),tensor(0.0732),tensor(0.1125),tensor(0.2432),tensor(0.0732)
50,tensor(0.2588),tensor(0.6667),tensor(0.1606),tensor(0.2143),tensor(0.5625),tensor(0.1324),tensor(0.2471),tensor(0.6364),tensor(0.1533),tensor(0.2471),tensor(0.6364),tensor(0.1533)
51,tensor(0.2455),tensor(0.7234),tensor(0.1478),tensor(0.1600),tensor(0.4783),tensor(0.0961),tensor(0.1733),tensor(0.5106),tensor(0.1043),tensor(0.2238),tensor(0.6596),tensor(0.1348)
52,tensor(0.2273),tensor(0.4082),tensor(0.1575),tensor(0.0460),tensor(0.0833),tensor(0.0317),tensor(0.1364),tensor(0.2449),tensor(0.0945),tensor(0.1364),tensor(0.2449),tensor(0.0945)
53,tensor(0.3237),tensor(0.4590),tensor(0.2500),tensor(0.0702),tensor(0.1000),tensor(0.0541),tensor(0.2312),tensor(0.3279),tensor(0.1786),tensor(0.2775),tensor(0.3934),tensor(0.2143)
54,tensor(0.1100),tensor(0.4783),tensor(0.0621),tensor(0.),tensor(0.),tensor(0.),tensor(0.0700),tensor(0.3043),tensor(0.0395),tensor(0.0800),tensor(0.3478),tensor(0.0452)
55,tensor(0.1958),tensor(0.4118),tensor(0.1284),tensor(0.),tensor(0.),tensor(0.),tensor(0.1399),tensor(0.2941),tensor(0.0917),tensor(0.1399),tensor(0.2941),tensor(0.0917)
56,tensor(0.3941),tensor(1.),tensor(0.2454),tensor(0.3820),tensor(0.9808),tensor(0.2372),tensor(0.2305),tensor(0.5849),tensor(0.1435),tensor(0.2602),tensor(0.6604),tensor(0.1620)
57,tensor(0.3952),tensor(0.7674),tensor(0.2661),tensor(0.3273),tensor(0.6429),tensor(0.2195),tensor(0.3952),tensor(0.7674),tensor(0.2661),tensor(0.3832),tensor(0.7442),tensor(0.2581)
58,tensor(0.2073),tensor(0.3636),tensor(0.1449),tensor(0.0419),tensor(0.0741),tensor(0.0292),tensor(0.1347),tensor(0.2364),tensor(0.0942),tensor(0.1347),tensor(0.2364),tensor(0.0942)
59,tensor(0.6022),tensor(1.),tensor(0.4308),tensor(0.5934),tensor(1.),tensor(0.4219),tensor(0.6022),tensor(1.),tensor(0.4308),tensor(0.6022),tensor(1.),tensor(0.4308)
60,tensor(0.3846),tensor(0.5224),tensor(0.3043),tensor(0.2111),tensor(0.2879),tensor(0.1667),tensor(0.2088),tensor(0.2836),tensor(0.1652),tensor(0.3297),tensor(0.4478),tensor(0.2609)
61,tensor(0.4294),tensor(1.),tensor(0.2734),tensor(0.4224),tensor(1.),tensor(0.2677),tensor(0.4294),tensor(1.),tensor(0.2734),tensor(0.4294),tensor(1.),tensor(0.2734)
62,tensor(0.2685),tensor(0.4545),tensor(0.1905),tensor(0.2177),tensor(0.3721),tensor(0.1538),tensor(0.2148),tensor(0.3636),tensor(0.1524),tensor(0.2148),tensor(0.3636),tensor(0.1524)
63,tensor(0.1466),tensor(0.4375),tensor(0.0881),tensor(0.0212),tensor(0.0645),tensor(0.0127),tensor(0.1152),tensor(0.3438),tensor(0.0692),tensor(0.1152),tensor(0.3438),tensor(0.0692)
64,tensor(0.4124),tensor(0.7143),tensor(0.2899),tensor(0.3229),tensor(0.5636),tensor(0.2263),tensor(0.3608),tensor(0.6250),tensor(0.2536),tensor(0.3505),tensor(0.6071),tensor(0.2464)
65,tensor(0.3086),tensor(0.5625),tensor(0.2126),tensor(0.2428),tensor(0.4468),tensor(0.1667),tensor(0.2971),tensor(0.5417),tensor(0.2047),tensor(0.2971),tensor(0.5417),tensor(0.2047)
66,tensor(0.2604),tensor(0.4074),tensor(0.1913),tensor(0.),tensor(0.),tensor(0.),tensor(0.1302),tensor(0.2037),tensor(0.0957),tensor(0.1302),tensor(0.2037),tensor(0.0957)
67,tensor(0.3892),tensor(1.),tensor(0.2416),tensor(0.3716),tensor(0.9714),tensor(0.2297),tensor(0.3892),tensor(1.),tensor(0.2416),tensor(0.3892),tensor(1.),tensor(0.2416)
68,tensor(0.1959),tensor(0.6042),tensor(0.1169),tensor(0.0340),tensor(0.1064),tensor(0.0202),tensor(0.1081),tensor(0.3333),tensor(0.0645),tensor(0.1284),tensor(0.3958),tensor(0.0766)
69,tensor(0.2206),tensor(0.3947),tensor(0.1531),tensor(0.0448),tensor(0.0811),tensor(0.0309),tensor(0.1176),tensor(0.2105),tensor(0.0816),tensor(0.1618),tensor(0.2895),tensor(0.1122)
70,tensor(0.1579),tensor(0.2143),tensor(0.1250),tensor(0.0133),tensor(0.0182),tensor(0.0105),tensor(0.0789),tensor(0.1071),tensor(0.0625),tensor(0.0789),tensor(0.1071),tensor(0.0625)
71,tensor(0.2609),tensor(0.6562),tensor(0.1628),tensor(0.2138),tensor(0.5484),tensor(0.1328),tensor(0.2360),tensor(0.5938),tensor(0.1473),tensor(0.2609),tensor(0.6562),tensor(0.1628)
72,tensor(0.3452),tensor(0.5273),tensor(0.2566),tensor(0.2651),tensor(0.4074),tensor(0.1964),tensor(0.3214),tensor(0.4909),tensor(0.2389),tensor(0.3214),tensor(0.4909),tensor(0.2389)
73,tensor(0.1589),tensor(0.2791),tensor(0.1111),tensor(0.0134),tensor(0.0238),tensor(0.0093),tensor(0.0927),tensor(0.1628),tensor(0.0648),tensor(0.0927),tensor(0.1628),tensor(0.0648)
74,tensor(0.3559),tensor(0.5676),tensor(0.2593),tensor(0.2241),tensor(0.3611),tensor(0.1625),tensor(0.2881),tensor(0.4595),tensor(0.2099),tensor(0.2881),tensor(0.4595),tensor(0.2099)
75,tensor(0.2130),tensor(0.5455),tensor(0.1324),tensor(0.1916),tensor(0.5000),tensor(0.1185),tensor(0.2012),tensor(0.5152),tensor(0.1250),tensor(0.2012),tensor(0.5152),tensor(0.1250)
76,tensor(0.2427),tensor(0.7073),tensor(0.1465),tensor(0.1435),tensor(0.4250),tensor(0.0863),tensor(0.2092),tensor(0.6098),tensor(0.1263),tensor(0.2176),tensor(0.6341),tensor(0.1313)
77,tensor(0.3750),tensor(0.6000),tensor(0.2727),tensor(0.1549),tensor(0.2500),tensor(0.1122),tensor(0.2500),tensor(0.4000),tensor(0.1818),tensor(0.2500),tensor(0.4000),tensor(0.1818)
78,tensor(0.2603),tensor(0.4524),tensor(0.1827),tensor(0.0278),tensor(0.0488),tensor(0.0194),tensor(0.1644),tensor(0.2857),tensor(0.1154),tensor(0.1644),tensor(0.2857),tensor(0.1154)
79,tensor(0.4564),tensor(0.6182),tensor(0.3617),tensor(0.2993),tensor(0.4074),tensor(0.2366),tensor(0.3758),tensor(0.5091),tensor(0.2979),tensor(0.3893),tensor(0.5273),tensor(0.3085)
80,tensor(0.3766),tensor(0.8286),tensor(0.2437),tensor(0.2632),tensor(0.5882),tensor(0.1695),tensor(0.3377),tensor(0.7429),tensor(0.2185),tensor(0.3377),tensor(0.7429),tensor(0.2185)
81,tensor(0.6879),tensor(1.),tensor(0.5243),tensor(0.6839),tensor(1.),tensor(0.5196),tensor(0.6879),tensor(1.),tensor(0.5243),tensor(0.6879),tensor(1.),tensor(0.5243)
82,tensor(0.1892),tensor(0.4590),tensor(0.1191),tensor(0.0272),tensor(0.0667),tensor(0.0171),tensor(0.1149),tensor(0.2787),tensor(0.0723),tensor(0.1149),tensor(0.2787),tensor(0.0723)
83,tensor(0.3768),tensor(0.7222),tensor(0.2549),tensor(0.2941),tensor(0.5714),tensor(0.1980),tensor(0.2754),tensor(0.5278),tensor(0.1863),tensor(0.2754),tensor(0.5278),tensor(0.1863)
84,tensor(0.1679),tensor(0.3667),tensor(0.1089),tensor(0.0310),tensor(0.0690),tensor(0.0200),tensor(0.1221),tensor(0.2667),tensor(0.0792),tensor(0.1221),tensor(0.2667),tensor(0.0792)
85,tensor(0.3885),tensor(0.6136),tensor(0.2842),tensor(0.2920),tensor(0.4651),tensor(0.2128),tensor(0.2878),tensor(0.4545),tensor(0.2105),tensor(0.3885),tensor(0.6136),tensor(0.2842)
86,tensor(0.1341),tensor(0.8462),tensor(0.0728),tensor(0.0988),tensor(0.6667),tensor(0.0533),tensor(0.1098),tensor(0.6923),tensor(0.0596),tensor(0.1341),tensor(0.8462),tensor(0.0728)
87,tensor(0.4737),tensor(0.7500),tensor(0.3462),tensor(0.3393),tensor(0.5429),tensor(0.2468),tensor(0.3684),tensor(0.5833),tensor(0.2692),tensor(0.3684),tensor(0.5833),tensor(0.2692)
88,tensor(0.1421),tensor(0.4667),tensor(0.0838),tensor(0.0103),tensor(0.0345),tensor(0.0060),tensor(0.0812),tensor(0.2667),tensor(0.0479),tensor(0.1015),tensor(0.3333),tensor(0.0599)
89,tensor(0.2947),tensor(1.),tensor(0.1728),tensor(0.2766),tensor(0.9630),tensor(0.1615),tensor(0.2947),tensor(1.),tensor(0.1728),tensor(0.2947),tensor(1.),tensor(0.1728)
90,tensor(0.3762),tensor(0.7755),tensor(0.2484),tensor(0.3200),tensor(0.6667),tensor(0.2105),tensor(0.3168),tensor(0.6531),tensor(0.2092),tensor(0.3663),tensor(0.7551),tensor(0.2418)
91,tensor(0.2905),tensor(1.),tensor(0.1699),tensor(0.2825),tensor(1.),tensor(0.1645),tensor(0.2905),tensor(1.),tensor(0.1699),tensor(0.2905),tensor(1.),tensor(0.1699)
92,tensor(0.4970),tensor(1.),tensor(0.3307),tensor(0.4910),tensor(1.),tensor(0.3254),tensor(0.4970),tensor(1.),tensor(0.3307),tensor(0.4970),tensor(1.),tensor(0.3307)
93,tensor(0.4058),tensor(0.6829),tensor(0.2887),tensor(0.3676),tensor(0.6250),tensor(0.2604),tensor(0.3913),tensor(0.6585),tensor(0.2784),tensor(0.3913),tensor(0.6585),tensor(0.2784)
94,tensor(0.4828),tensor(0.6034),tensor(0.4023),tensor(0.3636),tensor(0.4561),tensor(0.3023),tensor(0.3724),tensor(0.4655),tensor(0.3103),tensor(0.3724),tensor(0.4655),tensor(0.3103)
95,tensor(0.4938),tensor(0.5882),tensor(0.4255),tensor(0.3797),tensor(0.4545),tensor(0.3261),tensor(0.4691),tensor(0.5588),tensor(0.4043),tensor(0.4691),tensor(0.5588),tensor(0.4043)
96,tensor(0.1619),tensor(0.8000),tensor(0.0901),tensor(0.1306),tensor(0.6667),tensor(0.0724),tensor(0.1377),tensor(0.6800),tensor(0.0766),tensor(0.1538),tensor(0.7600),tensor(0.0856)
97,tensor(0.4242),tensor(0.5303),tensor(0.3535),tensor(0.3190),tensor(0.4000),tensor(0.2653),tensor(0.3879),tensor(0.4848),tensor(0.3232),tensor(0.3758),tensor(0.4697),tensor(0.3131)
98,tensor(0.2925),tensor(0.7708),tensor(0.1805),tensor(0.2390),tensor(0.6383),tensor(0.1471),tensor(0.2292),tensor(0.6042),tensor(0.1415),tensor(0.2292),tensor(0.6042),tensor(0.1415)
99,tensor(0.1531),tensor(0.5172),tensor(0.0898),tensor(0.0309),tensor(0.1071),tensor(0.0181),tensor(0.1020),tensor(0.3448),tensor(0.0599),tensor(0.1122),tensor(0.3793),tensor(0.0659)
100,tensor(0.2100),tensor(0.4510),tensor(0.1369),tensor(0.0461),tensor(0.1000),tensor(0.0299),tensor(0.1461),tensor(0.3137),tensor(0.0952),tensor(0.1644),tensor(0.3529),tensor(0.1071)
101,tensor(0.1143),tensor(0.1860),tensor(0.0825),tensor(0.),tensor(0.),tensor(0.),tensor(0.0714),tensor(0.1163),tensor(0.0515),tensor(0.0857),tensor(0.1395),tensor(0.0619)
102,tensor(0.1466),tensor(0.4048),tensor(0.0895),tensor(0.0174),tensor(0.0488),tensor(0.0106),tensor(0.1121),tensor(0.3095),tensor(0.0684),tensor(0.1121),tensor(0.3095),tensor(0.0684)
103,tensor(0.3543),tensor(1.),tensor(0.2153),tensor(0.3353),tensor(0.9667),tensor(0.2028),tensor(0.2400),tensor(0.6774),tensor(0.1458),tensor(0.3543),tensor(1.),tensor(0.2153)
104,tensor(0.3942),tensor(0.6585),tensor(0.2812),tensor(0.2963),tensor(0.5000),tensor(0.2105),tensor(0.2920),tensor(0.4878),tensor(0.2083),tensor(0.2920),tensor(0.4878),tensor(0.2083)
105,tensor(0.3653),tensor(0.7692),tensor(0.2395),tensor(0.3226),tensor(0.6863),tensor(0.2108),tensor(0.3379),tensor(0.7115),tensor(0.2216),tensor(0.3379),tensor(0.7115),tensor(0.2216)
106,tensor(0.2278),tensor(0.4000),tensor(0.1593),tensor(0.0769),tensor(0.1364),tensor(0.0536),tensor(0.1392),tensor(0.2444),tensor(0.0973),tensor(0.1392),tensor(0.2444),tensor(0.0973)
107,tensor(0.2321),tensor(0.6190),tensor(0.1429),tensor(0.1818),tensor(0.5000),tensor(0.1111),tensor(0.2321),tensor(0.6190),tensor(0.1429),tensor(0.2321),tensor(0.6190),tensor(0.1429)
108,tensor(0.1636),tensor(0.2727),tensor(0.1169),tensor(0.0185),tensor(0.0312),tensor(0.0132),tensor(0.1455),tensor(0.2424),tensor(0.1039),tensor(0.1455),tensor(0.2424),tensor(0.1039)
109,tensor(0.2667),tensor(0.6286),tensor(0.1692),tensor(0.1963),tensor(0.4706),tensor(0.1240),tensor(0.2424),tensor(0.5714),tensor(0.1538),tensor(0.2424),tensor(0.5714),tensor(0.1538)
110,tensor(0.0467),tensor(0.2000),tensor(0.0264),tensor(0.0157),tensor(0.0690),tensor(0.0088),tensor(0.0389),tensor(0.1667),tensor(0.0220),tensor(0.0389),tensor(0.1667),tensor(0.0220)
111,tensor(0.1840),tensor(0.3846),tensor(0.1210),tensor(0.0248),tensor(0.0526),tensor(0.0163),tensor(0.0982),tensor(0.2051),tensor(0.0645),tensor(0.0982),tensor(0.2051),tensor(0.0645)
112,tensor(0.1947),tensor(0.5116),tensor(0.1202),tensor(0.0536),tensor(0.1429),tensor(0.0330),tensor(0.1504),tensor(0.3953),tensor(0.0929),tensor(0.1770),tensor(0.4651),tensor(0.1093)
113,tensor(0.3628),tensor(0.7069),tensor(0.2440),tensor(0.2857),tensor(0.5614),tensor(0.1916),tensor(0.2920),tensor(0.5690),tensor(0.1964),tensor(0.3451),tensor(0.6724),tensor(0.2321)
114,tensor(0.6667),tensor(1.),tensor(0.5000),tensor(0.6600),tensor(1.),tensor(0.4925),tensor(0.6667),tensor(1.),tensor(0.5000),tensor(0.6667),tensor(1.),tensor(0.5000)
115,tensor(0.1923),tensor(0.3488),tensor(0.1327),tensor(0.0130),tensor(0.0238),tensor(0.0089),tensor(0.1026),tensor(0.1860),tensor(0.0708),tensor(0.1026),tensor(0.1860),tensor(0.0708)
116,tensor(0.2564),tensor(0.6667),tensor(0.1587),tensor(0.1552),tensor(0.4091),tensor(0.0957),tensor(0.2051),tensor(0.5333),tensor(0.1270),tensor(0.2137),tensor(0.5556),tensor(0.1323)
117,tensor(0.2063),tensor(0.3939),tensor(0.1398),tensor(0.0645),tensor(0.1250),tensor(0.0435),tensor(0.1587),tensor(0.3030),tensor(0.1075),tensor(0.1587),tensor(0.3030),tensor(0.1075)
118,tensor(0.2281),tensor(0.6522),tensor(0.1382),tensor(0.1533),tensor(0.4444),tensor(0.0926),tensor(0.1825),tensor(0.5217),tensor(0.1106),tensor(0.2205),tensor(0.6304),tensor(0.1336)
119,tensor(0.4330),tensor(0.7119),tensor(0.3111),tensor(0.3438),tensor(0.5690),tensor(0.2463),tensor(0.4021),tensor(0.6610),tensor(0.2889),tensor(0.4021),tensor(0.6610),tensor(0.2889)
120,tensor(0.0578),tensor(0.2162),tensor(0.0333),tensor(0.),tensor(0.),tensor(0.),tensor(0.0578),tensor(0.2162),tensor(0.0333),tensor(0.0578),tensor(0.2162),tensor(0.0333)
121,tensor(0.5043),tensor(1.),tensor(0.3371),tensor(0.4914),tensor(0.9828),tensor(0.3276),tensor(0.5043),tensor(1.),tensor(0.3371),tensor(0.5043),tensor(1.),tensor(0.3371)
122,tensor(0.3363),tensor(0.5278),tensor(0.2468),tensor(0.2523),tensor(0.4000),tensor(0.1842),tensor(0.2832),tensor(0.4444),tensor(0.2078),tensor(0.2832),tensor(0.4444),tensor(0.2078)
123,tensor(0.7518),tensor(1.),tensor(0.6023),tensor(0.7338),tensor(0.9808),tensor(0.5862),tensor(0.7518),tensor(1.),tensor(0.6023),tensor(0.7518),tensor(1.),tensor(0.6023)
124,tensor(0.1325),tensor(0.2821),tensor(0.0866),tensor(0.0122),tensor(0.0263),tensor(0.0079),tensor(0.0843),tensor(0.1795),tensor(0.0551),tensor(0.0964),tensor(0.2051),tensor(0.0630)
125,tensor(0.1073),tensor(0.4783),tensor(0.0604),tensor(0.),tensor(0.),tensor(0.),tensor(0.0878),tensor(0.3913),tensor(0.0495),tensor(0.0878),tensor(0.3913),tensor(0.0495)
