,rouge1_fmeasure,rouge1_precision,rouge1_recall,rouge2_fmeasure,rouge2_precision,rouge2_recall,rougeL_fmeasure,rougeL_precision,rougeL_recall,rougeLsum_fmeasure,rougeLsum_precision,rougeLsum_recall
1178,tensor(0.2288),tensor(0.7045),tensor(0.1366),tensor(0.1710),tensor(0.5349),tensor(0.1018),tensor(0.1919),tensor(0.5909),tensor(0.1145),tensor(0.1919),tensor(0.5909),tensor(0.1145)
1179,tensor(0.3325),tensor(1.),tensor(0.1994),tensor(0.3242),tensor(0.9848),tensor(0.1940),tensor(0.3325),tensor(1.),tensor(0.1994),tensor(0.3325),tensor(1.),tensor(0.1994)
1180,tensor(0.4000),tensor(0.6531),tensor(0.2883),tensor(0.3291),tensor(0.5417),tensor(0.2364),tensor(0.3375),tensor(0.5510),tensor(0.2432),tensor(0.3875),tensor(0.6327),tensor(0.2793)
1181,tensor(0.2404),tensor(0.7812),tensor(0.1420),tensor(0.1553),tensor(0.5161),tensor(0.0914),tensor(0.2115),tensor(0.6875),tensor(0.1250),tensor(0.2308),tensor(0.7500),tensor(0.1364)
1182,tensor(0.1677),tensor(0.3824),tensor(0.1074),tensor(0.0523),tensor(0.1212),tensor(0.0333),tensor(0.1419),tensor(0.3235),tensor(0.0909),tensor(0.1548),tensor(0.3529),tensor(0.0992)
1183,tensor(0.3247),tensor(0.6410),tensor(0.2174),tensor(0.1711),tensor(0.3421),tensor(0.1140),tensor(0.2338),tensor(0.4615),tensor(0.1565),tensor(0.2597),tensor(0.5128),tensor(0.1739)
1184,tensor(0.1101),tensor(0.3871),tensor(0.0642),tensor(0.0093),tensor(0.0333),tensor(0.0054),tensor(0.0734),tensor(0.2581),tensor(0.0428),tensor(0.0734),tensor(0.2581),tensor(0.0428)
1185,tensor(0.0154),tensor(1.),tensor(0.0077),tensor(0.0136),tensor(0.9375),tensor(0.0068),tensor(0.0136),tensor(0.8824),tensor(0.0068),tensor(0.0154),tensor(1.),tensor(0.0077)
1186,tensor(0.5821),tensor(1.),tensor(0.4105),tensor(0.5606),tensor(0.9737),tensor(0.3936),tensor(0.4179),tensor(0.7179),tensor(0.2947),tensor(0.4179),tensor(0.7179),tensor(0.2947)
1187,tensor(0.1076),tensor(0.8261),tensor(0.0576),tensor(0.0855),tensor(0.6818),tensor(0.0456),tensor(0.1076),tensor(0.8261),tensor(0.0576),tensor(0.1076),tensor(0.8261),tensor(0.0576)
1188,tensor(0.0869),tensor(1.),tensor(0.0454),tensor(0.0837),tensor(0.9804),tensor(0.0437),tensor(0.0718),tensor(0.8269),tensor(0.0376),tensor(0.0652),tensor(0.7500),tensor(0.0341)
1189,tensor(0.2875),tensor(0.6571),tensor(0.1840),tensor(0.2025),tensor(0.4706),tensor(0.1290),tensor(0.2500),tensor(0.5714),tensor(0.1600),tensor(0.2625),tensor(0.6000),tensor(0.1680)
1190,tensor(0.3106),tensor(0.5435),tensor(0.2174),tensor(0.1761),tensor(0.3111),tensor(0.1228),tensor(0.2360),tensor(0.4130),tensor(0.1652),tensor(0.2236),tensor(0.3913),tensor(0.1565)
1191,tensor(0.1604),tensor(0.3571),tensor(0.1034),tensor(0.),tensor(0.),tensor(0.),tensor(0.0856),tensor(0.1905),tensor(0.0552),tensor(0.0963),tensor(0.2143),tensor(0.0621)
1192,tensor(0.2917),tensor(0.6364),tensor(0.1892),tensor(0.2211),tensor(0.4884),tensor(0.1429),tensor(0.2604),tensor(0.5682),tensor(0.1689),tensor(0.2604),tensor(0.5682),tensor(0.1689)
1193,tensor(0.2479),tensor(0.8788),tensor(0.1443),tensor(0.1983),tensor(0.7188),tensor(0.1150),tensor(0.2308),tensor(0.8182),tensor(0.1343),tensor(0.1966),tensor(0.6970),tensor(0.1144)
1194,tensor(0.1015),tensor(0.2778),tensor(0.0621),tensor(0.0103),tensor(0.0286),tensor(0.0063),tensor(0.0914),tensor(0.2500),tensor(0.0559),tensor(0.0914),tensor(0.2500),tensor(0.0559)
1195,tensor(0.1159),tensor(0.4211),tensor(0.0672),tensor(0.0073),tensor(0.0270),tensor(0.0042),tensor(0.0725),tensor(0.2632),tensor(0.0420),tensor(0.1087),tensor(0.3947),tensor(0.0630)
1196,tensor(0.2426),tensor(0.6721),tensor(0.1480),tensor(0.1250),tensor(0.3500),tensor(0.0761),tensor(0.1479),tensor(0.4098),tensor(0.0903),tensor(0.1834),tensor(0.5082),tensor(0.1119)
1197,tensor(0.3907),tensor(1.),tensor(0.2428),tensor(0.3756),tensor(0.9756),tensor(0.2326),tensor(0.3907),tensor(1.),tensor(0.2428),tensor(0.3907),tensor(1.),tensor(0.2428)
1198,tensor(0.2458),tensor(0.8409),tensor(0.1440),tensor(0.1940),tensor(0.6744),tensor(0.1133),tensor(0.2259),tensor(0.7727),tensor(0.1323),tensor(0.2326),tensor(0.7955),tensor(0.1362)
1199,tensor(0.1964),tensor(0.2973),tensor(0.1467),tensor(0.0182),tensor(0.0278),tensor(0.0135),tensor(0.1071),tensor(0.1622),tensor(0.0800),tensor(0.1071),tensor(0.1622),tensor(0.0800)
1200,tensor(0.1167),tensor(0.5600),tensor(0.0651),tensor(0.0168),tensor(0.0833),tensor(0.0093),tensor(0.0833),tensor(0.4000),tensor(0.0465),tensor(0.0917),tensor(0.4400),tensor(0.0512)
1201,tensor(0.0550),tensor(0.3333),tensor(0.0300),tensor(0.0093),tensor(0.0588),tensor(0.0050),tensor(0.0459),tensor(0.2778),tensor(0.0250),tensor(0.0550),tensor(0.3333),tensor(0.0300)
1202,tensor(0.1690),tensor(0.4444),tensor(0.1043),tensor(0.),tensor(0.),tensor(0.),tensor(0.0704),tensor(0.1852),tensor(0.0435),tensor(0.1127),tensor(0.2963),tensor(0.0696)
1203,tensor(0.1565),tensor(0.2045),tensor(0.1268),tensor(0.),tensor(0.),tensor(0.),tensor(0.1043),tensor(0.1364),tensor(0.0845),tensor(0.1043),tensor(0.1364),tensor(0.0845)
1204,tensor(0.1707),tensor(0.2258),tensor(0.1373),tensor(0.0370),tensor(0.0492),tensor(0.0297),tensor(0.1220),tensor(0.1613),tensor(0.0980),tensor(0.1220),tensor(0.1613),tensor(0.0980)
1205,tensor(0.3750),tensor(0.5526),tensor(0.2838),tensor(0.2909),tensor(0.4324),tensor(0.2192),tensor(0.2857),tensor(0.4211),tensor(0.2162),tensor(0.2857),tensor(0.4211),tensor(0.2162)
1206,tensor(0.3392),tensor(1.),tensor(0.2042),tensor(0.3195),tensor(0.9643),tensor(0.1915),tensor(0.3392),tensor(1.),tensor(0.2042),tensor(0.3392),tensor(1.),tensor(0.2042)
1207,tensor(0.3085),tensor(1.),tensor(0.1824),tensor(0.2903),tensor(0.9643),tensor(0.1709),tensor(0.3085),tensor(1.),tensor(0.1824),tensor(0.3085),tensor(1.),tensor(0.1824)
1208,tensor(0.3172),tensor(0.7200),tensor(0.2034),tensor(0.2578),tensor(0.5918),tensor(0.1648),tensor(0.2907),tensor(0.6600),tensor(0.1864),tensor(0.3172),tensor(0.7200),tensor(0.2034)
1209,tensor(0.3713),tensor(0.8158),tensor(0.2403),tensor(0.2545),tensor(0.5676),tensor(0.1641),tensor(0.3114),tensor(0.6842),tensor(0.2016),tensor(0.3114),tensor(0.6842),tensor(0.2016)
1210,tensor(0.1530),tensor(0.4754),tensor(0.0912),tensor(0.0424),tensor(0.1333),tensor(0.0252),tensor(0.1003),tensor(0.3115),tensor(0.0597),tensor(0.1003),tensor(0.3115),tensor(0.0597)
1211,tensor(0.1983),tensor(0.8000),tensor(0.1132),tensor(0.1583),tensor(0.6552),tensor(0.0900),tensor(0.1901),tensor(0.7667),tensor(0.1085),tensor(0.1983),tensor(0.8000),tensor(0.1132)
1212,tensor(0.2273),tensor(0.9091),tensor(0.1299),tensor(0.1832),tensor(0.7500),tensor(0.1043),tensor(0.1818),tensor(0.7273),tensor(0.1039),tensor(0.1818),tensor(0.7273),tensor(0.1039)
1213,tensor(0.4717),tensor(1.),tensor(0.3086),tensor(0.4667),tensor(1.),tensor(0.3043),tensor(0.4717),tensor(1.),tensor(0.3086),tensor(0.4623),tensor(0.9800),tensor(0.3025)
1214,tensor(0.0465),tensor(0.5000),tensor(0.0244),tensor(0.0156),tensor(0.1818),tensor(0.0082),tensor(0.0388),tensor(0.4167),tensor(0.0203),tensor(0.0465),tensor(0.5000),tensor(0.0244)
1215,tensor(0.2333),tensor(0.7778),tensor(0.1373),tensor(0.1812),tensor(0.6136),tensor(0.1063),tensor(0.2133),tensor(0.7111),tensor(0.1255),tensor(0.2133),tensor(0.7111),tensor(0.1255)
1216,tensor(0.1250),tensor(0.3704),tensor(0.0752),tensor(0.0127),tensor(0.0385),tensor(0.0076),tensor(0.1000),tensor(0.2963),tensor(0.0602),tensor(0.1250),tensor(0.3704),tensor(0.0752)
1217,tensor(0.2385),tensor(0.5962),tensor(0.1490),tensor(0.1395),tensor(0.3529),tensor(0.0870),tensor(0.2154),tensor(0.5385),tensor(0.1346),tensor(0.2000),tensor(0.5000),tensor(0.1250)
1218,tensor(0.3602),tensor(1.),tensor(0.2197),tensor(0.3396),tensor(0.9643),tensor(0.2061),tensor(0.2236),tensor(0.6207),tensor(0.1364),tensor(0.3602),tensor(1.),tensor(0.2197)
1219,tensor(0.2178),tensor(0.7021),tensor(0.1289),tensor(0.1661),tensor(0.5435),tensor(0.0980),tensor(0.1452),tensor(0.4681),tensor(0.0859),tensor(0.1518),tensor(0.4894),tensor(0.0898)
1220,tensor(0.4329),tensor(0.6579),tensor(0.3226),tensor(0.3231),tensor(0.4933),tensor(0.2403),tensor(0.3117),tensor(0.4737),tensor(0.2323),tensor(0.3983),tensor(0.6053),tensor(0.2968)
1221,tensor(0.2231),tensor(0.6512),tensor(0.1346),tensor(0.1526),tensor(0.4524),tensor(0.0918),tensor(0.1833),tensor(0.5349),tensor(0.1106),tensor(0.1833),tensor(0.5349),tensor(0.1106)
1222,tensor(0.1437),tensor(0.8929),tensor(0.0781),tensor(0.0925),tensor(0.5926),tensor(0.0502),tensor(0.1264),tensor(0.7857),tensor(0.0688),tensor(0.1379),tensor(0.8571),tensor(0.0750)
1223,tensor(0.1346),tensor(0.9167),tensor(0.0726),tensor(0.0985),tensor(0.6957),tensor(0.0530),tensor(0.0979),tensor(0.6667),tensor(0.0528),tensor(0.1162),tensor(0.7917),tensor(0.0627)
1224,tensor(0.2364),tensor(0.3421),tensor(0.1806),tensor(0.),tensor(0.),tensor(0.),tensor(0.1091),tensor(0.1579),tensor(0.0833),tensor(0.1455),tensor(0.2105),tensor(0.1111)
1225,tensor(0.4082),tensor(0.7895),tensor(0.2752),tensor(0.3310),tensor(0.6486),tensor(0.2222),tensor(0.2857),tensor(0.5526),tensor(0.1927),tensor(0.2857),tensor(0.5526),tensor(0.1927)
1226,tensor(0.3223),tensor(1.),tensor(0.1921),tensor(0.3062),tensor(0.9697),tensor(0.1818),tensor(0.1991),tensor(0.6176),tensor(0.1186),tensor(0.2275),tensor(0.7059),tensor(0.1356)
1227,tensor(0.4253),tensor(1.),tensor(0.2701),tensor(0.4110),tensor(0.9783),tensor(0.2601),tensor(0.4253),tensor(1.),tensor(0.2701),tensor(0.4253),tensor(1.),tensor(0.2701)
1228,tensor(0.2845),tensor(1.),tensor(0.1659),tensor(0.2785),tensor(1.),tensor(0.1618),tensor(0.2845),tensor(1.),tensor(0.1659),tensor(0.2762),tensor(0.9706),tensor(0.1610)
1229,tensor(0.4292),tensor(1.),tensor(0.2733),tensor(0.4147),tensor(0.9783),tensor(0.2632),tensor(0.4292),tensor(1.),tensor(0.2733),tensor(0.4292),tensor(1.),tensor(0.2733)
1230,tensor(0.2024),tensor(0.5000),tensor(0.1269),tensor(0.0163),tensor(0.0408),tensor(0.0102),tensor(0.1134),tensor(0.2800),tensor(0.0711),tensor(0.1134),tensor(0.2800),tensor(0.0711)
1231,tensor(0.0639),tensor(0.7778),tensor(0.0333),tensor(0.0046),tensor(0.0588),tensor(0.0024),tensor(0.0365),tensor(0.4444),tensor(0.0190),tensor(0.0411),tensor(0.5000),tensor(0.0214)
1232,tensor(0.4111),tensor(1.),tensor(0.2587),tensor(0.4022),tensor(0.9863),tensor(0.2526),tensor(0.2500),tensor(0.6081),tensor(0.1573),tensor(0.4111),tensor(1.),tensor(0.2587)
1233,tensor(0.2022),tensor(0.6750),tensor(0.1189),tensor(0.1509),tensor(0.5128),tensor(0.0885),tensor(0.1948),tensor(0.6500),tensor(0.1145),tensor(0.1948),tensor(0.6500),tensor(0.1145)
1234,tensor(0.1333),tensor(0.4524),tensor(0.0782),tensor(0.0212),tensor(0.0732),tensor(0.0124),tensor(0.0772),tensor(0.2619),tensor(0.0453),tensor(0.0772),tensor(0.2619),tensor(0.0453)
1235,tensor(0.3764),tensor(0.7791),tensor(0.2481),tensor(0.2938),tensor(0.6118),tensor(0.1933),tensor(0.3315),tensor(0.6860),tensor(0.2185),tensor(0.3315),tensor(0.6860),tensor(0.2185)
1236,tensor(0.3200),tensor(0.5283),tensor(0.2295),tensor(0.2543),tensor(0.4231),tensor(0.1818),tensor(0.2971),tensor(0.4906),tensor(0.2131),tensor(0.2971),tensor(0.4906),tensor(0.2131)
1237,tensor(0.1784),tensor(0.4634),tensor(0.1105),tensor(0.0190),tensor(0.0500),tensor(0.0117),tensor(0.1127),tensor(0.2927),tensor(0.0698),tensor(0.1127),tensor(0.2927),tensor(0.0698)
1238,tensor(0.7222),tensor(1.),tensor(0.5652),tensor(0.7170),tensor(1.),tensor(0.5588),tensor(0.4815),tensor(0.6667),tensor(0.3768),tensor(0.4815),tensor(0.6667),tensor(0.3768)
1239,tensor(0.2579),tensor(0.7593),tensor(0.1553),tensor(0.1772),tensor(0.5283),tensor(0.1065),tensor(0.2075),tensor(0.6111),tensor(0.1250),tensor(0.2075),tensor(0.6111),tensor(0.1250)
1240,tensor(0.1405),tensor(0.8125),tensor(0.0769),tensor(0.1202),tensor(0.7333),tensor(0.0655),tensor(0.1405),tensor(0.8125),tensor(0.0769),tensor(0.1405),tensor(0.8125),tensor(0.0769)
1241,tensor(0.3714),tensor(0.8125),tensor(0.2407),tensor(0.3022),tensor(0.6667),tensor(0.1953),tensor(0.3071),tensor(0.6719),tensor(0.1991),tensor(0.3357),tensor(0.7344),tensor(0.2176)
1242,tensor(0.1494),tensor(0.3830),tensor(0.0928),tensor(0.0251),tensor(0.0652),tensor(0.0155),tensor(0.1079),tensor(0.2766),tensor(0.0670),tensor(0.1245),tensor(0.3191),tensor(0.0773)
1243,tensor(0.3695),tensor(0.6571),tensor(0.2570),tensor(0.2834),tensor(0.5072),tensor(0.1966),tensor(0.3213),tensor(0.5714),tensor(0.2235),tensor(0.3614),tensor(0.6429),tensor(0.2514)
1244,tensor(0.2943),tensor(1.),tensor(0.1725),tensor(0.2849),tensor(0.9811),tensor(0.1667),tensor(0.2943),tensor(1.),tensor(0.1725),tensor(0.2943),tensor(1.),tensor(0.1725)
1245,tensor(0.2222),tensor(0.7368),tensor(0.1308),tensor(0.1840),tensor(0.6216),tensor(0.1080),tensor(0.2143),tensor(0.7105),tensor(0.1262),tensor(0.2063),tensor(0.6842),tensor(0.1215)
1246,tensor(0.3521),tensor(1.),tensor(0.2137),tensor(0.3404),tensor(0.9796),tensor(0.2060),tensor(0.2394),tensor(0.6800),tensor(0.1453),tensor(0.3521),tensor(1.),tensor(0.2137)
1247,tensor(0.5112),tensor(1.),tensor(0.3433),tensor(0.5016),tensor(0.9873),tensor(0.3362),tensor(0.5112),tensor(1.),tensor(0.3433),tensor(0.5112),tensor(1.),tensor(0.3433)
1248,tensor(0.2805),tensor(1.),tensor(0.1632),tensor(0.2727),tensor(0.9836),tensor(0.1583),tensor(0.2805),tensor(1.),tensor(0.1632),tensor(0.2760),tensor(0.9839),tensor(0.1605)
1249,tensor(0.3529),tensor(0.9091),tensor(0.2190),tensor(0.3095),tensor(0.8125),tensor(0.1912),tensor(0.3294),tensor(0.8485),tensor(0.2044),tensor(0.3412),tensor(0.8788),tensor(0.2117)
1250,tensor(0.2698),tensor(0.7907),tensor(0.1627),tensor(0.2000),tensor(0.5952),tensor(0.1202),tensor(0.2381),tensor(0.6977),tensor(0.1435),tensor(0.2619),tensor(0.7674),tensor(0.1579)
1251,tensor(0.1887),tensor(0.5952),tensor(0.1121),tensor(0.1445),tensor(0.4634),tensor(0.0856),tensor(0.1736),tensor(0.5476),tensor(0.1031),tensor(0.1660),tensor(0.5238),tensor(0.0987)
1252,tensor(0.1341),tensor(0.3429),tensor(0.0833),tensor(0.0226),tensor(0.0588),tensor(0.0140),tensor(0.1006),tensor(0.2571),tensor(0.0625),tensor(0.1117),tensor(0.2857),tensor(0.0694)
1253,tensor(0.1358),tensor(0.2683),tensor(0.0909),tensor(0.0500),tensor(0.1000),tensor(0.0333),tensor(0.1235),tensor(0.2439),tensor(0.0826),tensor(0.1235),tensor(0.2439),tensor(0.0826)
1254,tensor(0.1807),tensor(0.9062),tensor(0.1003),tensor(0.1505),tensor(0.7742),tensor(0.0833),tensor(0.1433),tensor(0.7188),tensor(0.0796),tensor(0.1745),tensor(0.8750),tensor(0.0969)
1255,tensor(0.3578),tensor(1.),tensor(0.2179),tensor(0.3537),tensor(1.),tensor(0.2148),tensor(0.3578),tensor(1.),tensor(0.2179),tensor(0.3578),tensor(1.),tensor(0.2179)
1256,tensor(0.1441),tensor(0.4474),tensor(0.0859),tensor(0.0513),tensor(0.1622),tensor(0.0305),tensor(0.0847),tensor(0.2632),tensor(0.0505),tensor(0.0847),tensor(0.2632),tensor(0.0505)
1257,tensor(0.2550),tensor(0.7755),tensor(0.1526),tensor(0.1824),tensor(0.5625),tensor(0.1089),tensor(0.2215),tensor(0.6735),tensor(0.1325),tensor(0.2215),tensor(0.6735),tensor(0.1325)
1258,tensor(0.2797),tensor(0.8250),tensor(0.1684),tensor(0.2222),tensor(0.6667),tensor(0.1333),tensor(0.2712),tensor(0.8000),tensor(0.1633),tensor(0.2712),tensor(0.8000),tensor(0.1633)
1259,tensor(0.2167),tensor(0.6341),tensor(0.1307),tensor(0.1429),tensor(0.4250),tensor(0.0859),tensor(0.1667),tensor(0.4878),tensor(0.1005),tensor(0.1750),tensor(0.5122),tensor(0.1055)
1260,tensor(0.1991),tensor(0.3385),tensor(0.1410),tensor(0.0365),tensor(0.0625),tensor(0.0258),tensor(0.1357),tensor(0.2308),tensor(0.0962),tensor(0.1357),tensor(0.2308),tensor(0.0962)
1261,tensor(0.1873),tensor(0.9333),tensor(0.1041),tensor(0.1347),tensor(0.6897),tensor(0.0746),tensor(0.1739),tensor(0.8667),tensor(0.0967),tensor(0.1739),tensor(0.8667),tensor(0.0967)
1262,tensor(0.0796),tensor(0.3462),tensor(0.0450),tensor(0.0089),tensor(0.0400),tensor(0.0050),tensor(0.0708),tensor(0.3077),tensor(0.0400),tensor(0.0708),tensor(0.3077),tensor(0.0400)
1263,tensor(0.1349),tensor(0.4146),tensor(0.0806),tensor(0.0160),tensor(0.0500),tensor(0.0095),tensor(0.0952),tensor(0.2927),tensor(0.0569),tensor(0.1349),tensor(0.4146),tensor(0.0806)
1264,tensor(0.5123),tensor(1.),tensor(0.3444),tensor(0.4975),tensor(0.9804),tensor(0.3333),tensor(0.2956),tensor(0.5769),tensor(0.1987),tensor(0.5123),tensor(1.),tensor(0.3444)
1265,tensor(0.3194),tensor(1.),tensor(0.1901),tensor(0.3077),tensor(0.9778),tensor(0.1826),tensor(0.3194),tensor(1.),tensor(0.1901),tensor(0.3194),tensor(1.),tensor(0.1901)
1266,tensor(0.1698),tensor(0.3529),tensor(0.1118),tensor(0.0095),tensor(0.0200),tensor(0.0063),tensor(0.1132),tensor(0.2353),tensor(0.0745),tensor(0.1226),tensor(0.2549),tensor(0.0807)
1267,tensor(0.2117),tensor(0.6905),tensor(0.1250),tensor(0.1618),tensor(0.5366),tensor(0.0952),tensor(0.1971),tensor(0.6429),tensor(0.1164),tensor(0.1971),tensor(0.6429),tensor(0.1164)
1268,tensor(0.2514),tensor(1.),tensor(0.1437),tensor(0.2418),tensor(0.9778),tensor(0.1379),tensor(0.1858),tensor(0.7391),tensor(0.1063),tensor(0.2514),tensor(1.),tensor(0.1437)
1269,tensor(0.2614),tensor(0.4082),tensor(0.1923),tensor(0.0397),tensor(0.0625),tensor(0.0291),tensor(0.1438),tensor(0.2245),tensor(0.1058),tensor(0.1438),tensor(0.2245),tensor(0.1058)
1270,tensor(0.1979),tensor(1.),tensor(0.1098),tensor(0.1882),tensor(0.9722),tensor(0.1042),tensor(0.1230),tensor(0.6216),tensor(0.0682),tensor(0.1979),tensor(1.),tensor(0.1098)
1271,tensor(0.4196),tensor(0.7500),tensor(0.2913),tensor(0.3688),tensor(0.6667),tensor(0.2549),tensor(0.3776),tensor(0.6750),tensor(0.2621),tensor(0.3916),tensor(0.7000),tensor(0.2718)
1272,tensor(0.3457),tensor(1.),tensor(0.2090),tensor(0.3250),tensor(0.9630),tensor(0.1955),tensor(0.2099),tensor(0.6071),tensor(0.1269),tensor(0.2099),tensor(0.6071),tensor(0.1269)
1273,tensor(0.1909),tensor(0.7667),tensor(0.1090),tensor(0.1506),tensor(0.6207),tensor(0.0857),tensor(0.1743),tensor(0.7000),tensor(0.0995),tensor(0.1743),tensor(0.7000),tensor(0.0995)
1274,tensor(0.2627),tensor(0.7750),tensor(0.1582),tensor(0.1795),tensor(0.5385),tensor(0.1077),tensor(0.2034),tensor(0.6000),tensor(0.1224),tensor(0.2288),tensor(0.6750),tensor(0.1378)
1275,tensor(0.0110),tensor(0.9000),tensor(0.0055),tensor(0.0025),tensor(0.2222),tensor(0.0012),tensor(0.0073),tensor(0.6000),tensor(0.0037),tensor(0.0098),tensor(0.8000),tensor(0.0049)
1276,tensor(0.3419),tensor(0.5128),tensor(0.2564),tensor(0.2783),tensor(0.4211),tensor(0.2078),tensor(0.3077),tensor(0.4615),tensor(0.2308),tensor(0.3248),tensor(0.4872),tensor(0.2436)
1277,tensor(0.0761),tensor(0.7333),tensor(0.0401),tensor(0.0627),tensor(0.6429),tensor(0.0330),tensor(0.0761),tensor(0.7333),tensor(0.0401),tensor(0.0692),tensor(0.6667),tensor(0.0365)
1278,tensor(0.2311),tensor(1.),tensor(0.1306),tensor(0.2169),tensor(0.9643),tensor(0.1222),tensor(0.2311),tensor(1.),tensor(0.1306),tensor(0.2231),tensor(0.9655),tensor(0.1261)
1279,tensor(0.1212),tensor(0.5714),tensor(0.0678),tensor(0.0549),tensor(0.2647),tensor(0.0306),tensor(0.0909),tensor(0.4286),tensor(0.0508),tensor(0.0909),tensor(0.4286),tensor(0.0508)
1280,tensor(0.3439),tensor(0.8636),tensor(0.2147),tensor(0.3105),tensor(0.7907),tensor(0.1932),tensor(0.3077),tensor(0.7727),tensor(0.1921),tensor(0.3258),tensor(0.8182),tensor(0.2034)
1281,tensor(0.3490),tensor(1.),tensor(0.2114),tensor(0.3378),tensor(0.9804),tensor(0.2041),tensor(0.2349),tensor(0.6731),tensor(0.1423),tensor(0.2617),tensor(0.7500),tensor(0.1585)
1282,tensor(0.2439),tensor(0.8108),tensor(0.1435),tensor(0.1885),tensor(0.6389),tensor(0.1106),tensor(0.2033),tensor(0.6757),tensor(0.1196),tensor(0.2276),tensor(0.7568),tensor(0.1340)
1283,tensor(0.1270),tensor(0.5517),tensor(0.0717),tensor(0.0960),tensor(0.4286),tensor(0.0541),tensor(0.1111),tensor(0.4828),tensor(0.0628),tensor(0.1111),tensor(0.4828),tensor(0.0628)
1284,tensor(0.2071),tensor(0.5517),tensor(0.1275),tensor(0.0391),tensor(0.1053),tensor(0.0240),tensor(0.1230),tensor(0.3276),tensor(0.0757),tensor(0.1294),tensor(0.3448),tensor(0.0797)
1285,tensor(0.2267),tensor(0.9070),tensor(0.1296),tensor(0.1754),tensor(0.7143),tensor(0.1000),tensor(0.2035),tensor(0.8140),tensor(0.1163),tensor(0.2035),tensor(0.8140),tensor(0.1163)
1286,tensor(0.5217),tensor(0.6000),tensor(0.4615),tensor(0.3382),tensor(0.3898),tensor(0.2987),tensor(0.4058),tensor(0.4667),tensor(0.3590),tensor(0.4058),tensor(0.4667),tensor(0.3590)
1287,tensor(0.2917),tensor(0.6667),tensor(0.1867),tensor(0.2316),tensor(0.5366),tensor(0.1477),tensor(0.2812),tensor(0.6429),tensor(0.1800),tensor(0.2917),tensor(0.6667),tensor(0.1867)
1288,tensor(0.3242),tensor(1.),tensor(0.1935),tensor(0.3158),tensor(0.9844),tensor(0.1881),tensor(0.3242),tensor(1.),tensor(0.1935),tensor(0.3192),tensor(0.9846),tensor(0.1905)
1289,tensor(0.4178),tensor(0.9038),tensor(0.2717),tensor(0.4036),tensor(0.8824),tensor(0.2616),tensor(0.4178),tensor(0.9038),tensor(0.2717),tensor(0.4178),tensor(0.9038),tensor(0.2717)
1290,tensor(0.2587),tensor(0.7400),tensor(0.1568),tensor(0.1761),tensor(0.5102),tensor(0.1064),tensor(0.2168),tensor(0.6200),tensor(0.1314),tensor(0.2098),tensor(0.6000),tensor(0.1271)
1291,tensor(0.0698),tensor(0.7500),tensor(0.0366),tensor(0.0175),tensor(0.2000),tensor(0.0092),tensor(0.0523),tensor(0.5625),tensor(0.0274),tensor(0.0698),tensor(0.7500),tensor(0.0366)
1292,tensor(0.2093),tensor(0.1957),tensor(0.2250),tensor(0.0476),tensor(0.0444),tensor(0.0513),tensor(0.0930),tensor(0.0870),tensor(0.1000),tensor(0.1395),tensor(0.1304),tensor(0.1500)
1293,tensor(0.4844),tensor(0.5741),tensor(0.4189),tensor(0.4127),tensor(0.4906),tensor(0.3562),tensor(0.4531),tensor(0.5370),tensor(0.3919),tensor(0.4531),tensor(0.5370),tensor(0.3919)
1294,tensor(0.1992),tensor(0.8621),tensor(0.1126),tensor(0.1446),tensor(0.6429),tensor(0.0814),tensor(0.1833),tensor(0.7931),tensor(0.1036),tensor(0.1833),tensor(0.7931),tensor(0.1036)
1295,tensor(0.1737),tensor(0.7381),tensor(0.0984),tensor(0.1296),tensor(0.5610),tensor(0.0732),tensor(0.1569),tensor(0.6667),tensor(0.0889),tensor(0.1681),tensor(0.7143),tensor(0.0952)
1296,tensor(0.3536),tensor(0.6957),tensor(0.2370),tensor(0.3017),tensor(0.6000),tensor(0.2015),tensor(0.3094),tensor(0.6087),tensor(0.2074),tensor(0.3315),tensor(0.6522),tensor(0.2222)
1297,tensor(0.3355),tensor(0.8667),tensor(0.2080),tensor(0.3137),tensor(0.8276),tensor(0.1935),tensor(0.3355),tensor(0.8667),tensor(0.2080),tensor(0.3226),tensor(0.8333),tensor(0.2000)
1298,tensor(0.2488),tensor(0.8710),tensor(0.1452),tensor(0.2140),tensor(0.7667),tensor(0.1243),tensor(0.2304),tensor(0.8065),tensor(0.1344),tensor(0.2304),tensor(0.8065),tensor(0.1344)
1299,tensor(0.1987),tensor(0.6000),tensor(0.1190),tensor(0.0268),tensor(0.0833),tensor(0.0160),tensor(0.1457),tensor(0.4400),tensor(0.0873),tensor(0.1589),tensor(0.4800),tensor(0.0952)
1300,tensor(0.1946),tensor(0.6170),tensor(0.1155),tensor(0.0676),tensor(0.2174),tensor(0.0400),tensor(0.1141),tensor(0.3617),tensor(0.0677),tensor(0.1544),tensor(0.4894),tensor(0.0916)
1301,tensor(0.0920),tensor(0.4107),tensor(0.0518),tensor(0.0120),tensor(0.0545),tensor(0.0068),tensor(0.0720),tensor(0.3214),tensor(0.0405),tensor(0.0800),tensor(0.3571),tensor(0.0450)
1302,tensor(0.1373),tensor(0.7000),tensor(0.0761),tensor(0.0693),tensor(0.3684),tensor(0.0383),tensor(0.0882),tensor(0.4500),tensor(0.0489),tensor(0.1275),tensor(0.6500),tensor(0.0707)
