,rouge1_fmeasure,rouge1_precision,rouge1_recall,rouge2_fmeasure,rouge2_precision,rouge2_recall,rougeL_fmeasure,rougeL_precision,rougeL_recall,rougeLsum_fmeasure,rougeLsum_precision,rougeLsum_recall
258,tensor(0.2162),tensor(0.1429),tensor(0.4444),tensor(0.0328),tensor(0.0216),tensor(0.0682),tensor(0.1189),tensor(0.0786),tensor(0.2444),tensor(0.1514),tensor(0.1000),tensor(0.3111)
259,tensor(0.2890),tensor(0.2049),tensor(0.4902),tensor(0.1404),tensor(0.0992),tensor(0.2400),tensor(0.1618),tensor(0.1148),tensor(0.2745),tensor(0.2659),tensor(0.1885),tensor(0.4510)
260,tensor(0.1095),tensor(0.0623),tensor(0.4524),tensor(0.0174),tensor(0.0099),tensor(0.0732),tensor(0.0692),tensor(0.0393),tensor(0.2857),tensor(0.1037),tensor(0.0590),tensor(0.4286)
261,tensor(0.1108),tensor(0.0612),tensor(0.5882),tensor(0.0724),tensor(0.0399),tensor(0.3939),tensor(0.0609),tensor(0.0336),tensor(0.3235),tensor(0.1053),tensor(0.0581),tensor(0.5588)
262,tensor(0.4427),tensor(0.3053),tensor(0.8056),tensor(0.2636),tensor(0.1809),tensor(0.4857),tensor(0.3053),tensor(0.2105),tensor(0.5556),tensor(0.3511),tensor(0.2421),tensor(0.6389)
263,tensor(0.2122),tensor(0.1274),tensor(0.6346),tensor(0.0647),tensor(0.0388),tensor(0.1961),tensor(0.1350),tensor(0.0811),tensor(0.4038),tensor(0.1736),tensor(0.1042),tensor(0.5192)
264,tensor(0.2188),tensor(0.1522),tensor(0.3889),tensor(0.1158),tensor(0.0803),tensor(0.2075),tensor(0.1771),tensor(0.1232),tensor(0.3148),tensor(0.2083),tensor(0.1449),tensor(0.3704)
265,tensor(0.2000),tensor(0.1157),tensor(0.7381),tensor(0.0519),tensor(0.0300),tensor(0.1951),tensor(0.1226),tensor(0.0709),tensor(0.4524),tensor(0.1484),tensor(0.0858),tensor(0.5476)
266,tensor(0.2446),tensor(0.1848),tensor(0.3617),tensor(0.0730),tensor(0.0549),tensor(0.1087),tensor(0.1583),tensor(0.1196),tensor(0.2340),tensor(0.1871),tensor(0.1413),tensor(0.2766)
267,tensor(0.1274),tensor(0.0743),tensor(0.4444),tensor(0.0128),tensor(0.0075),tensor(0.0455),tensor(0.0637),tensor(0.0372),tensor(0.2222),tensor(0.1146),tensor(0.0669),tensor(0.4000)
268,tensor(0.1796),tensor(0.1100),tensor(0.4889),tensor(0.),tensor(0.),tensor(0.),tensor(0.0898),tensor(0.0550),tensor(0.2444),tensor(0.1224),tensor(0.0750),tensor(0.3333)
269,tensor(0.2186),tensor(0.1357),tensor(0.5625),tensor(0.0898),tensor(0.0556),tensor(0.2340),tensor(0.1296),tensor(0.0804),tensor(0.3333),tensor(0.1781),tensor(0.1106),tensor(0.4583)
270,tensor(0.2275),tensor(0.1570),tensor(0.4130),tensor(0.0606),tensor(0.0417),tensor(0.1111),tensor(0.1437),tensor(0.0992),tensor(0.2609),tensor(0.1916),tensor(0.1322),tensor(0.3478)
271,tensor(0.1217),tensor(0.0718),tensor(0.4000),tensor(0.0351),tensor(0.0206),tensor(0.1176),tensor(0.0783),tensor(0.0462),tensor(0.2571),tensor(0.0957),tensor(0.0564),tensor(0.3143)
272,tensor(0.1935),tensor(0.1243),tensor(0.4375),tensor(0.0651),tensor(0.0417),tensor(0.1489),tensor(0.1475),tensor(0.0947),tensor(0.3333),tensor(0.1843),tensor(0.1183),tensor(0.4167)
273,tensor(0.2519),tensor(0.1579),tensor(0.6226),tensor(0.1000),tensor(0.0625),tensor(0.2500),tensor(0.1450),tensor(0.0909),tensor(0.3585),tensor(0.2214),tensor(0.1388),tensor(0.5472)
274,tensor(0.1770),tensor(0.1005),tensor(0.7400),tensor(0.0769),tensor(0.0436),tensor(0.3265),tensor(0.1053),tensor(0.0598),tensor(0.4400),tensor(0.1579),tensor(0.0897),tensor(0.6600)
275,tensor(0.1639),tensor(0.1128),tensor(0.3000),tensor(0.0221),tensor(0.0152),tensor(0.0408),tensor(0.1093),tensor(0.0752),tensor(0.2000),tensor(0.1311),tensor(0.0902),tensor(0.2400)
276,tensor(0.2623),tensor(0.1569),tensor(0.8000),tensor(0.1570),tensor(0.0936),tensor(0.4872),tensor(0.1721),tensor(0.1029),tensor(0.5250),tensor(0.2213),tensor(0.1324),tensor(0.6750)
277,tensor(0.1964),tensor(0.1264),tensor(0.4400),tensor(0.0545),tensor(0.0349),tensor(0.1250),tensor(0.1607),tensor(0.1034),tensor(0.3600),tensor(0.1607),tensor(0.1034),tensor(0.3600)
278,tensor(0.4286),tensor(0.3462),tensor(0.5625),tensor(0.1935),tensor(0.1558),tensor(0.2553),tensor(0.3333),tensor(0.2692),tensor(0.4375),tensor(0.4127),tensor(0.3333),tensor(0.5417)
279,tensor(0.2485),tensor(0.1591),tensor(0.5676),tensor(0.1317),tensor(0.0840),tensor(0.3056),tensor(0.1657),tensor(0.1061),tensor(0.3784),tensor(0.2012),tensor(0.1288),tensor(0.4595)
280,tensor(0.2950),tensor(0.1798),tensor(0.8200),tensor(0.1522),tensor(0.0925),tensor(0.4286),tensor(0.2158),tensor(0.1316),tensor(0.6000),tensor(0.2734),tensor(0.1667),tensor(0.7600)
281,tensor(0.1762),tensor(0.1024),tensor(0.6296),tensor(0.0677),tensor(0.0393),tensor(0.2453),tensor(0.1088),tensor(0.0633),tensor(0.3889),tensor(0.1451),tensor(0.0843),tensor(0.5185)
282,tensor(0.1352),tensor(0.0748),tensor(0.7021),tensor(0.0494),tensor(0.0273),tensor(0.2609),tensor(0.0574),tensor(0.0317),tensor(0.2979),tensor(0.1189),tensor(0.0658),tensor(0.6170)
283,tensor(0.1644),tensor(0.0946),tensor(0.6250),tensor(0.0606),tensor(0.0348),tensor(0.2340),tensor(0.0986),tensor(0.0568),tensor(0.3750),tensor(0.1425),tensor(0.0820),tensor(0.5417)
284,tensor(0.2158),tensor(0.1389),tensor(0.4839),tensor(0.0730),tensor(0.0467),tensor(0.1667),tensor(0.1439),tensor(0.0926),tensor(0.3226),tensor(0.2014),tensor(0.1296),tensor(0.4516)
285,tensor(0.2463),tensor(0.1562),tensor(0.5814),tensor(0.1194),tensor(0.0755),tensor(0.2857),tensor(0.1478),tensor(0.0938),tensor(0.3488),tensor(0.2069),tensor(0.1312),tensor(0.4884)
286,tensor(0.1549),tensor(0.0991),tensor(0.3548),tensor(0.),tensor(0.),tensor(0.),tensor(0.1127),tensor(0.0721),tensor(0.2581),tensor(0.1549),tensor(0.0991),tensor(0.3548)
287,tensor(0.4259),tensor(0.4035),tensor(0.4510),tensor(0.2264),tensor(0.2143),tensor(0.2400),tensor(0.2593),tensor(0.2456),tensor(0.2745),tensor(0.4074),tensor(0.3860),tensor(0.4314)
288,tensor(0.1852),tensor(0.1210),tensor(0.3947),tensor(0.0500),tensor(0.0325),tensor(0.1081),tensor(0.1481),tensor(0.0968),tensor(0.3158),tensor(0.1605),tensor(0.1048),tensor(0.3421)
289,tensor(0.1045),tensor(0.0595),tensor(0.4286),tensor(0.0281),tensor(0.0159),tensor(0.1176),tensor(0.0767),tensor(0.0437),tensor(0.3143),tensor(0.0906),tensor(0.0516),tensor(0.3714)
290,tensor(0.2941),tensor(0.2151),tensor(0.4651),tensor(0.0896),tensor(0.0652),tensor(0.1429),tensor(0.1324),tensor(0.0968),tensor(0.2093),tensor(0.1912),tensor(0.1398),tensor(0.3023)
291,tensor(0.1743),tensor(0.1055),tensor(0.5000),tensor(0.0837),tensor(0.0505),tensor(0.2439),tensor(0.1245),tensor(0.0754),tensor(0.3571),tensor(0.1743),tensor(0.1055),tensor(0.5000)
292,tensor(0.3636),tensor(0.2482),tensor(0.6800),tensor(0.1405),tensor(0.0956),tensor(0.2653),tensor(0.2567),tensor(0.1752),tensor(0.4800),tensor(0.2888),tensor(0.1971),tensor(0.5400)
293,tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.)
294,tensor(0.0950),tensor(0.0518),tensor(0.5758),tensor(0.0352),tensor(0.0191),tensor(0.2188),tensor(0.0600),tensor(0.0327),tensor(0.3636),tensor(0.0800),tensor(0.0436),tensor(0.4848)
295,tensor(0.2059),tensor(0.1250),tensor(0.5833),tensor(0.0891),tensor(0.0539),tensor(0.2571),tensor(0.1569),tensor(0.0952),tensor(0.4444),tensor(0.1667),tensor(0.1012),tensor(0.4722)
296,tensor(0.0892),tensor(0.0483),tensor(0.5833),tensor(0.0192),tensor(0.0104),tensor(0.1304),tensor(0.0637),tensor(0.0345),tensor(0.4167),tensor(0.0764),tensor(0.0414),tensor(0.5000)
297,tensor(0.1737),tensor(0.0976),tensor(0.7872),tensor(0.0566),tensor(0.0317),tensor(0.2609),tensor(0.0845),tensor(0.0475),tensor(0.3830),tensor(0.1502),tensor(0.0844),tensor(0.6809)
298,tensor(0.1798),tensor(0.1051),tensor(0.6226),tensor(0.0438),tensor(0.0256),tensor(0.1538),tensor(0.1144),tensor(0.0669),tensor(0.3962),tensor(0.1526),tensor(0.0892),tensor(0.5283)
299,tensor(0.2249),tensor(0.1570),tensor(0.3958),tensor(0.0599),tensor(0.0417),tensor(0.1064),tensor(0.1183),tensor(0.0826),tensor(0.2083),tensor(0.1775),tensor(0.1240),tensor(0.3125)
300,tensor(0.2667),tensor(0.2000),tensor(0.4000),tensor(0.0451),tensor(0.0337),tensor(0.0682),tensor(0.1630),tensor(0.1222),tensor(0.2444),tensor(0.2074),tensor(0.1556),tensor(0.3111)
301,tensor(0.1270),tensor(0.0727),tensor(0.5000),tensor(0.0214),tensor(0.0122),tensor(0.0870),tensor(0.0741),tensor(0.0424),tensor(0.2917),tensor(0.1164),tensor(0.0667),tensor(0.4583)
302,tensor(0.2590),tensor(0.1765),tensor(0.4865),tensor(0.1168),tensor(0.0792),tensor(0.2222),tensor(0.2158),tensor(0.1471),tensor(0.4054),tensor(0.2446),tensor(0.1667),tensor(0.4595)
303,tensor(0.1871),tensor(0.1262),tensor(0.3611),tensor(0.0730),tensor(0.0490),tensor(0.1429),tensor(0.1727),tensor(0.1165),tensor(0.3333),tensor(0.1871),tensor(0.1262),tensor(0.3611)
304,tensor(0.1583),tensor(0.0906),tensor(0.6250),tensor(0.0265),tensor(0.0152),tensor(0.1064),tensor(0.0633),tensor(0.0363),tensor(0.2500),tensor(0.1425),tensor(0.0816),tensor(0.5625)
305,tensor(0.1649),tensor(0.0994),tensor(0.4848),tensor(0.0208),tensor(0.0125),tensor(0.0625),tensor(0.0825),tensor(0.0497),tensor(0.2424),tensor(0.1546),tensor(0.0932),tensor(0.4545)
306,tensor(0.2870),tensor(0.1818),tensor(0.6809),tensor(0.1538),tensor(0.0971),tensor(0.3696),tensor(0.1525),tensor(0.0966),tensor(0.3617),tensor(0.2601),tensor(0.1648),tensor(0.6170)
307,tensor(0.1534),tensor(0.0857),tensor(0.7273),tensor(0.0772),tensor(0.0430),tensor(0.3750),tensor(0.1278),tensor(0.0714),tensor(0.6061),tensor(0.1406),tensor(0.0786),tensor(0.6667)
308,tensor(0.2397),tensor(0.1480),tensor(0.6304),tensor(0.0667),tensor(0.0410),tensor(0.1778),tensor(0.1405),tensor(0.0867),tensor(0.3696),tensor(0.1983),tensor(0.1224),tensor(0.5217)
309,tensor(0.1461),tensor(0.0824),tensor(0.6444),tensor(0.0354),tensor(0.0199),tensor(0.1591),tensor(0.0907),tensor(0.0511),tensor(0.4000),tensor(0.1360),tensor(0.0767),tensor(0.6000)
310,tensor(0.0936),tensor(0.0505),tensor(0.6333),tensor(0.0198),tensor(0.0107),tensor(0.1379),tensor(0.0443),tensor(0.0239),tensor(0.3000),tensor(0.0837),tensor(0.0452),tensor(0.5667)
311,tensor(0.1714),tensor(0.0988),tensor(0.6471),tensor(0.0836),tensor(0.0480),tensor(0.3200),tensor(0.1143),tensor(0.0659),tensor(0.4314),tensor(0.1662),tensor(0.0958),tensor(0.6275)
312,tensor(0.0814),tensor(0.0446),tensor(0.4634),tensor(0.),tensor(0.),tensor(0.),tensor(0.0428),tensor(0.0235),tensor(0.2439),tensor(0.0685),tensor(0.0376),tensor(0.3902)
313,tensor(0.1099),tensor(0.0980),tensor(0.1250),tensor(0.),tensor(0.),tensor(0.),tensor(0.0659),tensor(0.0588),tensor(0.0750),tensor(0.0879),tensor(0.0784),tensor(0.1000)
314,tensor(0.0615),tensor(0.0324),tensor(0.6000),tensor(0.0147),tensor(0.0077),tensor(0.1471),tensor(0.0527),tensor(0.0278),tensor(0.5143),tensor(0.0586),tensor(0.0309),tensor(0.5714)
315,tensor(0.1206),tensor(0.0764),tensor(0.2857),tensor(0.0102),tensor(0.0064),tensor(0.0244),tensor(0.0503),tensor(0.0318),tensor(0.1190),tensor(0.1005),tensor(0.0637),tensor(0.2381)
316,tensor(0.2903),tensor(0.2000),tensor(0.5294),tensor(0.0820),tensor(0.0562),tensor(0.1515),tensor(0.1774),tensor(0.1222),tensor(0.3235),tensor(0.2097),tensor(0.1444),tensor(0.3824)
317,tensor(0.1290),tensor(0.0806),tensor(0.3226),tensor(0.0261),tensor(0.0163),tensor(0.0667),tensor(0.0774),tensor(0.0484),tensor(0.1935),tensor(0.1032),tensor(0.0645),tensor(0.2581)
318,tensor(0.1023),tensor(0.0618),tensor(0.2973),tensor(0.),tensor(0.),tensor(0.),tensor(0.0837),tensor(0.0506),tensor(0.2432),tensor(0.1023),tensor(0.0618),tensor(0.2973)
319,tensor(0.1771),tensor(0.1076),tensor(0.5000),tensor(0.0297),tensor(0.0180),tensor(0.0851),tensor(0.1033),tensor(0.0628),tensor(0.2917),tensor(0.1624),tensor(0.0987),tensor(0.4583)
320,tensor(0.2596),tensor(0.1598),tensor(0.6923),tensor(0.0971),tensor(0.0595),tensor(0.2632),tensor(0.1442),tensor(0.0888),tensor(0.3846),tensor(0.1827),tensor(0.1124),tensor(0.4872)
321,tensor(0.2903),tensor(0.2000),tensor(0.5294),tensor(0.0820),tensor(0.0562),tensor(0.1515),tensor(0.1774),tensor(0.1222),tensor(0.3235),tensor(0.2097),tensor(0.1444),tensor(0.3824)
322,tensor(0.6061),tensor(0.4918),tensor(0.7895),tensor(0.3918),tensor(0.3167),tensor(0.5135),tensor(0.3838),tensor(0.3115),tensor(0.5000),tensor(0.5859),tensor(0.4754),tensor(0.7632)
323,tensor(0.2511),tensor(0.1556),tensor(0.6512),tensor(0.1176),tensor(0.0726),tensor(0.3095),tensor(0.1525),tensor(0.0944),tensor(0.3953),tensor(0.1973),tensor(0.1222),tensor(0.5116)
324,tensor(0.2112),tensor(0.1296),tensor(0.5714),tensor(0.0731),tensor(0.0447),tensor(0.2000),tensor(0.1386),tensor(0.0850),tensor(0.3750),tensor(0.1848),tensor(0.1134),tensor(0.5000)
325,tensor(0.1304),tensor(0.0739),tensor(0.5526),tensor(0.0312),tensor(0.0177),tensor(0.1351),tensor(0.0932),tensor(0.0528),tensor(0.3947),tensor(0.1118),tensor(0.0634),tensor(0.4737)
326,tensor(0.2053),tensor(0.1211),tensor(0.6739),tensor(0.0533),tensor(0.0314),tensor(0.1778),tensor(0.0795),tensor(0.0469),tensor(0.2609),tensor(0.1523),tensor(0.0898),tensor(0.5000)
327,tensor(0.2275),tensor(0.1412),tensor(0.5854),tensor(0.0766),tensor(0.0473),tensor(0.2000),tensor(0.1706),tensor(0.1059),tensor(0.4390),tensor(0.1896),tensor(0.1176),tensor(0.4878)
328,tensor(0.1695),tensor(0.1010),tensor(0.5263),tensor(0.0513),tensor(0.0305),tensor(0.1622),tensor(0.0932),tensor(0.0556),tensor(0.2895),tensor(0.1525),tensor(0.0909),tensor(0.4737)
329,tensor(0.0982),tensor(0.0527),tensor(0.7059),tensor(0.0329),tensor(0.0176),tensor(0.2424),tensor(0.0695),tensor(0.0374),tensor(0.5000),tensor(0.0777),tensor(0.0418),tensor(0.5588)
330,tensor(0.2024),tensor(0.1190),tensor(0.6757),tensor(0.0408),tensor(0.0239),tensor(0.1389),tensor(0.1053),tensor(0.0619),tensor(0.3514),tensor(0.1377),tensor(0.0810),tensor(0.4595)
331,tensor(0.2839),tensor(0.2095),tensor(0.4400),tensor(0.1438),tensor(0.1058),tensor(0.2245),tensor(0.2065),tensor(0.1524),tensor(0.3200),tensor(0.2710),tensor(0.2000),tensor(0.4200)
332,tensor(0.1786),tensor(0.1220),tensor(0.3333),tensor(0.0241),tensor(0.0164),tensor(0.0455),tensor(0.0714),tensor(0.0488),tensor(0.1333),tensor(0.1429),tensor(0.0976),tensor(0.2667)
333,tensor(0.1872),tensor(0.1166),tensor(0.4750),tensor(0.0498),tensor(0.0309),tensor(0.1282),tensor(0.1379),tensor(0.0859),tensor(0.3500),tensor(0.1773),tensor(0.1104),tensor(0.4500)
334,tensor(0.2968),tensor(0.1966),tensor(0.6053),tensor(0.1307),tensor(0.0862),tensor(0.2703),tensor(0.1419),tensor(0.0940),tensor(0.2895),tensor(0.2323),tensor(0.1538),tensor(0.4737)
335,tensor(0.2683),tensor(0.1913),tensor(0.4490),tensor(0.0617),tensor(0.0439),tensor(0.1042),tensor(0.1829),tensor(0.1304),tensor(0.3061),tensor(0.2317),tensor(0.1652),tensor(0.3878)
336,tensor(0.2474),tensor(0.1475),tensor(0.7660),tensor(0.1038),tensor(0.0617),tensor(0.3261),tensor(0.1375),tensor(0.0820),tensor(0.4255),tensor(0.2405),tensor(0.1434),tensor(0.7447)
337,tensor(0.2778),tensor(0.1938),tensor(0.4902),tensor(0.1236),tensor(0.0859),tensor(0.2200),tensor(0.2000),tensor(0.1395),tensor(0.3529),tensor(0.2556),tensor(0.1783),tensor(0.4510)
338,tensor(0.1566),tensor(0.0924),tensor(0.5116),tensor(0.0502),tensor(0.0295),tensor(0.1667),tensor(0.0996),tensor(0.0588),tensor(0.3256),tensor(0.1423),tensor(0.0840),tensor(0.4651)
339,tensor(0.1083),tensor(0.0586),tensor(0.7037),tensor(0.0458),tensor(0.0248),tensor(0.3077),tensor(0.0741),tensor(0.0401),tensor(0.4815),tensor(0.0912),tensor(0.0494),tensor(0.5926)
340,tensor(0.1339),tensor(0.0800),tensor(0.4103),tensor(0.0338),tensor(0.0201),tensor(0.1053),tensor(0.0837),tensor(0.0500),tensor(0.2564),tensor(0.1172),tensor(0.0700),tensor(0.3590)
341,tensor(0.1287),tensor(0.0700),tensor(0.8000),tensor(0.0554),tensor(0.0301),tensor(0.3529),tensor(0.1011),tensor(0.0550),tensor(0.6286),tensor(0.1195),tensor(0.0650),tensor(0.7429)
342,tensor(0.1429),tensor(0.0787),tensor(0.7750),tensor(0.0787),tensor(0.0433),tensor(0.4359),tensor(0.0829),tensor(0.0457),tensor(0.4500),tensor(0.1152),tensor(0.0635),tensor(0.6250)
343,tensor(0.1248),tensor(0.0702),tensor(0.5614),tensor(0.0117),tensor(0.0066),tensor(0.0536),tensor(0.0585),tensor(0.0329),tensor(0.2632),tensor(0.0936),tensor(0.0526),tensor(0.4211)
344,tensor(0.2772),tensor(0.1806),tensor(0.5957),tensor(0.1400),tensor(0.0909),tensor(0.3043),tensor(0.1881),tensor(0.1226),tensor(0.4043),tensor(0.2277),tensor(0.1484),tensor(0.4894)
345,tensor(0.1636),tensor(0.1011),tensor(0.4286),tensor(0.0275),tensor(0.0169),tensor(0.0732),tensor(0.1000),tensor(0.0618),tensor(0.2619),tensor(0.1364),tensor(0.0843),tensor(0.3571)
346,tensor(0.2759),tensor(0.2069),tensor(0.4138),tensor(0.0471),tensor(0.0351),tensor(0.0714),tensor(0.1839),tensor(0.1379),tensor(0.2759),tensor(0.2069),tensor(0.1552),tensor(0.3103)
347,tensor(0.2439),tensor(0.1887),tensor(0.3448),tensor(0.0500),tensor(0.0385),tensor(0.0714),tensor(0.1463),tensor(0.1132),tensor(0.2069),tensor(0.1707),tensor(0.1321),tensor(0.2414)
348,tensor(0.2519),tensor(0.1635),tensor(0.5484),tensor(0.1053),tensor(0.0680),tensor(0.2333),tensor(0.1778),tensor(0.1154),tensor(0.3871),tensor(0.2222),tensor(0.1442),tensor(0.4839)
349,tensor(0.1941),tensor(0.1237),tensor(0.4510),tensor(0.0426),tensor(0.0270),tensor(0.1000),tensor(0.0928),tensor(0.0591),tensor(0.2157),tensor(0.1603),tensor(0.1022),tensor(0.3725)
350,tensor(0.2167),tensor(0.1806),tensor(0.2708),tensor(0.0508),tensor(0.0423),tensor(0.0638),tensor(0.1333),tensor(0.1111),tensor(0.1667),tensor(0.1833),tensor(0.1528),tensor(0.2292)
351,tensor(0.1523),tensor(0.0854),tensor(0.7045),tensor(0.0642),tensor(0.0359),tensor(0.3023),tensor(0.1032),tensor(0.0579),tensor(0.4773),tensor(0.1474),tensor(0.0826),tensor(0.6818)
352,tensor(0.1928),tensor(0.1137),tensor(0.6316),tensor(0.0729),tensor(0.0429),tensor(0.2432),tensor(0.1205),tensor(0.0711),tensor(0.3947),tensor(0.1928),tensor(0.1137),tensor(0.6316)
353,tensor(0.3192),tensor(0.2099),tensor(0.6667),tensor(0.1611),tensor(0.1056),tensor(0.3400),tensor(0.2254),tensor(0.1481),tensor(0.4706),tensor(0.3099),tensor(0.2037),tensor(0.6471)
354,tensor(0.5132),tensor(0.3900),tensor(0.7500),tensor(0.3467),tensor(0.2626),tensor(0.5098),tensor(0.3816),tensor(0.2900),tensor(0.5577),tensor(0.4079),tensor(0.3100),tensor(0.5962)
355,tensor(0.5000),tensor(0.3768),tensor(0.7429),tensor(0.3725),tensor(0.2794),tensor(0.5588),tensor(0.4615),tensor(0.3478),tensor(0.6857),tensor(0.4615),tensor(0.3478),tensor(0.6857)
356,tensor(0.2577),tensor(0.1736),tensor(0.5000),tensor(0.0745),tensor(0.0500),tensor(0.1463),tensor(0.1840),tensor(0.1240),tensor(0.3571),tensor(0.1840),tensor(0.1240),tensor(0.3571)
357,tensor(0.1745),tensor(0.1024),tensor(0.5909),tensor(0.0338),tensor(0.0198),tensor(0.1163),tensor(0.1074),tensor(0.0630),tensor(0.3636),tensor(0.1611),tensor(0.0945),tensor(0.5455)
358,tensor(0.0898),tensor(0.0498),tensor(0.4583),tensor(0.0205),tensor(0.0113),tensor(0.1064),tensor(0.0571),tensor(0.0317),tensor(0.2917),tensor(0.0735),tensor(0.0407),tensor(0.3750)
359,tensor(0.2698),tensor(0.1910),tensor(0.4595),tensor(0.1452),tensor(0.1023),tensor(0.2500),tensor(0.2381),tensor(0.1685),tensor(0.4054),tensor(0.2381),tensor(0.1685),tensor(0.4054)
360,tensor(0.0785),tensor(0.0430),tensor(0.4483),tensor(0.0304),tensor(0.0166),tensor(0.1786),tensor(0.0423),tensor(0.0232),tensor(0.2414),tensor(0.0604),tensor(0.0331),tensor(0.3448)
361,tensor(0.1735),tensor(0.1111),tensor(0.3958),tensor(0.0553),tensor(0.0353),tensor(0.1277),tensor(0.0913),tensor(0.0585),tensor(0.2083),tensor(0.1553),tensor(0.0994),tensor(0.3542)
362,tensor(0.2759),tensor(0.1975),tensor(0.4571),tensor(0.1228),tensor(0.0875),tensor(0.2059),tensor(0.1897),tensor(0.1358),tensor(0.3143),tensor(0.2586),tensor(0.1852),tensor(0.4286)
363,tensor(0.5690),tensor(0.5156),tensor(0.6346),tensor(0.3860),tensor(0.3492),tensor(0.4314),tensor(0.3276),tensor(0.2969),tensor(0.3654),tensor(0.5690),tensor(0.5156),tensor(0.6346)
364,tensor(0.2892),tensor(0.1935),tensor(0.5714),tensor(0.1220),tensor(0.0813),tensor(0.2439),tensor(0.1325),tensor(0.0887),tensor(0.2619),tensor(0.2530),tensor(0.1694),tensor(0.5000)
365,tensor(0.2756),tensor(0.1660),tensor(0.8125),tensor(0.1281),tensor(0.0769),tensor(0.3830),tensor(0.1696),tensor(0.1021),tensor(0.5000),tensor(0.2261),tensor(0.1362),tensor(0.6667)
366,tensor(0.1490),tensor(0.0864),tensor(0.5429),tensor(0.0632),tensor(0.0365),tensor(0.2353),tensor(0.1020),tensor(0.0591),tensor(0.3714),tensor(0.1333),tensor(0.0773),tensor(0.4857)
367,tensor(0.2649),tensor(0.1724),tensor(0.5714),tensor(0.0671),tensor(0.0435),tensor(0.1471),tensor(0.1325),tensor(0.0862),tensor(0.2857),tensor(0.1722),tensor(0.1121),tensor(0.3714)
368,tensor(0.2489),tensor(0.1534),tensor(0.6591),tensor(0.0866),tensor(0.0532),tensor(0.2326),tensor(0.1631),tensor(0.1005),tensor(0.4318),tensor(0.2232),tensor(0.1376),tensor(0.5909)
369,tensor(0.0767),tensor(0.0418),tensor(0.4706),tensor(0.0145),tensor(0.0079),tensor(0.0909),tensor(0.0480),tensor(0.0261),tensor(0.2941),tensor(0.0719),tensor(0.0392),tensor(0.4412)
370,tensor(0.2832),tensor(0.2000),tensor(0.4848),tensor(0.1081),tensor(0.0759),tensor(0.1875),tensor(0.2301),tensor(0.1625),tensor(0.3939),tensor(0.2655),tensor(0.1875),tensor(0.4545)
371,tensor(0.1759),tensor(0.1015),tensor(0.6585),tensor(0.0656),tensor(0.0377),tensor(0.2500),tensor(0.0912),tensor(0.0526),tensor(0.3415),tensor(0.1564),tensor(0.0902),tensor(0.5854)
372,tensor(0.1318),tensor(0.0759),tensor(0.5000),tensor(0.0173),tensor(0.0099),tensor(0.0667),tensor(0.0802),tensor(0.0462),tensor(0.3043),tensor(0.1146),tensor(0.0660),tensor(0.4348)
373,tensor(0.3562),tensor(0.2600),tensor(0.5652),tensor(0.0972),tensor(0.0707),tensor(0.1556),tensor(0.2192),tensor(0.1600),tensor(0.3478),tensor(0.3151),tensor(0.2300),tensor(0.5000)
374,tensor(0.0742),tensor(0.0398),tensor(0.5455),tensor(0.0124),tensor(0.0067),tensor(0.0938),tensor(0.0371),tensor(0.0199),tensor(0.2727),tensor(0.0577),tensor(0.0310),tensor(0.4242)
375,tensor(0.2222),tensor(0.1366),tensor(0.5946),tensor(0.0714),tensor(0.0437),tensor(0.1944),tensor(0.1717),tensor(0.1056),tensor(0.4595),tensor(0.1818),tensor(0.1118),tensor(0.4865)
376,tensor(0.3014),tensor(0.2157),tensor(0.5000),tensor(0.1127),tensor(0.0800),tensor(0.1905),tensor(0.3014),tensor(0.2157),tensor(0.5000),tensor(0.3014),tensor(0.2157),tensor(0.5000)
377,tensor(0.3582),tensor(0.2376),tensor(0.7273),tensor(0.2121),tensor(0.1400),tensor(0.4375),tensor(0.2836),tensor(0.1881),tensor(0.5758),tensor(0.3284),tensor(0.2178),tensor(0.6667)
378,tensor(0.1159),tensor(0.0648),tensor(0.5517),tensor(0.0219),tensor(0.0122),tensor(0.1071),tensor(0.0652),tensor(0.0364),tensor(0.3103),tensor(0.1014),tensor(0.0567),tensor(0.4828)
379,tensor(0.2105),tensor(0.1308),tensor(0.5385),tensor(0.1212),tensor(0.0751),tensor(0.3137),tensor(0.1504),tensor(0.0935),tensor(0.3846),tensor(0.1955),tensor(0.1215),tensor(0.5000)
380,tensor(0.2953),tensor(0.1833),tensor(0.7586),tensor(0.1497),tensor(0.0924),tensor(0.3929),tensor(0.2685),tensor(0.1667),tensor(0.6897),tensor(0.2819),tensor(0.1750),tensor(0.7241)
381,tensor(0.3791),tensor(0.2762),tensor(0.6042),tensor(0.2252),tensor(0.1635),tensor(0.3617),tensor(0.2745),tensor(0.2000),tensor(0.4375),tensor(0.3399),tensor(0.2476),tensor(0.5417)
382,tensor(0.2000),tensor(0.1195),tensor(0.6122),tensor(0.0872),tensor(0.0520),tensor(0.2708),tensor(0.1000),tensor(0.0598),tensor(0.3061),tensor(0.1800),tensor(0.1076),tensor(0.5510)
