,rouge1_fmeasure,rouge1_precision,rouge1_recall,rouge2_fmeasure,rouge2_precision,rouge2_recall,rougeL_fmeasure,rougeL_precision,rougeL_recall,rougeLsum_fmeasure,rougeLsum_precision,rougeLsum_recall
722,tensor(0.1429),tensor(0.0793),tensor(0.7200),tensor(0.0560),tensor(0.0310),tensor(0.2917),tensor(0.0794),tensor(0.0441),tensor(0.4000),tensor(0.1349),tensor(0.0749),tensor(0.6800)
723,tensor(0.2308),tensor(0.2609),tensor(0.2069),tensor(0.0400),tensor(0.0455),tensor(0.0357),tensor(0.1923),tensor(0.2174),tensor(0.1724),tensor(0.1923),tensor(0.2174),tensor(0.1724)
724,tensor(0.0870),tensor(0.0475),tensor(0.5172),tensor(0.0292),tensor(0.0159),tensor(0.1786),tensor(0.0522),tensor(0.0285),tensor(0.3103),tensor(0.0696),tensor(0.0380),tensor(0.4138)
725,tensor(0.2703),tensor(0.2020),tensor(0.4082),tensor(0.0411),tensor(0.0306),tensor(0.0625),tensor(0.1622),tensor(0.1212),tensor(0.2449),tensor(0.2297),tensor(0.1717),tensor(0.3469)
726,tensor(0.2190),tensor(0.1314),tensor(0.6571),tensor(0.0673),tensor(0.0402),tensor(0.2059),tensor(0.1333),tensor(0.0800),tensor(0.4000),tensor(0.2000),tensor(0.1200),tensor(0.6000)
727,tensor(0.1933),tensor(0.1090),tensor(0.8529),tensor(0.1141),tensor(0.0642),tensor(0.5152),tensor(0.1733),tensor(0.0977),tensor(0.7647),tensor(0.1933),tensor(0.1090),tensor(0.8529)
728,tensor(0.1210),tensor(0.0725),tensor(0.3659),tensor(0.),tensor(0.),tensor(0.),tensor(0.0806),tensor(0.0483),tensor(0.2439),tensor(0.1048),tensor(0.0628),tensor(0.3171)
729,tensor(0.1959),tensor(0.1206),tensor(0.5217),tensor(0.0329),tensor(0.0202),tensor(0.0889),tensor(0.1306),tensor(0.0804),tensor(0.3478),tensor(0.1714),tensor(0.1055),tensor(0.4565)
730,tensor(0.2331),tensor(0.1496),tensor(0.5278),tensor(0.0994),tensor(0.0635),tensor(0.2286),tensor(0.1227),tensor(0.0787),tensor(0.2778),tensor(0.2209),tensor(0.1417),tensor(0.5000)
731,tensor(0.3141),tensor(0.1948),tensor(0.8108),tensor(0.2116),tensor(0.1307),tensor(0.5556),tensor(0.2408),tensor(0.1494),tensor(0.6216),tensor(0.3037),tensor(0.1883),tensor(0.7838)
732,tensor(0.4190),tensor(0.4074),tensor(0.4314),tensor(0.2524),tensor(0.2453),tensor(0.2600),tensor(0.2667),tensor(0.2593),tensor(0.2745),tensor(0.4000),tensor(0.3889),tensor(0.4118)
733,tensor(0.2029),tensor(0.2059),tensor(0.2000),tensor(0.0896),tensor(0.0909),tensor(0.0882),tensor(0.1159),tensor(0.1176),tensor(0.1143),tensor(0.1159),tensor(0.1176),tensor(0.1143)
734,tensor(0.1156),tensor(0.0652),tensor(0.5111),tensor(0.0202),tensor(0.0114),tensor(0.0909),tensor(0.0653),tensor(0.0368),tensor(0.2889),tensor(0.1055),tensor(0.0595),tensor(0.4667)
735,tensor(0.0719),tensor(0.0384),tensor(0.5667),tensor(0.0212),tensor(0.0113),tensor(0.1724),tensor(0.0423),tensor(0.0226),tensor(0.3333),tensor(0.0592),tensor(0.0316),tensor(0.4667)
736,tensor(0.2378),tensor(0.1604),tensor(0.4595),tensor(0.0284),tensor(0.0190),tensor(0.0556),tensor(0.1119),tensor(0.0755),tensor(0.2162),tensor(0.1958),tensor(0.1321),tensor(0.3784)
737,tensor(0.2878),tensor(0.1835),tensor(0.6667),tensor(0.1314),tensor(0.0833),tensor(0.3103),tensor(0.1871),tensor(0.1193),tensor(0.4333),tensor(0.2878),tensor(0.1835),tensor(0.6667)
738,tensor(0.1122),tensor(0.0649),tensor(0.4146),tensor(0.0266),tensor(0.0153),tensor(0.1000),tensor(0.0726),tensor(0.0420),tensor(0.2683),tensor(0.1122),tensor(0.0649),tensor(0.4146)
739,tensor(0.2410),tensor(0.1852),tensor(0.3448),tensor(0.0741),tensor(0.0566),tensor(0.1071),tensor(0.1446),tensor(0.1111),tensor(0.2069),tensor(0.2169),tensor(0.1667),tensor(0.3103)
740,tensor(0.3121),tensor(0.2213),tensor(0.5294),tensor(0.0936),tensor(0.0661),tensor(0.1600),tensor(0.2081),tensor(0.1475),tensor(0.3529),tensor(0.2775),tensor(0.1967),tensor(0.4706)
741,tensor(0.2115),tensor(0.1803),tensor(0.2558),tensor(0.0196),tensor(0.0167),tensor(0.0238),tensor(0.1346),tensor(0.1148),tensor(0.1628),tensor(0.1923),tensor(0.1639),tensor(0.2326)
742,tensor(0.2733),tensor(0.1746),tensor(0.6286),tensor(0.1006),tensor(0.0640),tensor(0.2353),tensor(0.2112),tensor(0.1349),tensor(0.4857),tensor(0.2484),tensor(0.1587),tensor(0.5714)
743,tensor(0.3125),tensor(0.2273),tensor(0.5000),tensor(0.2128),tensor(0.1538),tensor(0.3448),tensor(0.2500),tensor(0.1818),tensor(0.4000),tensor(0.3125),tensor(0.2273),tensor(0.5000)
744,tensor(0.1266),tensor(0.0706),tensor(0.6154),tensor(0.0212),tensor(0.0118),tensor(0.1053),tensor(0.0686),tensor(0.0382),tensor(0.3333),tensor(0.0844),tensor(0.0471),tensor(0.4103)
745,tensor(0.1294),tensor(0.0721),tensor(0.6316),tensor(0.0163),tensor(0.0090),tensor(0.0811),tensor(0.0755),tensor(0.0420),tensor(0.3684),tensor(0.0863),tensor(0.0480),tensor(0.4211)
746,tensor(0.2621),tensor(0.1727),tensor(0.5429),tensor(0.0699),tensor(0.0459),tensor(0.1471),tensor(0.2069),tensor(0.1364),tensor(0.4286),tensor(0.2345),tensor(0.1545),tensor(0.4857)
747,tensor(0.3333),tensor(0.2283),tensor(0.6176),tensor(0.1452),tensor(0.0989),tensor(0.2727),tensor(0.1746),tensor(0.1196),tensor(0.3235),tensor(0.3016),tensor(0.2065),tensor(0.5588)
748,tensor(0.2902),tensor(0.1842),tensor(0.6829),tensor(0.1152),tensor(0.0728),tensor(0.2750),tensor(0.1658),tensor(0.1053),tensor(0.3902),tensor(0.2383),tensor(0.1513),tensor(0.5610)
749,tensor(0.1377),tensor(0.0774),tensor(0.6182),tensor(0.0447),tensor(0.0251),tensor(0.2037),tensor(0.0931),tensor(0.0524),tensor(0.4182),tensor(0.1093),tensor(0.0615),tensor(0.4909)
750,tensor(0.1929),tensor(0.1130),tensor(0.6585),tensor(0.0576),tensor(0.0336),tensor(0.2000),tensor(0.1214),tensor(0.0711),tensor(0.4146),tensor(0.1714),tensor(0.1004),tensor(0.5854)
751,tensor(0.3361),tensor(0.2353),tensor(0.5882),tensor(0.1709),tensor(0.1190),tensor(0.3030),tensor(0.2521),tensor(0.1765),tensor(0.4412),tensor(0.3361),tensor(0.2353),tensor(0.5882)
752,tensor(0.0665),tensor(0.0360),tensor(0.4419),tensor(0.),tensor(0.),tensor(0.),tensor(0.0350),tensor(0.0189),tensor(0.2326),tensor(0.0560),tensor(0.0303),tensor(0.3721)
753,tensor(0.2313),tensor(0.1422),tensor(0.6200),tensor(0.0451),tensor(0.0276),tensor(0.1224),tensor(0.1269),tensor(0.0780),tensor(0.3400),tensor(0.2015),tensor(0.1239),tensor(0.5400)
754,tensor(0.1157),tensor(0.0640),tensor(0.6000),tensor(0.0194),tensor(0.0107),tensor(0.1026),tensor(0.0675),tensor(0.0373),tensor(0.3500),tensor(0.0867),tensor(0.0480),tensor(0.4500)
755,tensor(0.1411),tensor(0.0787),tensor(0.6829),tensor(0.0456),tensor(0.0254),tensor(0.2250),tensor(0.0856),tensor(0.0478),tensor(0.4146),tensor(0.1259),tensor(0.0702),tensor(0.6098)
756,tensor(0.1397),tensor(0.0798),tensor(0.5600),tensor(0.0451),tensor(0.0257),tensor(0.1837),tensor(0.0948),tensor(0.0541),tensor(0.3800),tensor(0.1197),tensor(0.0684),tensor(0.4800)
757,tensor(0.2754),tensor(0.1840),tensor(0.5476),tensor(0.0606),tensor(0.0403),tensor(0.1220),tensor(0.1677),tensor(0.1120),tensor(0.3333),tensor(0.1916),tensor(0.1280),tensor(0.3810)
758,tensor(0.1565),tensor(0.0891),tensor(0.6429),tensor(0.0583),tensor(0.0331),tensor(0.2439),tensor(0.1101),tensor(0.0627),tensor(0.4524),tensor(0.1449),tensor(0.0825),tensor(0.5952)
759,tensor(0.2734),tensor(0.1900),tensor(0.4872),tensor(0.0730),tensor(0.0505),tensor(0.1316),tensor(0.1727),tensor(0.1200),tensor(0.3077),tensor(0.2590),tensor(0.1800),tensor(0.4615)
760,tensor(0.2286),tensor(0.1429),tensor(0.5714),tensor(0.0673),tensor(0.0419),tensor(0.1707),tensor(0.1048),tensor(0.0655),tensor(0.2619),tensor(0.1810),tensor(0.1131),tensor(0.4524)
761,tensor(0.2785),tensor(0.1732),tensor(0.7097),tensor(0.1154),tensor(0.0714),tensor(0.3000),tensor(0.1646),tensor(0.1024),tensor(0.4194),tensor(0.2658),tensor(0.1654),tensor(0.6774)
762,tensor(0.2167),tensor(0.1390),tensor(0.4906),tensor(0.0924),tensor(0.0591),tensor(0.2115),tensor(0.1083),tensor(0.0695),tensor(0.2453),tensor(0.1750),tensor(0.1123),tensor(0.3962)
763,tensor(0.2113),tensor(0.1261),tensor(0.6512),tensor(0.0760),tensor(0.0452),tensor(0.2381),tensor(0.1208),tensor(0.0721),tensor(0.3721),tensor(0.1660),tensor(0.0991),tensor(0.5116)
764,tensor(0.1313),tensor(0.0737),tensor(0.6047),tensor(0.0355),tensor(0.0199),tensor(0.1667),tensor(0.1010),tensor(0.0567),tensor(0.4651),tensor(0.1313),tensor(0.0737),tensor(0.6047)
765,tensor(0.1713),tensor(0.0949),tensor(0.8750),tensor(0.0923),tensor(0.0510),tensor(0.4839),tensor(0.1407),tensor(0.0780),tensor(0.7188),tensor(0.1590),tensor(0.0881),tensor(0.8125)
766,tensor(0.2646),tensor(0.1773),tensor(0.5208),tensor(0.1070),tensor(0.0714),tensor(0.2128),tensor(0.1164),tensor(0.0780),tensor(0.2292),tensor(0.1799),tensor(0.1206),tensor(0.3542)
767,tensor(0.1860),tensor(0.1137),tensor(0.5106),tensor(0.0625),tensor(0.0381),tensor(0.1739),tensor(0.1008),tensor(0.0616),tensor(0.2766),tensor(0.1473),tensor(0.0900),tensor(0.4043)
768,tensor(0.2169),tensor(0.1488),tensor(0.4000),tensor(0.0488),tensor(0.0333),tensor(0.0909),tensor(0.1325),tensor(0.0909),tensor(0.2444),tensor(0.1928),tensor(0.1322),tensor(0.3556)
769,tensor(0.3355),tensor(0.2185),tensor(0.7222),tensor(0.2092),tensor(0.1356),tensor(0.4571),tensor(0.2581),tensor(0.1681),tensor(0.5556),tensor(0.2968),tensor(0.1933),tensor(0.6389)
770,tensor(0.2231),tensor(0.1357),tensor(0.6279),tensor(0.1000),tensor(0.0606),tensor(0.2857),tensor(0.0992),tensor(0.0603),tensor(0.2791),tensor(0.1983),tensor(0.1206),tensor(0.5581)
771,tensor(0.2985),tensor(0.2151),tensor(0.4878),tensor(0.1364),tensor(0.0978),tensor(0.2250),tensor(0.2239),tensor(0.1613),tensor(0.3659),tensor(0.2836),tensor(0.2043),tensor(0.4634)
772,tensor(0.2086),tensor(0.1239),tensor(0.6591),tensor(0.0797),tensor(0.0472),tensor(0.2558),tensor(0.1007),tensor(0.0598),tensor(0.3182),tensor(0.1942),tensor(0.1154),tensor(0.6136)
773,tensor(0.1818),tensor(0.1154),tensor(0.4286),tensor(0.0368),tensor(0.0233),tensor(0.0882),tensor(0.1091),tensor(0.0692),tensor(0.2571),tensor(0.1333),tensor(0.0846),tensor(0.3143)
774,tensor(0.1971),tensor(0.1122),tensor(0.8095),tensor(0.0875),tensor(0.0497),tensor(0.3659),tensor(0.0986),tensor(0.0561),tensor(0.4048),tensor(0.1623),tensor(0.0924),tensor(0.6667)
775,tensor(0.1600),tensor(0.1538),tensor(0.1667),tensor(0.0204),tensor(0.0196),tensor(0.0213),tensor(0.1200),tensor(0.1154),tensor(0.1250),tensor(0.1200),tensor(0.1154),tensor(0.1250)
776,tensor(0.2073),tensor(0.1258),tensor(0.5882),tensor(0.0628),tensor(0.0380),tensor(0.1818),tensor(0.1347),tensor(0.0818),tensor(0.3824),tensor(0.1451),tensor(0.0881),tensor(0.4118)
777,tensor(0.1393),tensor(0.0813),tensor(0.4857),tensor(0.0413),tensor(0.0240),tensor(0.1471),tensor(0.0820),tensor(0.0478),tensor(0.2857),tensor(0.1066),tensor(0.0622),tensor(0.3714)
778,tensor(0.5979),tensor(0.4462),tensor(0.9062),tensor(0.3789),tensor(0.2812),tensor(0.5806),tensor(0.5361),tensor(0.4000),tensor(0.8125),tensor(0.5361),tensor(0.4000),tensor(0.8125)
779,tensor(0.2344),tensor(0.1397),tensor(0.7273),tensor(0.0664),tensor(0.0395),tensor(0.2093),tensor(0.1392),tensor(0.0830),tensor(0.4318),tensor(0.1832),tensor(0.1092),tensor(0.5682)
780,tensor(0.2222),tensor(0.1453),tensor(0.4722),tensor(0.0530),tensor(0.0345),tensor(0.1143),tensor(0.1176),tensor(0.0769),tensor(0.2500),tensor(0.2092),tensor(0.1368),tensor(0.4444)
781,tensor(0.2051),tensor(0.1468),tensor(0.3404),tensor(0.0390),tensor(0.0278),tensor(0.0652),tensor(0.1282),tensor(0.0917),tensor(0.2128),tensor(0.1923),tensor(0.1376),tensor(0.3191)
782,tensor(0.1230),tensor(0.0698),tensor(0.5172),tensor(0.0083),tensor(0.0047),tensor(0.0357),tensor(0.0656),tensor(0.0372),tensor(0.2759),tensor(0.1230),tensor(0.0698),tensor(0.5172)
783,tensor(0.2717),tensor(0.1825),tensor(0.5319),tensor(0.1099),tensor(0.0735),tensor(0.2174),tensor(0.1630),tensor(0.1095),tensor(0.3191),tensor(0.2391),tensor(0.1606),tensor(0.4681)
784,tensor(0.2162),tensor(0.2500),tensor(0.1905),tensor(0.0556),tensor(0.0645),tensor(0.0488),tensor(0.1351),tensor(0.1562),tensor(0.1190),tensor(0.1622),tensor(0.1875),tensor(0.1429)
785,tensor(0.2604),tensor(0.1724),tensor(0.5319),tensor(0.0632),tensor(0.0417),tensor(0.1304),tensor(0.1250),tensor(0.0828),tensor(0.2553),tensor(0.2083),tensor(0.1379),tensor(0.4255)
786,tensor(0.3486),tensor(0.3115),tensor(0.3958),tensor(0.0935),tensor(0.0833),tensor(0.1064),tensor(0.2018),tensor(0.1803),tensor(0.2292),tensor(0.2569),tensor(0.2295),tensor(0.2917)
787,tensor(0.1514),tensor(0.0888),tensor(0.5135),tensor(0.0161),tensor(0.0094),tensor(0.0556),tensor(0.0797),tensor(0.0467),tensor(0.2703),tensor(0.1116),tensor(0.0654),tensor(0.3784)
788,tensor(0.3089),tensor(0.2346),tensor(0.4524),tensor(0.0992),tensor(0.0750),tensor(0.1463),tensor(0.1789),tensor(0.1358),tensor(0.2619),tensor(0.3089),tensor(0.2346),tensor(0.4524)
789,tensor(0.2091),tensor(0.1243),tensor(0.6571),tensor(0.0642),tensor(0.0380),tensor(0.2059),tensor(0.1545),tensor(0.0919),tensor(0.4857),tensor(0.1636),tensor(0.0973),tensor(0.5143)
790,tensor(0.1202),tensor(0.0669),tensor(0.5946),tensor(0.0385),tensor(0.0213),tensor(0.1944),tensor(0.0710),tensor(0.0395),tensor(0.3514),tensor(0.0929),tensor(0.0517),tensor(0.4595)
791,tensor(0.1639),tensor(0.0954),tensor(0.5814),tensor(0.0330),tensor(0.0192),tensor(0.1190),tensor(0.0918),tensor(0.0534),tensor(0.3256),tensor(0.1443),tensor(0.0840),tensor(0.5116)
792,tensor(0.1063),tensor(0.0615),tensor(0.3902),tensor(0.0201),tensor(0.0116),tensor(0.0750),tensor(0.0797),tensor(0.0462),tensor(0.2927),tensor(0.0997),tensor(0.0577),tensor(0.3659)
793,tensor(0.1481),tensor(0.1124),tensor(0.2174),tensor(0.),tensor(0.),tensor(0.),tensor(0.0593),tensor(0.0449),tensor(0.0870),tensor(0.0889),tensor(0.0674),tensor(0.1304)
794,tensor(0.1969),tensor(0.1159),tensor(0.6531),tensor(0.0743),tensor(0.0436),tensor(0.2500),tensor(0.0800),tensor(0.0471),tensor(0.2653),tensor(0.1723),tensor(0.1014),tensor(0.5714)
795,tensor(0.3380),tensor(0.2243),tensor(0.6857),tensor(0.2143),tensor(0.1415),tensor(0.4412),tensor(0.2958),tensor(0.1963),tensor(0.6000),tensor(0.3380),tensor(0.2243),tensor(0.6857)
796,tensor(0.3153),tensor(0.2023),tensor(0.7143),tensor(0.1091),tensor(0.0698),tensor(0.2500),tensor(0.1622),tensor(0.1040),tensor(0.3673),tensor(0.2432),tensor(0.1561),tensor(0.5510)
797,tensor(0.3304),tensor(0.2317),tensor(0.5758),tensor(0.1062),tensor(0.0741),tensor(0.1875),tensor(0.2435),tensor(0.1707),tensor(0.4242),tensor(0.2957),tensor(0.2073),tensor(0.5152)
798,tensor(0.1610),tensor(0.0935),tensor(0.5778),tensor(0.0249),tensor(0.0144),tensor(0.0909),tensor(0.0991),tensor(0.0576),tensor(0.3556),tensor(0.1362),tensor(0.0791),tensor(0.4889)
799,tensor(0.1749),tensor(0.1000),tensor(0.6957),tensor(0.0604),tensor(0.0345),tensor(0.2444),tensor(0.1093),tensor(0.0625),tensor(0.4348),tensor(0.1530),tensor(0.0875),tensor(0.6087)
800,tensor(0.2162),tensor(0.2500),tensor(0.1905),tensor(0.0556),tensor(0.0645),tensor(0.0488),tensor(0.1351),tensor(0.1562),tensor(0.1190),tensor(0.1622),tensor(0.1875),tensor(0.1429)
801,tensor(0.1880),tensor(0.1131),tensor(0.5556),tensor(0.0833),tensor(0.0500),tensor(0.2500),tensor(0.1203),tensor(0.0724),tensor(0.3556),tensor(0.1654),tensor(0.0995),tensor(0.4889)
802,tensor(0.2180),tensor(0.1456),tensor(0.4340),tensor(0.0191),tensor(0.0127),tensor(0.0385),tensor(0.1137),tensor(0.0759),tensor(0.2264),tensor(0.1517),tensor(0.1013),tensor(0.3019)
803,tensor(0.3452),tensor(0.2214),tensor(0.7838),tensor(0.2048),tensor(0.1308),tensor(0.4722),tensor(0.2976),tensor(0.1908),tensor(0.6757),tensor(0.3214),tensor(0.2061),tensor(0.7297)
804,tensor(0.2464),tensor(0.1619),tensor(0.5152),tensor(0.0441),tensor(0.0288),tensor(0.0938),tensor(0.1014),tensor(0.0667),tensor(0.2121),tensor(0.2174),tensor(0.1429),tensor(0.4545)
805,tensor(0.2118),tensor(0.1314),tensor(0.5455),tensor(0.0238),tensor(0.0147),tensor(0.0625),tensor(0.0941),tensor(0.0584),tensor(0.2424),tensor(0.1529),tensor(0.0949),tensor(0.3939)
806,tensor(0.2044),tensor(0.1228),tensor(0.6087),tensor(0.0368),tensor(0.0220),tensor(0.1111),tensor(0.1022),tensor(0.0614),tensor(0.3043),tensor(0.1898),tensor(0.1140),tensor(0.5652)
807,tensor(0.1350),tensor(0.0795),tensor(0.4468),tensor(0.0388),tensor(0.0228),tensor(0.1304),tensor(0.0836),tensor(0.0492),tensor(0.2766),tensor(0.1350),tensor(0.0795),tensor(0.4468)
808,tensor(0.2128),tensor(0.1389),tensor(0.4545),tensor(0.0719),tensor(0.0467),tensor(0.1562),tensor(0.1277),tensor(0.0833),tensor(0.2727),tensor(0.1560),tensor(0.1019),tensor(0.3333)
809,tensor(0.1159),tensor(0.0664),tensor(0.4571),tensor(0.0146),tensor(0.0083),tensor(0.0588),tensor(0.0797),tensor(0.0456),tensor(0.3143),tensor(0.0870),tensor(0.0498),tensor(0.3429)
810,tensor(0.3040),tensor(0.2000),tensor(0.6333),tensor(0.0488),tensor(0.0319),tensor(0.1034),tensor(0.1760),tensor(0.1158),tensor(0.3667),tensor(0.2080),tensor(0.1368),tensor(0.4333)
811,tensor(0.2639),tensor(0.1610),tensor(0.7308),tensor(0.0629),tensor(0.0383),tensor(0.1765),tensor(0.1458),tensor(0.0890),tensor(0.4038),tensor(0.1806),tensor(0.1102),tensor(0.5000)
812,tensor(0.1986),tensor(0.1458),tensor(0.3111),tensor(0.0432),tensor(0.0316),tensor(0.0682),tensor(0.1135),tensor(0.0833),tensor(0.1778),tensor(0.1560),tensor(0.1146),tensor(0.2444)
813,tensor(0.3010),tensor(0.1925),tensor(0.6889),tensor(0.1373),tensor(0.0875),tensor(0.3182),tensor(0.2330),tensor(0.1491),tensor(0.5333),tensor(0.2816),tensor(0.1801),tensor(0.6444)
814,tensor(0.1527),tensor(0.0882),tensor(0.5676),tensor(0.0513),tensor(0.0295),tensor(0.1944),tensor(0.1018),tensor(0.0588),tensor(0.3784),tensor(0.1236),tensor(0.0714),tensor(0.4595)
815,tensor(0.3289),tensor(0.2067),tensor(0.8043),tensor(0.1794),tensor(0.1124),tensor(0.4444),tensor(0.1778),tensor(0.1117),tensor(0.4348),tensor(0.3111),tensor(0.1955),tensor(0.7609)
816,tensor(0.2182),tensor(0.1311),tensor(0.6486),tensor(0.0642),tensor(0.0385),tensor(0.1944),tensor(0.1455),tensor(0.0874),tensor(0.4324),tensor(0.1727),tensor(0.1038),tensor(0.5135)
817,tensor(0.1237),tensor(0.0833),tensor(0.2400),tensor(0.),tensor(0.),tensor(0.),tensor(0.0619),tensor(0.0417),tensor(0.1200),tensor(0.0928),tensor(0.0625),tensor(0.1800)
818,tensor(0.2128),tensor(0.1316),tensor(0.5556),tensor(0.0860),tensor(0.0530),tensor(0.2286),tensor(0.1596),tensor(0.0987),tensor(0.4167),tensor(0.1809),tensor(0.1118),tensor(0.4722)
819,tensor(0.0997),tensor(0.0552),tensor(0.5152),tensor(0.0236),tensor(0.0130),tensor(0.1250),tensor(0.0587),tensor(0.0325),tensor(0.3030),tensor(0.0821),tensor(0.0455),tensor(0.4242)
820,tensor(0.1831),tensor(0.1287),tensor(0.3171),tensor(0.0286),tensor(0.0200),tensor(0.0500),tensor(0.0845),tensor(0.0594),tensor(0.1463),tensor(0.1408),tensor(0.0990),tensor(0.2439)
821,tensor(0.2872),tensor(0.1971),tensor(0.5294),tensor(0.0860),tensor(0.0588),tensor(0.1600),tensor(0.1596),tensor(0.1095),tensor(0.2941),tensor(0.2447),tensor(0.1679),tensor(0.4510)
822,tensor(0.1736),tensor(0.1045),tensor(0.5111),tensor(0.0456),tensor(0.0274),tensor(0.1364),tensor(0.0981),tensor(0.0591),tensor(0.2889),tensor(0.1358),tensor(0.0818),tensor(0.4000)
823,tensor(0.1111),tensor(0.0833),tensor(0.1667),tensor(0.0161),tensor(0.0120),tensor(0.0244),tensor(0.0635),tensor(0.0476),tensor(0.0952),tensor(0.0952),tensor(0.0714),tensor(0.1429)
824,tensor(0.1714),tensor(0.1714),tensor(0.1714),tensor(0.),tensor(0.),tensor(0.),tensor(0.1429),tensor(0.1429),tensor(0.1429),tensor(0.1429),tensor(0.1429),tensor(0.1429)
825,tensor(0.2164),tensor(0.1242),tensor(0.8367),tensor(0.0690),tensor(0.0395),tensor(0.2708),tensor(0.1214),tensor(0.0697),tensor(0.4694),tensor(0.1530),tensor(0.0879),tensor(0.5918)
826,tensor(0.2759),tensor(0.2000),tensor(0.4444),tensor(0.0699),tensor(0.0505),tensor(0.1136),tensor(0.1655),tensor(0.1200),tensor(0.2667),tensor(0.2069),tensor(0.1500),tensor(0.3333)
827,tensor(0.1513),tensor(0.0871),tensor(0.5750),tensor(0.0596),tensor(0.0342),tensor(0.2308),tensor(0.0789),tensor(0.0455),tensor(0.3000),tensor(0.1382),tensor(0.0795),tensor(0.5250)
828,tensor(0.1812),tensor(0.1036),tensor(0.7222),tensor(0.0702),tensor(0.0400),tensor(0.2857),tensor(0.1045),tensor(0.0598),tensor(0.4167),tensor(0.1533),tensor(0.0876),tensor(0.6111)
829,tensor(0.2521),tensor(0.1596),tensor(0.6000),tensor(0.0932),tensor(0.0588),tensor(0.2245),tensor(0.1261),tensor(0.0798),tensor(0.3000),tensor(0.1933),tensor(0.1223),tensor(0.4600)
830,tensor(0.2085),tensor(0.1262),tensor(0.6000),tensor(0.1167),tensor(0.0704),tensor(0.3409),tensor(0.1622),tensor(0.0981),tensor(0.4667),tensor(0.1853),tensor(0.1121),tensor(0.5333)
831,tensor(0.2778),tensor(0.2632),tensor(0.2941),tensor(0.1143),tensor(0.1081),tensor(0.1212),tensor(0.2222),tensor(0.2105),tensor(0.2353),tensor(0.2500),tensor(0.2368),tensor(0.2647)
832,tensor(0.1555),tensor(0.0873),tensor(0.7115),tensor(0.0464),tensor(0.0260),tensor(0.2157),tensor(0.0840),tensor(0.0472),tensor(0.3846),tensor(0.1303),tensor(0.0731),tensor(0.5962)
833,tensor(0.2315),tensor(0.1364),tensor(0.7647),tensor(0.1313),tensor(0.0772),tensor(0.4400),tensor(0.1246),tensor(0.0734),tensor(0.4118),tensor(0.2255),tensor(0.1329),tensor(0.7451)
834,tensor(0.2791),tensor(0.2250),tensor(0.3673),tensor(0.0787),tensor(0.0633),tensor(0.1042),tensor(0.1860),tensor(0.1500),tensor(0.2449),tensor(0.2481),tensor(0.2000),tensor(0.3265)
835,tensor(0.1281),tensor(0.0798),tensor(0.3250),tensor(0.0100),tensor(0.0062),tensor(0.0256),tensor(0.0690),tensor(0.0429),tensor(0.1750),tensor(0.1182),tensor(0.0736),tensor(0.3000)
836,tensor(0.1757),tensor(0.1044),tensor(0.5532),tensor(0.0408),tensor(0.0242),tensor(0.1304),tensor(0.0946),tensor(0.0562),tensor(0.2979),tensor(0.1216),tensor(0.0723),tensor(0.3830)
837,tensor(0.1118),tensor(0.0619),tensor(0.5745),tensor(0.0499),tensor(0.0276),tensor(0.2609),tensor(0.0745),tensor(0.0413),tensor(0.3830),tensor(0.1077),tensor(0.0596),tensor(0.5532)
838,tensor(0.1056),tensor(0.0578),tensor(0.6129),tensor(0.0335),tensor(0.0183),tensor(0.2000),tensor(0.0833),tensor(0.0456),tensor(0.4839),tensor(0.0944),tensor(0.0517),tensor(0.5484)
839,tensor(0.1301),tensor(0.0751),tensor(0.4848),tensor(0.0410),tensor(0.0236),tensor(0.1562),tensor(0.0732),tensor(0.0423),tensor(0.2727),tensor(0.1220),tensor(0.0704),tensor(0.4545)
840,tensor(0.0927),tensor(0.0517),tensor(0.4516),tensor(0.),tensor(0.),tensor(0.),tensor(0.0397),tensor(0.0221),tensor(0.1935),tensor(0.0861),tensor(0.0480),tensor(0.4194)
841,tensor(0.3506),tensor(0.2389),tensor(0.6585),tensor(0.0921),tensor(0.0625),tensor(0.1750),tensor(0.1688),tensor(0.1150),tensor(0.3171),tensor(0.2857),tensor(0.1947),tensor(0.5366)
842,tensor(0.3256),tensor(0.2530),tensor(0.4565),tensor(0.1417),tensor(0.1098),tensor(0.2000),tensor(0.2481),tensor(0.1928),tensor(0.3478),tensor(0.2636),tensor(0.2048),tensor(0.3696)
843,tensor(0.2914),tensor(0.1880),tensor(0.6471),tensor(0.0940),tensor(0.0603),tensor(0.2121),tensor(0.2119),tensor(0.1368),tensor(0.4706),tensor(0.2252),tensor(0.1453),tensor(0.5000)
844,tensor(0.2222),tensor(0.1397),tensor(0.5429),tensor(0.0592),tensor(0.0370),tensor(0.1471),tensor(0.1170),tensor(0.0735),tensor(0.2857),tensor(0.1988),tensor(0.1250),tensor(0.4857)
845,tensor(0.2456),tensor(0.1591),tensor(0.5385),tensor(0.0355),tensor(0.0229),tensor(0.0789),tensor(0.1053),tensor(0.0682),tensor(0.2308),tensor(0.2105),tensor(0.1364),tensor(0.4615)
846,tensor(0.2629),tensor(0.1783),tensor(0.5000),tensor(0.1040),tensor(0.0703),tensor(0.2000),tensor(0.1257),tensor(0.0853),tensor(0.2391),tensor(0.2171),tensor(0.1473),tensor(0.4130)
