rouge1_fmeasure,rouge1_precision,rouge1_recall,rouge2_fmeasure,rouge2_precision,rouge2_recall,rougeL_fmeasure,rougeL_precision,rougeL_recall,rougeLsum_fmeasure,rougeLsum_precision,rougeLsum_recall,type,score_sum,score_avg,r1_sum,r2_sum,rL_sum,rLsum_sum
0.2576,0.1838,0.4429,0.0433,0.0308,0.0752,0.129,0.0919,0.2226,0.2053,0.1464,0.3537,fff,2.1825,0.1819,0.8843,0.1493,0.4435,0.7054
0.2566,0.1829,0.4426,0.0433,0.0308,0.0754,0.1285,0.0914,0.2226,0.2054,0.1463,0.3548,fft,2.1806,0.1817,0.8821,0.1495,0.4425,0.7065
0.2578,0.184,0.4437,0.0435,0.031,0.0755,0.1302,0.0927,0.2249,0.2054,0.1464,0.3541,ftf,2.1892,0.1824,0.8855,0.15,0.4478,0.7059
0.2565,0.1827,0.4429,0.0437,0.0311,0.0761,0.1283,0.0913,0.222,0.2046,0.1456,0.3539,ftt,2.1787,0.1816,0.8821,0.1509,0.4416,0.7041
0.2606,0.1882,0.4366,0.0472,0.034,0.0793,0.1331,0.0962,0.2229,0.2093,0.1512,0.3503,tff,2.2089,0.1841,0.8854,0.1605,0.4522,0.7108
0.2606,0.188,0.4381,0.0435,0.0313,0.0739,0.13,0.0937,0.219,0.2068,0.1491,0.348,tft,2.182,0.1818,0.8867,0.1487,0.4427,0.7039
0.2594,0.1873,0.4354,0.0461,0.0332,0.0778,0.1338,0.0966,0.2243,0.2069,0.1494,0.3469,ttf,2.1971,0.1831,0.8821,0.1571,0.4547,0.7032
0.2606,0.188,0.4381,0.0435,0.0313,0.0739,0.1294,0.0932,0.2181,0.2065,0.1489,0.3476,ttt,2.1791,0.1816,0.8867,0.1487,0.4407,0.703
