,Original Article,Original Summary,"('Tm',)","('Lex',)","('Luhn',)","('Lsa',)","('Tr',)","('LDA',)","('Tm', 'Lex')","('Tm', 'Luhn')","('Tm', 'Lsa')","('Tm', 'Tr')","('Tm', 'LDA')","('Lex', 'Luhn')","('Lex', 'Lsa')","('Lex', 'Tr')","('Lex', 'LDA')","('Luhn', 'Lsa')","('Luhn', 'Tr')","('Luhn', 'LDA')","('Lsa', 'Tr')","('Lsa', 'LDA')","('Tr', 'LDA')","('Tm', 'Lex', 'Luhn')","('Tm', 'Lex', 'Lsa')","('Tm', 'Lex', 'Tr')","('Tm', 'Lex', 'LDA')","('Tm', 'Luhn', 'Lsa')","('Tm', 'Luhn', 'Tr')","('Tm', 'Luhn', 'LDA')","('Tm', 'Lsa', 'Tr')","('Tm', 'Lsa', 'LDA')","('Tm', 'Tr', 'LDA')","('Lex', 'Luhn', 'Lsa')","('Lex', 'Luhn', 'Tr')","('Lex', 'Luhn', 'LDA')","('Lex', 'Lsa', 'Tr')","('Lex', 'Lsa', 'LDA')","('Lex', 'Tr', 'LDA')","('Luhn', 'Lsa', 'Tr')","('Luhn', 'Lsa', 'LDA')","('Luhn', 'Tr', 'LDA')","('Lsa', 'Tr', 'LDA')","('Tm', 'Lex', 'Luhn', 'Lsa')","('Tm', 'Lex', 'Luhn', 'Tr')","('Tm', 'Lex', 'Luhn', 'LDA')","('Tm', 'Lex', 'Lsa', 'Tr')","('Tm', 'Lex', 'Lsa', 'LDA')","('Tm', 'Lex', 'Tr', 'LDA')","('Tm', 'Luhn', 'Lsa', 'Tr')","('Tm', 'Luhn', 'Lsa', 'LDA')","('Tm', 'Luhn', 'Tr', 'LDA')","('Tm', 'Lsa', 'Tr', 'LDA')","('Lex', 'Luhn', 'Lsa', 'Tr')","('Lex', 'Luhn', 'Lsa', 'LDA')","('Lex', 'Luhn', 'Tr', 'LDA')","('Lex', 'Lsa', 'Tr', 'LDA')","('Luhn', 'Lsa', 'Tr', 'LDA')","('Tm', 'Lex', 'Luhn', 'Lsa', 'Tr')","('Tm', 'Lex', 'Luhn', 'Lsa', 'LDA')","('Tm', 'Lex', 'Luhn', 'Tr', 'LDA')","('Tm', 'Lex', 'Lsa', 'Tr', 'LDA')","('Tm', 'Luhn', 'Lsa', 'Tr', 'LDA')","('Lex', 'Luhn', 'Lsa', 'Tr', 'LDA')","('Tm', 'Lex', 'Luhn', 'Lsa', 'Tr', 'LDA')"
rouge1_fmeasure,tensor(0.0359),tensor(1.),tensor(0.2732),tensor(0.3208),tensor(0.2677),tensor(0.2328),tensor(0.3042),tensor(0.2619),tensor(0.2978),tensor(0.2679),tensor(0.2707),tensor(0.2730),tensor(0.2711),tensor(0.2946),tensor(0.3117),tensor(0.3193),tensor(0.3140),tensor(0.2691),tensor(0.2698),tensor(0.2624),tensor(0.2398),tensor(0.2497),tensor(0.2760),tensor(0.2884),tensor(0.2935),tensor(0.2970),tensor(0.2984),tensor(0.2709),tensor(0.2679),tensor(0.2647),tensor(0.2719),tensor(0.2695),tensor(0.2712),tensor(0.3007),tensor(0.2961),tensor(0.2892),tensor(0.3122),tensor(0.3060),tensor(0.3156),tensor(0.2709),tensor(0.2673),tensor(0.2649),tensor(0.2556),tensor(0.2887),tensor(0.2878),tensor(0.2877),tensor(0.2942),tensor(0.2968),tensor(0.2995),tensor(0.2713),tensor(0.2689),tensor(0.2662),tensor(0.2701),tensor(0.3012),tensor(0.2943),tensor(0.2921),tensor(0.3084),tensor(0.2680),tensor(0.2879),tensor(0.2871),tensor(0.2884),tensor(0.2957),tensor(0.2699),tensor(0.2932),tensor(0.2871)
rouge1_precision,tensor(0.0184),tensor(1.),tensor(0.2036),tensor(0.2566),tensor(0.1930),tensor(0.2401),tensor(0.2426),tensor(0.1917),tensor(0.2255),tensor(0.1941),tensor(0.2035),tensor(0.2030),tensor(0.2013),tensor(0.2174),tensor(0.2594),tensor(0.2550),tensor(0.2480),tensor(0.1973),tensor(0.1945),tensor(0.1895),tensor(0.2386),tensor(0.2398),tensor(0.2035),tensor(0.2121),tensor(0.2243),tensor(0.2249),tensor(0.2259),tensor(0.1965),tensor(0.1940),tensor(0.1918),tensor(0.2039),tensor(0.2013),tensor(0.2012),tensor(0.2244),tensor(0.2186),tensor(0.2132),tensor(0.2602),tensor(0.2513),tensor(0.2492),tensor(0.1981),tensor(0.1958),tensor(0.1914),tensor(0.2383),tensor(0.2128),tensor(0.2116),tensor(0.2113),tensor(0.2248),tensor(0.2262),tensor(0.2266),tensor(0.1967),tensor(0.1951),tensor(0.1928),tensor(0.2018),tensor(0.2246),tensor(0.2192),tensor(0.2155),tensor(0.2524),tensor(0.1959),tensor(0.2122),tensor(0.2117),tensor(0.2118),tensor(0.2252),tensor(0.1956),tensor(0.2180),tensor(0.2117)
rouge1_recall,tensor(0.8958),tensor(1.),tensor(0.4247),tensor(0.4389),tensor(0.4464),tensor(0.2375),tensor(0.4182),tensor(0.4227),tensor(0.4486),tensor(0.4415),tensor(0.4158),tensor(0.4262),tensor(0.4251),tensor(0.4669),tensor(0.4043),tensor(0.4381),tensor(0.4385),tensor(0.4350),tensor(0.4494),tensor(0.4366),tensor(0.2524),tensor(0.2730),tensor(0.4389),tensor(0.4597),tensor(0.4350),tensor(0.4473),tensor(0.4494),tensor(0.4456),tensor(0.4418),tensor(0.4364),tensor(0.4184),tensor(0.4182),tensor(0.4254),tensor(0.4660),tensor(0.4690),tensor(0.4589),tensor(0.4053),tensor(0.4027),tensor(0.4406),tensor(0.4395),tensor(0.4317),tensor(0.4397),tensor(0.2886),tensor(0.4588),tensor(0.4586),tensor(0.4599),tensor(0.4362),tensor(0.4420),tensor(0.4510),tensor(0.4466),tensor(0.4424),tensor(0.4392),tensor(0.4190),tensor(0.4676),tensor(0.4578),tensor(0.4628),tensor(0.4069),tensor(0.4354),tensor(0.4574),tensor(0.4568),tensor(0.4606),tensor(0.4405),tensor(0.4448),tensor(0.4578),tensor(0.4568)
rouge2_fmeasure,tensor(0.0180),tensor(1.),tensor(0.0581),tensor(0.0725),tensor(0.0484),tensor(0.0452),tensor(0.0551),tensor(0.0470),tensor(0.0670),tensor(0.0560),tensor(0.0554),tensor(0.0579),tensor(0.0551),tensor(0.0633),tensor(0.0659),tensor(0.0718),tensor(0.0683),tensor(0.0517),tensor(0.0484),tensor(0.0444),tensor(0.0443),tensor(0.0485),tensor(0.0508),tensor(0.0637),tensor(0.0651),tensor(0.0665),tensor(0.0671),tensor(0.0575),tensor(0.0551),tensor(0.0512),tensor(0.0555),tensor(0.0518),tensor(0.0545),tensor(0.0706),tensor(0.0646),tensor(0.0596),tensor(0.0669),tensor(0.0629),tensor(0.0681),tensor(0.0522),tensor(0.0495),tensor(0.0448),tensor(0.0476),tensor(0.0657),tensor(0.0634),tensor(0.0624),tensor(0.0643),tensor(0.0652),tensor(0.0674),tensor(0.0572),tensor(0.0538),tensor(0.0518),tensor(0.0523),tensor(0.0708),tensor(0.0653),tensor(0.0610),tensor(0.0650),tensor(0.0507),tensor(0.0650),tensor(0.0634),tensor(0.0627),tensor(0.0644),tensor(0.0542),tensor(0.0654),tensor(0.0634)
rouge2_precision,tensor(0.0092),tensor(1.),tensor(0.0431),tensor(0.0576),tensor(0.0348),tensor(0.0459),tensor(0.0440),tensor(0.0343),tensor(0.0504),tensor(0.0404),tensor(0.0414),tensor(0.0429),tensor(0.0407),tensor(0.0464),tensor(0.0545),tensor(0.0570),tensor(0.0536),tensor(0.0381),tensor(0.0348),tensor(0.0320),tensor(0.0431),tensor(0.0463),tensor(0.0373),tensor(0.0467),tensor(0.0495),tensor(0.0502),tensor(0.0506),tensor(0.0417),tensor(0.0397),tensor(0.0369),tensor(0.0415),tensor(0.0386),tensor(0.0403),tensor(0.0526),tensor(0.0474),tensor(0.0438),tensor(0.0555),tensor(0.0513),tensor(0.0534),tensor(0.0384),tensor(0.0364),tensor(0.0323),tensor(0.0441),tensor(0.0483),tensor(0.0464),tensor(0.0458),tensor(0.0488),tensor(0.0494),tensor(0.0509),tensor(0.0414),tensor(0.0390),tensor(0.0374),tensor(0.0391),tensor(0.0526),tensor(0.0485),tensor(0.0449),tensor(0.0529),tensor(0.0371),tensor(0.0479),tensor(0.0467),tensor(0.0460),tensor(0.0488),tensor(0.0392),tensor(0.0484),tensor(0.0467)
rouge2_recall,tensor(0.4555),tensor(1.),tensor(0.0910),tensor(0.1004),tensor(0.0809),tensor(0.0468),tensor(0.0758),tensor(0.0759),tensor(0.1017),tensor(0.0928),tensor(0.0856),tensor(0.0912),tensor(0.0871),tensor(0.1013),tensor(0.0863),tensor(0.0996),tensor(0.0964),tensor(0.0827),tensor(0.0810),tensor(0.0743),tensor(0.0475),tensor(0.0533),tensor(0.0813),tensor(0.1023),tensor(0.0973),tensor(0.1008),tensor(0.1014),tensor(0.0945),tensor(0.0914),tensor(0.0850),tensor(0.0856),tensor(0.0808),tensor(0.0863),tensor(0.1100),tensor(0.1031),tensor(0.0954),tensor(0.0877),tensor(0.0836),tensor(0.0964),tensor(0.0841),tensor(0.0796),tensor(0.0749),tensor(0.0541),tensor(0.1045),tensor(0.1017),tensor(0.1002),tensor(0.0963),tensor(0.0980),tensor(0.1018),tensor(0.0944),tensor(0.0885),tensor(0.0863),tensor(0.0814),tensor(0.1104),tensor(0.1022),tensor(0.0974),tensor(0.0863),tensor(0.0817),tensor(0.1033),tensor(0.1011),tensor(0.1006),tensor(0.0970),tensor(0.0895),tensor(0.1029),tensor(0.1011)
rougeL_fmeasure,tensor(0.0263),tensor(1.),tensor(0.1459),tensor(0.1625),tensor(0.1314),tensor(0.1438),tensor(0.1506),tensor(0.1300),tensor(0.1568),tensor(0.1374),tensor(0.1491),tensor(0.1466),tensor(0.1434),tensor(0.1502),tensor(0.1664),tensor(0.1614),tensor(0.1591),tensor(0.1385),tensor(0.1332),tensor(0.1305),tensor(0.1479),tensor(0.1554),tensor(0.1408),tensor(0.1471),tensor(0.1556),tensor(0.1550),tensor(0.1556),tensor(0.1400),tensor(0.1381),tensor(0.1369),tensor(0.1496),tensor(0.1451),tensor(0.1430),tensor(0.1543),tensor(0.1503),tensor(0.1491),tensor(0.1676),tensor(0.1643),tensor(0.1608),tensor(0.1396),tensor(0.1375),tensor(0.1327),tensor(0.1556),tensor(0.1490),tensor(0.1470),tensor(0.1466),tensor(0.1552),tensor(0.1598),tensor(0.1557),tensor(0.1414),tensor(0.1389),tensor(0.1380),tensor(0.1474),tensor(0.1543),tensor(0.1507),tensor(0.1503),tensor(0.1653),tensor(0.1377),tensor(0.1484),tensor(0.1486),tensor(0.1460),tensor(0.1588),tensor(0.1397),tensor(0.1519),tensor(0.1484)
rougeL_precision,tensor(0.0135),tensor(1.),tensor(0.1089),tensor(0.1298),tensor(0.0946),tensor(0.1505),tensor(0.1200),tensor(0.0952),tensor(0.1188),tensor(0.0995),tensor(0.1124),tensor(0.1092),tensor(0.1068),tensor(0.1107),tensor(0.1383),tensor(0.1287),tensor(0.1256),tensor(0.1016),tensor(0.0959),tensor(0.0941),tensor(0.1488),tensor(0.1516),tensor(0.1038),tensor(0.1081),tensor(0.1190),tensor(0.1174),tensor(0.1179),tensor(0.1015),tensor(0.1000),tensor(0.0991),tensor(0.1124),tensor(0.1086),tensor(0.1063),tensor(0.1150),tensor(0.1107),tensor(0.1098),tensor(0.1393),tensor(0.1348),tensor(0.1269),tensor(0.1022),tensor(0.1007),tensor(0.0957),tensor(0.1470),tensor(0.1100),tensor(0.1081),tensor(0.1076),tensor(0.1187),tensor(0.1219),tensor(0.1179),tensor(0.1025),tensor(0.1007),tensor(0.0999),tensor(0.1104),tensor(0.1150),tensor(0.1123),tensor(0.1108),tensor(0.1352),tensor(0.1006),tensor(0.1096),tensor(0.1098),tensor(0.1072),tensor(0.1211),tensor(0.1011),tensor(0.1130),tensor(0.1096)
rougeL_recall,tensor(0.6640),tensor(1.),tensor(0.2258),tensor(0.2228),tensor(0.2201),tensor(0.1453),tensor(0.2073),tensor(0.2096),tensor(0.2357),tensor(0.2267),tensor(0.2276),tensor(0.2281),tensor(0.2237),tensor(0.2388),tensor(0.2164),tensor(0.2222),tensor(0.2222),tensor(0.2237),tensor(0.2228),tensor(0.2175),tensor(0.1546),tensor(0.1682),tensor(0.2240),tensor(0.2344),tensor(0.2302),tensor(0.2330),tensor(0.2341),tensor(0.2305),tensor(0.2279),tensor(0.2261),tensor(0.2292),tensor(0.2240),tensor(0.2235),tensor(0.2393),tensor(0.2390),tensor(0.2370),tensor(0.2185),tensor(0.2165),tensor(0.2244),tensor(0.2264),tensor(0.2219),tensor(0.2210),tensor(0.1743),tensor(0.2363),tensor(0.2342),tensor(0.2344),tensor(0.2300),tensor(0.2374),tensor(0.2339),tensor(0.2328),tensor(0.2288),tensor(0.2280),tensor(0.2278),tensor(0.2397),tensor(0.2341),tensor(0.2388),tensor(0.2185),tensor(0.2237),tensor(0.2353),tensor(0.2359),tensor(0.2332),tensor(0.2360),tensor(0.2307),tensor(0.2371),tensor(0.2355)
rougeLsum_fmeasure,tensor(0.0350),tensor(1.),tensor(0.2275),tensor(0.2677),tensor(0.2213),tensor(0.2056),tensor(0.2508),tensor(0.2143),tensor(0.2497),tensor(0.2229),tensor(0.2308),tensor(0.2278),tensor(0.2256),tensor(0.2445),tensor(0.2644),tensor(0.2674),tensor(0.2623),tensor(0.2286),tensor(0.2232),tensor(0.2166),tensor(0.2101),tensor(0.2191),tensor(0.2292),tensor(0.2370),tensor(0.2488),tensor(0.2487),tensor(0.2468),tensor(0.2238),tensor(0.2223),tensor(0.2186),tensor(0.2301),tensor(0.2274),tensor(0.2253),tensor(0.2527),tensor(0.2453),tensor(0.2416),tensor(0.2638),tensor(0.2623),tensor(0.2629),tensor(0.2288),tensor(0.2267),tensor(0.2180),tensor(0.2223),tensor(0.2389),tensor(0.2363),tensor(0.2370),tensor(0.2489),tensor(0.2475),tensor(0.2477),tensor(0.2246),tensor(0.2223),tensor(0.2207),tensor(0.2265),tensor(0.2520),tensor(0.2452),tensor(0.2432),tensor(0.2651),tensor(0.2250),tensor(0.2388),tensor(0.2366),tensor(0.2379),tensor(0.2460),tensor(0.2236),tensor(0.2454),tensor(0.2354)
