,Original Article,Original Summary,"('Tm',)","('Lex',)","('Luhn',)","('Lsa',)","('Tr',)","('LDA',)","('Tm', 'Lex')","('Tm', 'Luhn')","('Tm', 'Lsa')","('Tm', 'Tr')","('Tm', 'LDA')","('Lex', 'Luhn')","('Lex', 'Lsa')","('Lex', 'Tr')","('Lex', 'LDA')","('Luhn', 'Lsa')","('Luhn', 'Tr')","('Luhn', 'LDA')","('Lsa', 'Tr')","('Lsa', 'LDA')","('Tr', 'LDA')","('Tm', 'Lex', 'Luhn')","('Tm', 'Lex', 'Lsa')","('Tm', 'Lex', 'Tr')","('Tm', 'Lex', 'LDA')","('Tm', 'Luhn', 'Lsa')","('Tm', 'Luhn', 'Tr')","('Tm', 'Luhn', 'LDA')","('Tm', 'Lsa', 'Tr')","('Tm', 'Lsa', 'LDA')","('Tm', 'Tr', 'LDA')","('Lex', 'Luhn', 'Lsa')","('Lex', 'Luhn', 'Tr')","('Lex', 'Luhn', 'LDA')","('Lex', 'Lsa', 'Tr')","('Lex', 'Lsa', 'LDA')","('Lex', 'Tr', 'LDA')","('Luhn', 'Lsa', 'Tr')","('Luhn', 'Lsa', 'LDA')","('Luhn', 'Tr', 'LDA')","('Lsa', 'Tr', 'LDA')","('Tm', 'Lex', 'Luhn', 'Lsa')","('Tm', 'Lex', 'Luhn', 'Tr')","('Tm', 'Lex', 'Luhn', 'LDA')","('Tm', 'Lex', 'Lsa', 'Tr')","('Tm', 'Lex', 'Lsa', 'LDA')","('Tm', 'Lex', 'Tr', 'LDA')","('Tm', 'Luhn', 'Lsa', 'Tr')","('Tm', 'Luhn', 'Lsa', 'LDA')","('Tm', 'Luhn', 'Tr', 'LDA')","('Tm', 'Lsa', 'Tr', 'LDA')","('Lex', 'Luhn', 'Lsa', 'Tr')","('Lex', 'Luhn', 'Lsa', 'LDA')","('Lex', 'Luhn', 'Tr', 'LDA')","('Lex', 'Lsa', 'Tr', 'LDA')","('Luhn', 'Lsa', 'Tr', 'LDA')","('Tm', 'Lex', 'Luhn', 'Lsa', 'Tr')","('Tm', 'Lex', 'Luhn', 'Lsa', 'LDA')","('Tm', 'Lex', 'Luhn', 'Tr', 'LDA')","('Tm', 'Lex', 'Lsa', 'Tr', 'LDA')","('Tm', 'Luhn', 'Lsa', 'Tr', 'LDA')","('Lex', 'Luhn', 'Lsa', 'Tr', 'LDA')","('Tm', 'Lex', 'Luhn', 'Lsa', 'Tr', 'LDA')"
rouge1_fmeasure,tensor(0.0363),tensor(0.3747),tensor(0.2982),tensor(0.3294),tensor(0.2677),tensor(0.2385),tensor(0.3189),tensor(0.2572),tensor(0.3192),tensor(0.2935),tensor(0.2969),tensor(0.3038),tensor(0.2962),tensor(0.3178),tensor(0.3093),tensor(0.3297),tensor(0.3297),tensor(0.2656),tensor(0.2758),tensor(0.2637),tensor(0.2569),tensor(0.2547),tensor(0.3076),tensor(0.3132),tensor(0.3178),tensor(0.3213),tensor(0.3183),tensor(0.2920),tensor(0.2929),tensor(0.2869),tensor(0.2996),tensor(0.2971),tensor(0.3017),tensor(0.3070),tensor(0.3201),tensor(0.3134),tensor(0.3139),tensor(0.3068),tensor(0.3315),tensor(0.2731),tensor(0.2657),tensor(0.2716),tensor(0.2637),tensor(0.3123),tensor(0.3153),tensor(0.3077),tensor(0.3224),tensor(0.3154),tensor(0.3193),tensor(0.2919),tensor(0.2907),tensor(0.2885),tensor(0.2994),tensor(0.3101),tensor(0.3044),tensor(0.3160),tensor(0.3102),tensor(0.2710),tensor(0.3132),tensor(0.3038),tensor(0.3111),tensor(0.3179),tensor(0.2901),tensor(0.3073),tensor(0.3098)
rouge1_precision,tensor(0.0186),tensor(0.3770),tensor(0.2386),tensor(0.2961),tensor(0.1965),tensor(0.2456),tensor(0.2556),tensor(0.1894),tensor(0.2611),tensor(0.2230),tensor(0.2398),tensor(0.2426),tensor(0.2362),tensor(0.2470),tensor(0.2878),tensor(0.2860),tensor(0.2859),tensor(0.1977),tensor(0.2022),tensor(0.1938),tensor(0.2384),tensor(0.2394),tensor(0.2391),tensor(0.2447),tensor(0.2609),tensor(0.2612),tensor(0.2593),tensor(0.2225),tensor(0.2223),tensor(0.2175),tensor(0.2426),tensor(0.2398),tensor(0.2402),tensor(0.2397),tensor(0.2487),tensor(0.2424),tensor(0.2805),tensor(0.2770),tensor(0.2838),tensor(0.2027),tensor(0.1977),tensor(0.1997),tensor(0.2346),tensor(0.2450),tensor(0.2468),tensor(0.2390),tensor(0.2636),tensor(0.2590),tensor(0.2586),tensor(0.2221),tensor(0.2221),tensor(0.2183),tensor(0.2414),tensor(0.2422),tensor(0.2374),tensor(0.2444),tensor(0.2721),tensor(0.2012),tensor(0.2458),tensor(0.2378),tensor(0.2422),tensor(0.2590),tensor(0.2213),tensor(0.2396),tensor(0.2428)
rouge1_recall,tensor(0.8969),tensor(0.3732),tensor(0.4073),tensor(0.3803),tensor(0.4290),tensor(0.2453),tensor(0.4330),tensor(0.4100),tensor(0.4199),tensor(0.4391),tensor(0.3996),tensor(0.4154),tensor(0.4070),tensor(0.4586),tensor(0.3440),tensor(0.3973),tensor(0.3976),tensor(0.4154),tensor(0.4430),tensor(0.4222),tensor(0.2880),tensor(0.2812),tensor(0.4428),tensor(0.4456),tensor(0.4152),tensor(0.4267),tensor(0.4206),tensor(0.4344),tensor(0.4394),tensor(0.4314),tensor(0.4022),tensor(0.4012),tensor(0.4151),tensor(0.4380),tensor(0.4609),tensor(0.4556),tensor(0.3664),tensor(0.3547),tensor(0.4085),tensor(0.4297),tensor(0.4159),tensor(0.4342),tensor(0.3094),tensor(0.4423),tensor(0.4473),tensor(0.4414),tensor(0.4243),tensor(0.4112),tensor(0.4257),tensor(0.4356),tensor(0.4323),tensor(0.4352),tensor(0.4045),tensor(0.4426),tensor(0.4346),tensor(0.4584),tensor(0.3706),tensor(0.4262),tensor(0.4433),tensor(0.4317),tensor(0.4442),tensor(0.4194),tensor(0.4323),tensor(0.4392),tensor(0.4391)
rouge2_fmeasure,tensor(0.0170),tensor(0.0842),tensor(0.0577),tensor(0.0737),tensor(0.0491),tensor(0.0404),tensor(0.0637),tensor(0.0482),tensor(0.0719),tensor(0.0599),tensor(0.0615),tensor(0.0597),tensor(0.0565),tensor(0.0743),tensor(0.0693),tensor(0.0744),tensor(0.0757),tensor(0.0517),tensor(0.0551),tensor(0.0483),tensor(0.0507),tensor(0.0461),tensor(0.0610),tensor(0.0711),tensor(0.0749),tensor(0.0737),tensor(0.0734),tensor(0.0621),tensor(0.0593),tensor(0.0573),tensor(0.0623),tensor(0.0603),tensor(0.0593),tensor(0.0733),tensor(0.0747),tensor(0.0731),tensor(0.0713),tensor(0.0684),tensor(0.0755),tensor(0.0538),tensor(0.0535),tensor(0.0529),tensor(0.0534),tensor(0.0727),tensor(0.0719),tensor(0.0690),tensor(0.0772),tensor(0.0743),tensor(0.0729),tensor(0.0601),tensor(0.0604),tensor(0.0578),tensor(0.0609),tensor(0.0747),tensor(0.0717),tensor(0.0732),tensor(0.0718),tensor(0.0535),tensor(0.0728),tensor(0.0698),tensor(0.0703),tensor(0.0770),tensor(0.0589),tensor(0.0727),tensor(0.0718)
rouge2_precision,tensor(0.0087),tensor(0.0847),tensor(0.0461),tensor(0.0661),tensor(0.0358),tensor(0.0407),tensor(0.0508),tensor(0.0351),tensor(0.0585),tensor(0.0453),tensor(0.0499),tensor(0.0476),tensor(0.0450),tensor(0.0575),tensor(0.0635),tensor(0.0640),tensor(0.0650),tensor(0.0382),tensor(0.0401),tensor(0.0352),tensor(0.0470),tensor(0.0435),tensor(0.0471),tensor(0.0553),tensor(0.0612),tensor(0.0597),tensor(0.0596),tensor(0.0471),tensor(0.0448),tensor(0.0432),tensor(0.0507),tensor(0.0487),tensor(0.0472),tensor(0.0570),tensor(0.0577),tensor(0.0562),tensor(0.0629),tensor(0.0615),tensor(0.0639),tensor(0.0397),tensor(0.0396),tensor(0.0386),tensor(0.0475),tensor(0.0569),tensor(0.0562),tensor(0.0533),tensor(0.0628),tensor(0.0608),tensor(0.0589),tensor(0.0455),tensor(0.0460),tensor(0.0435),tensor(0.0491),tensor(0.0580),tensor(0.0557),tensor(0.0562),tensor(0.0625),tensor(0.0395),tensor(0.0570),tensor(0.0545),tensor(0.0545),tensor(0.0625),tensor(0.0448),tensor(0.0563),tensor(0.0561)
rouge2_recall,tensor(0.4305),tensor(0.0839),tensor(0.0793),tensor(0.0856),tensor(0.0801),tensor(0.0419),tensor(0.0871),tensor(0.0782),tensor(0.0959),tensor(0.0906),tensor(0.0822),tensor(0.0818),tensor(0.0778),tensor(0.1085),tensor(0.0785),tensor(0.0909),tensor(0.0928),tensor(0.0820),tensor(0.0897),tensor(0.0789),tensor(0.0565),tensor(0.0505),tensor(0.0890),tensor(0.1021),tensor(0.0988),tensor(0.0989),tensor(0.0976),tensor(0.0933),tensor(0.0900),tensor(0.0874),tensor(0.0831),tensor(0.0815),tensor(0.0820),tensor(0.1055),tensor(0.1089),tensor(0.1077),tensor(0.0845),tensor(0.0800),tensor(0.0949),tensor(0.0859),tensor(0.0849),tensor(0.0859),tensor(0.0627),tensor(0.1036),tensor(0.1026),tensor(0.1000),tensor(0.1026),tensor(0.0973),tensor(0.0978),tensor(0.0905),tensor(0.0907),tensor(0.0882),tensor(0.0824),tensor(0.1076),tensor(0.1036),tensor(0.1077),tensor(0.0872),tensor(0.0856),tensor(0.1039),tensor(0.0999),tensor(0.1012),tensor(0.1022),tensor(0.0887),tensor(0.1051),tensor(0.1027)
rougeL_fmeasure,tensor(0.0260),tensor(0.1941),tensor(0.1536),tensor(0.1641),tensor(0.1336),tensor(0.1473),tensor(0.1590),tensor(0.1319),tensor(0.1680),tensor(0.1497),tensor(0.1571),tensor(0.1571),tensor(0.1546),tensor(0.1583),tensor(0.1682),tensor(0.1679),tensor(0.1671),tensor(0.1370),tensor(0.1392),tensor(0.1332),tensor(0.1535),tensor(0.1519),tensor(0.1528),tensor(0.1591),tensor(0.1658),tensor(0.1689),tensor(0.1665),tensor(0.1499),tensor(0.1479),tensor(0.1482),tensor(0.1575),tensor(0.1573),tensor(0.1565),tensor(0.1598),tensor(0.1585),tensor(0.1595),tensor(0.1707),tensor(0.1694),tensor(0.1696),tensor(0.1412),tensor(0.1360),tensor(0.1377),tensor(0.1543),tensor(0.1589),tensor(0.1579),tensor(0.1561),tensor(0.1640),tensor(0.1666),tensor(0.1667),tensor(0.1501),tensor(0.1503),tensor(0.1464),tensor(0.1555),tensor(0.1615),tensor(0.1590),tensor(0.1572),tensor(0.1706),tensor(0.1403),tensor(0.1591),tensor(0.1566),tensor(0.1568),tensor(0.1649),tensor(0.1504),tensor(0.1608),tensor(0.1581)
rougeL_precision,tensor(0.0133),tensor(0.1951),tensor(0.1228),tensor(0.1481),tensor(0.0980),tensor(0.1540),tensor(0.1274),tensor(0.0970),tensor(0.1372),tensor(0.1136),tensor(0.1268),tensor(0.1254),tensor(0.1233),tensor(0.1226),tensor(0.1569),tensor(0.1456),tensor(0.1445),tensor(0.1019),tensor(0.1020),tensor(0.0978),tensor(0.1441),tensor(0.1440),tensor(0.1185),tensor(0.1241),tensor(0.1358),tensor(0.1371),tensor(0.1354),tensor(0.1140),tensor(0.1121),tensor(0.1123),tensor(0.1273),tensor(0.1269),tensor(0.1247),tensor(0.1246),tensor(0.1227),tensor(0.1230),tensor(0.1529),tensor(0.1532),tensor(0.1449),tensor(0.1048),tensor(0.1011),tensor(0.1012),tensor(0.1376),tensor(0.1244),tensor(0.1235),tensor(0.1210),tensor(0.1338),tensor(0.1366),tensor(0.1348),tensor(0.1139),tensor(0.1146),tensor(0.1106),tensor(0.1254),tensor(0.1258),tensor(0.1238),tensor(0.1212),tensor(0.1497),tensor(0.1042),tensor(0.1245),tensor(0.1225),tensor(0.1219),tensor(0.1342),tensor(0.1145),tensor(0.1253),tensor(0.1237)
rougeL_recall,tensor(0.6479),tensor(0.1934),tensor(0.2104),tensor(0.1889),tensor(0.2148),tensor(0.1502),tensor(0.2160),tensor(0.2110),tensor(0.2218),tensor(0.2244),tensor(0.2121),tensor(0.2154),tensor(0.2124),tensor(0.2296),tensor(0.1866),tensor(0.2025),tensor(0.2025),tensor(0.2149),tensor(0.2243),tensor(0.2138),tensor(0.1710),tensor(0.1670),tensor(0.2208),tensor(0.2269),tensor(0.2176),tensor(0.2249),tensor(0.2210),tensor(0.2240),tensor(0.2223),tensor(0.2232),tensor(0.2123),tensor(0.2127),tensor(0.2155),tensor(0.2290),tensor(0.2298),tensor(0.2328),tensor(0.1987),tensor(0.1955),tensor(0.2099),tensor(0.2225),tensor(0.2136),tensor(0.2207),tensor(0.1810),tensor(0.2258),tensor(0.2246),tensor(0.2246),tensor(0.2166),tensor(0.2177),tensor(0.2231),tensor(0.2250),tensor(0.2244),tensor(0.2213),tensor(0.2104),tensor(0.2314),tensor(0.2280),tensor(0.2296),tensor(0.2040),tensor(0.2207),tensor(0.2263),tensor(0.2228),tensor(0.2247),tensor(0.2182),tensor(0.2249),tensor(0.2302),tensor(0.2251)
rougeLsum_fmeasure,tensor(0.0351),tensor(0.3368),tensor(0.2537),tensor(0.2721),tensor(0.2175),tensor(0.2098),tensor(0.2619),tensor(0.2156),tensor(0.2674),tensor(0.2462),tensor(0.2530),tensor(0.2563),tensor(0.2532),tensor(0.2647),tensor(0.2600),tensor(0.2742),tensor(0.2733),tensor(0.2239),tensor(0.2262),tensor(0.2171),tensor(0.2244),tensor(0.2241),tensor(0.2514),tensor(0.2643),tensor(0.2663),tensor(0.2687),tensor(0.2682),tensor(0.2446),tensor(0.2444),tensor(0.2425),tensor(0.2553),tensor(0.2512),tensor(0.2545),tensor(0.2591),tensor(0.2649),tensor(0.2615),tensor(0.2665),tensor(0.2630),tensor(0.2745),tensor(0.2331),tensor(0.2251),tensor(0.2237),tensor(0.2329),tensor(0.2635),tensor(0.2634),tensor(0.2564),tensor(0.2697),tensor(0.2643),tensor(0.2690),tensor(0.2429),tensor(0.2442),tensor(0.2415),tensor(0.2544),tensor(0.2599),tensor(0.2579),tensor(0.2622),tensor(0.2637),tensor(0.2288),tensor(0.2653),tensor(0.2546),tensor(0.2584),tensor(0.2680),tensor(0.2430),tensor(0.2583),tensor(0.2601)
