,Original Article,Original Summary,"('Tm',)","('Lex',)","('Luhn',)","('Lsa',)","('Tr',)","('LDA',)","('Tm', 'Lex')","('Tm', 'Luhn')","('Tm', 'Lsa')","('Tm', 'Tr')","('Tm', 'LDA')","('Lex', 'Luhn')","('Lex', 'Lsa')","('Lex', 'Tr')","('Lex', 'LDA')","('Luhn', 'Lsa')","('Luhn', 'Tr')","('Luhn', 'LDA')","('Lsa', 'Tr')","('Lsa', 'LDA')","('Tr', 'LDA')","('Tm', 'Lex', 'Luhn')","('Tm', 'Lex', 'Lsa')","('Tm', 'Lex', 'Tr')","('Tm', 'Lex', 'LDA')","('Tm', 'Luhn', 'Lsa')","('Tm', 'Luhn', 'Tr')","('Tm', 'Luhn', 'LDA')","('Tm', 'Lsa', 'Tr')","('Tm', 'Lsa', 'LDA')","('Tm', 'Tr', 'LDA')","('Lex', 'Luhn', 'Lsa')","('Lex', 'Luhn', 'Tr')","('Lex', 'Luhn', 'LDA')","('Lex', 'Lsa', 'Tr')","('Lex', 'Lsa', 'LDA')","('Lex', 'Tr', 'LDA')","('Luhn', 'Lsa', 'Tr')","('Luhn', 'Lsa', 'LDA')","('Luhn', 'Tr', 'LDA')","('Lsa', 'Tr', 'LDA')","('Tm', 'Lex', 'Luhn', 'Lsa')","('Tm', 'Lex', 'Luhn', 'Tr')","('Tm', 'Lex', 'Luhn', 'LDA')","('Tm', 'Lex', 'Lsa', 'Tr')","('Tm', 'Lex', 'Lsa', 'LDA')","('Tm', 'Lex', 'Tr', 'LDA')","('Tm', 'Luhn', 'Lsa', 'Tr')","('Tm', 'Luhn', 'Lsa', 'LDA')","('Tm', 'Luhn', 'Tr', 'LDA')","('Tm', 'Lsa', 'Tr', 'LDA')","('Lex', 'Luhn', 'Lsa', 'Tr')","('Lex', 'Luhn', 'Lsa', 'LDA')","('Lex', 'Luhn', 'Tr', 'LDA')","('Lex', 'Lsa', 'Tr', 'LDA')","('Luhn', 'Lsa', 'Tr', 'LDA')","('Tm', 'Lex', 'Luhn', 'Lsa', 'Tr')","('Tm', 'Lex', 'Luhn', 'Lsa', 'LDA')","('Tm', 'Lex', 'Luhn', 'Tr', 'LDA')","('Tm', 'Lex', 'Lsa', 'Tr', 'LDA')","('Tm', 'Luhn', 'Lsa', 'Tr', 'LDA')","('Lex', 'Luhn', 'Lsa', 'Tr', 'LDA')","('Tm', 'Lex', 'Luhn', 'Lsa', 'Tr', 'LDA')"
rouge1_fmeasure,tensor(0.0359),tensor(1.),tensor(0.2705),tensor(0.3076),tensor(0.2644),tensor(0.2163),tensor(0.3053),tensor(0.2646),tensor(0.2896),tensor(0.2699),tensor(0.2718),tensor(0.2733),tensor(0.2657),tensor(0.2925),tensor(0.3062),tensor(0.3062),tensor(0.3065),tensor(0.2684),tensor(0.2647),tensor(0.2651),tensor(0.2264),tensor(0.2412),tensor(0.2817),tensor(0.2847),tensor(0.2903),tensor(0.2896),tensor(0.2930),tensor(0.2702),tensor(0.2698),tensor(0.2671),tensor(0.2711),tensor(0.2659),tensor(0.2642),tensor(0.2898),tensor(0.2931),tensor(0.2909),tensor(0.3060),tensor(0.3011),tensor(0.3087),tensor(0.2706),tensor(0.2667),tensor(0.2646),tensor(0.2480),tensor(0.2850),tensor(0.2857),tensor(0.2815),tensor(0.2898),tensor(0.2900),tensor(0.2933),tensor(0.2693),tensor(0.2654),tensor(0.2674),tensor(0.2689),tensor(0.2888),tensor(0.2941),tensor(0.2902),tensor(0.2998),tensor(0.2687),tensor(0.2858),tensor(0.2824),tensor(0.2816),tensor(0.2898),tensor(0.2669),tensor(0.2940),tensor(0.2826)
rouge1_precision,tensor(0.0184),tensor(1.),tensor(0.2013),tensor(0.2455),tensor(0.1906),tensor(0.2278),tensor(0.2454),tensor(0.1945),tensor(0.2176),tensor(0.1957),tensor(0.2050),tensor(0.2035),tensor(0.1977),tensor(0.2152),tensor(0.2552),tensor(0.2440),tensor(0.2414),tensor(0.1961),tensor(0.1910),tensor(0.1919),tensor(0.2319),tensor(0.2342),tensor(0.2078),tensor(0.2096),tensor(0.2215),tensor(0.2176),tensor(0.2200),tensor(0.1963),tensor(0.1956),tensor(0.1937),tensor(0.2045),tensor(0.1999),tensor(0.1964),tensor(0.2155),tensor(0.2157),tensor(0.2143),tensor(0.2546),tensor(0.2460),tensor(0.2437),tensor(0.1978),tensor(0.1953),tensor(0.1913),tensor(0.2313),tensor(0.2102),tensor(0.2106),tensor(0.2071),tensor(0.2209),tensor(0.2204),tensor(0.2203),tensor(0.1955),tensor(0.1928),tensor(0.1939),tensor(0.2021),tensor(0.2149),tensor(0.2189),tensor(0.2142),tensor(0.2438),tensor(0.1965),tensor(0.2109),tensor(0.2081),tensor(0.2071),tensor(0.2200),tensor(0.1935),tensor(0.2188),tensor(0.2082)
rouge1_recall,tensor(0.8958),tensor(1.),tensor(0.4217),tensor(0.4247),tensor(0.4412),tensor(0.2209),tensor(0.4132),tensor(0.4224),tensor(0.4419),tensor(0.4441),tensor(0.4139),tensor(0.4256),tensor(0.4142),tensor(0.4669),tensor(0.3957),tensor(0.4223),tensor(0.4300),tensor(0.4370),tensor(0.4404),tensor(0.4375),tensor(0.2364),tensor(0.2619),tensor(0.4478),tensor(0.4537),tensor(0.4301),tensor(0.4419),tensor(0.4465),tensor(0.4433),tensor(0.4443),tensor(0.4386),tensor(0.4130),tensor(0.4067),tensor(0.4126),tensor(0.4546),tensor(0.4675),tensor(0.4620),tensor(0.3965),tensor(0.4020),tensor(0.4317),tensor(0.4399),tensor(0.4323),tensor(0.4376),tensor(0.2798),tensor(0.4524),tensor(0.4543),tensor(0.4481),tensor(0.4305),tensor(0.4322),tensor(0.4469),tensor(0.4426),tensor(0.4360),tensor(0.4394),tensor(0.4117),tensor(0.4526),tensor(0.4597),tensor(0.4594),tensor(0.4030),tensor(0.4361),tensor(0.4528),tensor(0.4495),tensor(0.4487),tensor(0.4336),tensor(0.4393),tensor(0.4597),tensor(0.4495)
rouge2_fmeasure,tensor(0.0180),tensor(1.),tensor(0.0586),tensor(0.0665),tensor(0.0474),tensor(0.0418),tensor(0.0539),tensor(0.0529),tensor(0.0628),tensor(0.0589),tensor(0.0557),tensor(0.0597),tensor(0.0539),tensor(0.0614),tensor(0.0623),tensor(0.0656),tensor(0.0643),tensor(0.0490),tensor(0.0473),tensor(0.0484),tensor(0.0425),tensor(0.0440),tensor(0.0586),tensor(0.0624),tensor(0.0618),tensor(0.0628),tensor(0.0611),tensor(0.0558),tensor(0.0580),tensor(0.0551),tensor(0.0550),tensor(0.0530),tensor(0.0535),tensor(0.0629),tensor(0.0616),tensor(0.0604),tensor(0.0628),tensor(0.0622),tensor(0.0653),tensor(0.0507),tensor(0.0502),tensor(0.0483),tensor(0.0446),tensor(0.0620),tensor(0.0618),tensor(0.0602),tensor(0.0616),tensor(0.0612),tensor(0.0616),tensor(0.0560),tensor(0.0517),tensor(0.0550),tensor(0.0539),tensor(0.0620),tensor(0.0644),tensor(0.0596),tensor(0.0628),tensor(0.0493),tensor(0.0622),tensor(0.0624),tensor(0.0601),tensor(0.0612),tensor(0.0523),tensor(0.0646),tensor(0.0619)
rouge2_precision,tensor(0.0092),tensor(1.),tensor(0.0434),tensor(0.0526),tensor(0.0341),tensor(0.0427),tensor(0.0432),tensor(0.0389),tensor(0.0469),tensor(0.0426),tensor(0.0418),tensor(0.0442),tensor(0.0399),tensor(0.0449),tensor(0.0513),tensor(0.0517),tensor(0.0502),tensor(0.0358),tensor(0.0341),tensor(0.0349),tensor(0.0426),tensor(0.0424),tensor(0.0432),tensor(0.0458),tensor(0.0469),tensor(0.0469),tensor(0.0457),tensor(0.0405),tensor(0.0419),tensor(0.0398),tensor(0.0413),tensor(0.0397),tensor(0.0396),tensor(0.0466),tensor(0.0450),tensor(0.0443),tensor(0.0517),tensor(0.0500),tensor(0.0511),tensor(0.0372),tensor(0.0368),tensor(0.0348),tensor(0.0413),tensor(0.0455),tensor(0.0454),tensor(0.0442),tensor(0.0466),tensor(0.0463),tensor(0.0461),tensor(0.0406),tensor(0.0374),tensor(0.0397),tensor(0.0403),tensor(0.0459),tensor(0.0478),tensor(0.0438),tensor(0.0501),tensor(0.0360),tensor(0.0458),tensor(0.0458),tensor(0.0441),tensor(0.0462),tensor(0.0377),tensor(0.0479),tensor(0.0455)
rouge2_recall,tensor(0.4555),tensor(1.),tensor(0.0921),tensor(0.0933),tensor(0.0793),tensor(0.0437),tensor(0.0731),tensor(0.0841),tensor(0.0967),tensor(0.0971),tensor(0.0854),tensor(0.0940),tensor(0.0850),tensor(0.0991),tensor(0.0823),tensor(0.0920),tensor(0.0916),tensor(0.0794),tensor(0.0789),tensor(0.0805),tensor(0.0455),tensor(0.0480),tensor(0.0931),tensor(0.0998),tensor(0.0926),tensor(0.0967),tensor(0.0937),tensor(0.0916),tensor(0.0959),tensor(0.0911),tensor(0.0843),tensor(0.0817),tensor(0.0846),tensor(0.0994),tensor(0.0993),tensor(0.0967),tensor(0.0829),tensor(0.0852),tensor(0.0928),tensor(0.0820),tensor(0.0813),tensor(0.0805),tensor(0.0505),tensor(0.0990),tensor(0.0986),tensor(0.0963),tensor(0.0924),tensor(0.0922),tensor(0.0945),tensor(0.0922),tensor(0.0854),tensor(0.0911),tensor(0.0828),tensor(0.0980),tensor(0.1010),tensor(0.0950),tensor(0.0865),tensor(0.0802),tensor(0.0992),tensor(0.1001),tensor(0.0961),tensor(0.0925),tensor(0.0868),tensor(0.1014),tensor(0.0991)
rougeL_fmeasure,tensor(0.0263),tensor(1.),tensor(0.1451),tensor(0.1604),tensor(0.1314),tensor(0.1358),tensor(0.1519),tensor(0.1359),tensor(0.1523),tensor(0.1397),tensor(0.1482),tensor(0.1462),tensor(0.1406),tensor(0.1497),tensor(0.1600),tensor(0.1602),tensor(0.1600),tensor(0.1365),tensor(0.1317),tensor(0.1313),tensor(0.1410),tensor(0.1461),tensor(0.1452),tensor(0.1473),tensor(0.1531),tensor(0.1515),tensor(0.1521),tensor(0.1386),tensor(0.1398),tensor(0.1370),tensor(0.1475),tensor(0.1454),tensor(0.1408),tensor(0.1520),tensor(0.1499),tensor(0.1473),tensor(0.1604),tensor(0.1589),tensor(0.1593),tensor(0.1375),tensor(0.1386),tensor(0.1328),tensor(0.1485),tensor(0.1472),tensor(0.1470),tensor(0.1464),tensor(0.1528),tensor(0.1528),tensor(0.1516),tensor(0.1379),tensor(0.1367),tensor(0.1370),tensor(0.1444),tensor(0.1512),tensor(0.1522),tensor(0.1471),tensor(0.1588),tensor(0.1370),tensor(0.1477),tensor(0.1479),tensor(0.1466),tensor(0.1521),tensor(0.1366),tensor(0.1521),tensor(0.1477)
rougeL_precision,tensor(0.0135),tensor(1.),tensor(0.1081),tensor(0.1278),tensor(0.0946),tensor(0.1467),tensor(0.1221),tensor(0.0999),tensor(0.1146),tensor(0.1013),tensor(0.1121),tensor(0.1090),tensor(0.1048),tensor(0.1100),tensor(0.1335),tensor(0.1274),tensor(0.1260),tensor(0.0998),tensor(0.0949),tensor(0.0949),tensor(0.1478),tensor(0.1435),tensor(0.1071),tensor(0.1085),tensor(0.1169),tensor(0.1140),tensor(0.1144),tensor(0.1007),tensor(0.1014),tensor(0.0994),tensor(0.1116),tensor(0.1096),tensor(0.1048),tensor(0.1129),tensor(0.1101),tensor(0.1083),tensor(0.1336),tensor(0.1300),tensor(0.1257),tensor(0.1005),tensor(0.1016),tensor(0.0960),tensor(0.1406),tensor(0.1086),tensor(0.1084),tensor(0.1079),tensor(0.1165),tensor(0.1163),tensor(0.1141),tensor(0.1002),tensor(0.0995),tensor(0.0994),tensor(0.1088),tensor(0.1124),tensor(0.1132),tensor(0.1083),tensor(0.1294),tensor(0.1001),tensor(0.1090),tensor(0.1091),tensor(0.1081),tensor(0.1156),tensor(0.0991),tensor(0.1131),tensor(0.1091)
rougeL_recall,tensor(0.6640),tensor(1.),tensor(0.2257),tensor(0.2219),tensor(0.2197),tensor(0.1366),tensor(0.2057),tensor(0.2169),tensor(0.2316),tensor(0.2294),tensor(0.2247),tensor(0.2271),tensor(0.2188),tensor(0.2397),tensor(0.2065),tensor(0.2216),tensor(0.2247),tensor(0.2221),tensor(0.2196),tensor(0.2173),tensor(0.1453),tensor(0.1569),tensor(0.2308),tensor(0.2348),tensor(0.2269),tensor(0.2304),tensor(0.2311),tensor(0.2276),tensor(0.2298),tensor(0.2247),tensor(0.2240),tensor(0.2215),tensor(0.2195),tensor(0.2389),tensor(0.2398),tensor(0.2349),tensor(0.2075),tensor(0.2115),tensor(0.2233),tensor(0.2234),tensor(0.2243),tensor(0.2199),tensor(0.1653),tensor(0.2338),tensor(0.2338),tensor(0.2324),tensor(0.2270),tensor(0.2274),tensor(0.2302),tensor(0.2267),tensor(0.2241),tensor(0.2248),tensor(0.2202),tensor(0.2375),tensor(0.2383),tensor(0.2339),tensor(0.2129),tensor(0.2228),tensor(0.2342),tensor(0.2347),tensor(0.2330),tensor(0.2272),tensor(0.2246),tensor(0.2383),tensor(0.2343)
rougeLsum_fmeasure,tensor(0.0350),tensor(1.),tensor(0.2279),tensor(0.2612),tensor(0.2192),tensor(0.1942),tensor(0.2561),tensor(0.2206),tensor(0.2422),tensor(0.2255),tensor(0.2317),tensor(0.2288),tensor(0.2217),tensor(0.2438),tensor(0.2589),tensor(0.2626),tensor(0.2593),tensor(0.2273),tensor(0.2191),tensor(0.2212),tensor(0.2026),tensor(0.2165),tensor(0.2364),tensor(0.2371),tensor(0.2459),tensor(0.2422),tensor(0.2432),tensor(0.2232),tensor(0.2249),tensor(0.2218),tensor(0.2299),tensor(0.2256),tensor(0.2196),tensor(0.2435),tensor(0.2440),tensor(0.2424),tensor(0.2590),tensor(0.2520),tensor(0.2597),tensor(0.2278),tensor(0.2253),tensor(0.2194),tensor(0.2200),tensor(0.2397),tensor(0.2395),tensor(0.2368),tensor(0.2469),tensor(0.2456),tensor(0.2436),tensor(0.2226),tensor(0.2205),tensor(0.2215),tensor(0.2280),tensor(0.2432),tensor(0.2470),tensor(0.2418),tensor(0.2512),tensor(0.2236),tensor(0.2408),tensor(0.2377),tensor(0.2373),tensor(0.2448),tensor(0.2207),tensor(0.2474),tensor(0.2376)
