,Original Article,Original Summary,"('Tm',)","('Lex',)","('Luhn',)","('Lsa',)","('Tr',)","('LDA',)","('Tm', 'Lex')","('Tm', 'Luhn')","('Tm', 'Lsa')","('Tm', 'Tr')","('Tm', 'LDA')","('Lex', 'Luhn')","('Lex', 'Lsa')","('Lex', 'Tr')","('Lex', 'LDA')","('Luhn', 'Lsa')","('Luhn', 'Tr')","('Luhn', 'LDA')","('Lsa', 'Tr')","('Lsa', 'LDA')","('Tr', 'LDA')","('Tm', 'Lex', 'Luhn')","('Tm', 'Lex', 'Lsa')","('Tm', 'Lex', 'Tr')","('Tm', 'Lex', 'LDA')","('Tm', 'Luhn', 'Lsa')","('Tm', 'Luhn', 'Tr')","('Tm', 'Luhn', 'LDA')","('Tm', 'Lsa', 'Tr')","('Tm', 'Lsa', 'LDA')","('Tm', 'Tr', 'LDA')","('Lex', 'Luhn', 'Lsa')","('Lex', 'Luhn', 'Tr')","('Lex', 'Luhn', 'LDA')","('Lex', 'Lsa', 'Tr')","('Lex', 'Lsa', 'LDA')","('Lex', 'Tr', 'LDA')","('Luhn', 'Lsa', 'Tr')","('Luhn', 'Lsa', 'LDA')","('Luhn', 'Tr', 'LDA')","('Lsa', 'Tr', 'LDA')","('Tm', 'Lex', 'Luhn', 'Lsa')","('Tm', 'Lex', 'Luhn', 'Tr')","('Tm', 'Lex', 'Luhn', 'LDA')","('Tm', 'Lex', 'Lsa', 'Tr')","('Tm', 'Lex', 'Lsa', 'LDA')","('Tm', 'Lex', 'Tr', 'LDA')","('Tm', 'Luhn', 'Lsa', 'Tr')","('Tm', 'Luhn', 'Lsa', 'LDA')","('Tm', 'Luhn', 'Tr', 'LDA')","('Tm', 'Lsa', 'Tr', 'LDA')","('Lex', 'Luhn', 'Lsa', 'Tr')","('Lex', 'Luhn', 'Lsa', 'LDA')","('Lex', 'Luhn', 'Tr', 'LDA')","('Lex', 'Lsa', 'Tr', 'LDA')","('Luhn', 'Lsa', 'Tr', 'LDA')","('Tm', 'Lex', 'Luhn', 'Lsa', 'Tr')","('Tm', 'Lex', 'Luhn', 'Lsa', 'LDA')","('Tm', 'Lex', 'Luhn', 'Tr', 'LDA')","('Tm', 'Lex', 'Lsa', 'Tr', 'LDA')","('Tm', 'Luhn', 'Lsa', 'Tr', 'LDA')","('Lex', 'Luhn', 'Lsa', 'Tr', 'LDA')","('Tm', 'Lex', 'Luhn', 'Lsa', 'Tr', 'LDA')"
rouge1_fmeasure,tensor(0.0363),tensor(0.3747),tensor(0.3020),tensor(0.3371),tensor(0.2652),tensor(0.2295),tensor(0.3143),tensor(0.2568),tensor(0.3243),tensor(0.2931),tensor(0.3052),tensor(0.3027),tensor(0.2952),tensor(0.3135),tensor(0.3237),tensor(0.3437),tensor(0.3355),tensor(0.2669),tensor(0.2730),tensor(0.2596),tensor(0.2505),tensor(0.2477),tensor(0.3054),tensor(0.3152),tensor(0.3241),tensor(0.3249),tensor(0.3181),tensor(0.2895),tensor(0.2953),tensor(0.2910),tensor(0.3024),tensor(0.2987),tensor(0.2986),tensor(0.3145),tensor(0.3136),tensor(0.3036),tensor(0.3227),tensor(0.3198),tensor(0.3348),tensor(0.2697),tensor(0.2610),tensor(0.2665),tensor(0.2596),tensor(0.3113),tensor(0.3150),tensor(0.3119),tensor(0.3226),tensor(0.3220),tensor(0.3181),tensor(0.2913),tensor(0.2844),tensor(0.2934),tensor(0.3025),tensor(0.3171),tensor(0.3073),tensor(0.3063),tensor(0.3247),tensor(0.2645),tensor(0.3131),tensor(0.3125),tensor(0.3117),tensor(0.3258),tensor(0.2865),tensor(0.3090),tensor(0.3146)
rouge1_precision,tensor(0.0186),tensor(0.3770),tensor(0.2424),tensor(0.3022),tensor(0.1950),tensor(0.2459),tensor(0.2529),tensor(0.1894),tensor(0.2659),tensor(0.2240),tensor(0.2481),tensor(0.2417),tensor(0.2356),tensor(0.2420),tensor(0.2998),tensor(0.2966),tensor(0.2862),tensor(0.1985),tensor(0.2002),tensor(0.1913),tensor(0.2433),tensor(0.2414),tensor(0.2375),tensor(0.2464),tensor(0.2678),tensor(0.2650),tensor(0.2595),tensor(0.2206),tensor(0.2251),tensor(0.2228),tensor(0.2433),tensor(0.2406),tensor(0.2377),tensor(0.2449),tensor(0.2424),tensor(0.2331),tensor(0.2866),tensor(0.2866),tensor(0.2835),tensor(0.2000),tensor(0.1951),tensor(0.1964),tensor(0.2321),tensor(0.2433),tensor(0.2457),tensor(0.2432),tensor(0.2641),tensor(0.2629),tensor(0.2583),tensor(0.2223),tensor(0.2171),tensor(0.2241),tensor(0.2435),tensor(0.2471),tensor(0.2391),tensor(0.2350),tensor(0.2808),tensor(0.1974),tensor(0.2442),tensor(0.2442),tensor(0.2431),tensor(0.2643),tensor(0.2190),tensor(0.2401),tensor(0.2460)
rouge1_recall,tensor(0.8969),tensor(0.3732),tensor(0.4112),tensor(0.3875),tensor(0.4242),tensor(0.2310),tensor(0.4236),tensor(0.4077),tensor(0.4243),tensor(0.4354),tensor(0.4067),tensor(0.4150),tensor(0.4060),tensor(0.4558),tensor(0.3601),tensor(0.4150),tensor(0.4109),tensor(0.4189),tensor(0.4386),tensor(0.4126),tensor(0.2762),tensor(0.2704),tensor(0.4379),tensor(0.4493),tensor(0.4200),tensor(0.4284),tensor(0.4219),tensor(0.4333),tensor(0.4408),tensor(0.4305),tensor(0.4092),tensor(0.4041),tensor(0.4119),tensor(0.4508),tensor(0.4559),tensor(0.4475),tensor(0.3785),tensor(0.3716),tensor(0.4147),tensor(0.4247),tensor(0.4045),tensor(0.4242),tensor(0.3036),tensor(0.4435),tensor(0.4504),tensor(0.4461),tensor(0.4235),tensor(0.4247),tensor(0.4251),tensor(0.4344),tensor(0.4239),tensor(0.4362),tensor(0.4100),tensor(0.4541),tensor(0.4430),tensor(0.4511),tensor(0.3924),tensor(0.4115),tensor(0.4471),tensor(0.4458),tensor(0.4459),tensor(0.4343),tensor(0.4257),tensor(0.4461),tensor(0.4488)
rouge2_fmeasure,tensor(0.0170),tensor(0.0842),tensor(0.0596),tensor(0.0745),tensor(0.0504),tensor(0.0379),tensor(0.0648),tensor(0.0460),tensor(0.0711),tensor(0.0584),tensor(0.0626),tensor(0.0591),tensor(0.0563),tensor(0.0736),tensor(0.0758),tensor(0.0791),tensor(0.0739),tensor(0.0532),tensor(0.0548),tensor(0.0484),tensor(0.0445),tensor(0.0407),tensor(0.0627),tensor(0.0733),tensor(0.0703),tensor(0.0706),tensor(0.0714),tensor(0.0591),tensor(0.0606),tensor(0.0565),tensor(0.0607),tensor(0.0591),tensor(0.0582),tensor(0.0763),tensor(0.0740),tensor(0.0696),tensor(0.0778),tensor(0.0743),tensor(0.0754),tensor(0.0542),tensor(0.0496),tensor(0.0529),tensor(0.0471),tensor(0.0709),tensor(0.0723),tensor(0.0701),tensor(0.0708),tensor(0.0711),tensor(0.0710),tensor(0.0602),tensor(0.0563),tensor(0.0599),tensor(0.0597),tensor(0.0777),tensor(0.0723),tensor(0.0698),tensor(0.0787),tensor(0.0526),tensor(0.0718),tensor(0.0711),tensor(0.0697),tensor(0.0727),tensor(0.0571),tensor(0.0734),tensor(0.0716)
rouge2_precision,tensor(0.0087),tensor(0.0847),tensor(0.0478),tensor(0.0667),tensor(0.0367),tensor(0.0393),tensor(0.0517),tensor(0.0335),tensor(0.0580),tensor(0.0446),tensor(0.0508),tensor(0.0472),tensor(0.0448),tensor(0.0565),tensor(0.0689),tensor(0.0681),tensor(0.0626),tensor(0.0394),tensor(0.0399),tensor(0.0353),tensor(0.0415),tensor(0.0379),tensor(0.0480),tensor(0.0572),tensor(0.0577),tensor(0.0573),tensor(0.0578),tensor(0.0447),tensor(0.0461),tensor(0.0431),tensor(0.0487),tensor(0.0474),tensor(0.0462),tensor(0.0593),tensor(0.0568),tensor(0.0530),tensor(0.0686),tensor(0.0656),tensor(0.0636),tensor(0.0400),tensor(0.0367),tensor(0.0387),tensor(0.0414),tensor(0.0552),tensor(0.0561),tensor(0.0544),tensor(0.0577),tensor(0.0579),tensor(0.0573),tensor(0.0455),tensor(0.0426),tensor(0.0456),tensor(0.0478),tensor(0.0603),tensor(0.0561),tensor(0.0531),tensor(0.0675),tensor(0.0388),tensor(0.0557),tensor(0.0554),tensor(0.0541),tensor(0.0588),tensor(0.0432),tensor(0.0567),tensor(0.0557)
rouge2_recall,tensor(0.4305),tensor(0.0839),tensor(0.0815),tensor(0.0860),tensor(0.0819),tensor(0.0383),tensor(0.0889),tensor(0.0749),tensor(0.0942),tensor(0.0872),tensor(0.0835),tensor(0.0813),tensor(0.0782),tensor(0.1084),tensor(0.0861),tensor(0.0962),tensor(0.0917),tensor(0.0844),tensor(0.0895),tensor(0.0784),tensor(0.0497),tensor(0.0456),tensor(0.0927),tensor(0.1050),tensor(0.0920),tensor(0.0942),tensor(0.0962),tensor(0.0903),tensor(0.0912),tensor(0.0843),tensor(0.0826),tensor(0.0807),tensor(0.0808),tensor(0.1101),tensor(0.1091),tensor(0.1045),tensor(0.0924),tensor(0.0880),tensor(0.0940),tensor(0.0866),tensor(0.0784),tensor(0.0858),tensor(0.0563),tensor(0.1019),tensor(0.1043),tensor(0.1014),tensor(0.0938),tensor(0.0944),tensor(0.0964),tensor(0.0915),tensor(0.0856),tensor(0.0900),tensor(0.0817),tensor(0.1123),tensor(0.1054),tensor(0.1046),tensor(0.0962),tensor(0.0835),tensor(0.1039),tensor(0.1025),tensor(0.1011),tensor(0.0977),tensor(0.0868),tensor(0.1076),tensor(0.1035)
rougeL_fmeasure,tensor(0.0260),tensor(0.1941),tensor(0.1538),tensor(0.1717),tensor(0.1337),tensor(0.1453),tensor(0.1604),tensor(0.1309),tensor(0.1632),tensor(0.1500),tensor(0.1599),tensor(0.1545),tensor(0.1536),tensor(0.1560),tensor(0.1694),tensor(0.1742),tensor(0.1680),tensor(0.1364),tensor(0.1384),tensor(0.1326),tensor(0.1486),tensor(0.1467),tensor(0.1515),tensor(0.1575),tensor(0.1637),tensor(0.1624),tensor(0.1635),tensor(0.1462),tensor(0.1497),tensor(0.1489),tensor(0.1575),tensor(0.1566),tensor(0.1530),tensor(0.1544),tensor(0.1565),tensor(0.1557),tensor(0.1685),tensor(0.1698),tensor(0.1706),tensor(0.1390),tensor(0.1352),tensor(0.1368),tensor(0.1508),tensor(0.1555),tensor(0.1576),tensor(0.1570),tensor(0.1628),tensor(0.1599),tensor(0.1616),tensor(0.1479),tensor(0.1472),tensor(0.1500),tensor(0.1577),tensor(0.1552),tensor(0.1524),tensor(0.1580),tensor(0.1711),tensor(0.1377),tensor(0.1570),tensor(0.1568),tensor(0.1577),tensor(0.1605),tensor(0.1503),tensor(0.1559),tensor(0.1579)
rougeL_precision,tensor(0.0133),tensor(0.1951),tensor(0.1234),tensor(0.1541),tensor(0.0983),tensor(0.1576),tensor(0.1289),tensor(0.0965),tensor(0.1337),tensor(0.1145),tensor(0.1299),tensor(0.1233),tensor(0.1225),tensor(0.1200),tensor(0.1573),tensor(0.1510),tensor(0.1434),tensor(0.1013),tensor(0.1013),tensor(0.0977),tensor(0.1472),tensor(0.1448),tensor(0.1177),tensor(0.1229),tensor(0.1351),tensor(0.1322),tensor(0.1335),tensor(0.1111),tensor(0.1139),tensor(0.1139),tensor(0.1265),tensor(0.1260),tensor(0.1218),tensor(0.1199),tensor(0.1205),tensor(0.1193),tensor(0.1500),tensor(0.1523),tensor(0.1446),tensor(0.1030),tensor(0.1009),tensor(0.1008),tensor(0.1351),tensor(0.1214),tensor(0.1227),tensor(0.1222),tensor(0.1330),tensor(0.1304),tensor(0.1314),tensor(0.1127),tensor(0.1121),tensor(0.1143),tensor(0.1270),tensor(0.1206),tensor(0.1184),tensor(0.1208),tensor(0.1478),tensor(0.1026),tensor(0.1224),tensor(0.1223),tensor(0.1227),tensor(0.1300),tensor(0.1148),tensor(0.1209),tensor(0.1232)
rougeL_recall,tensor(0.6479),tensor(0.1934),tensor(0.2097),tensor(0.1968),tensor(0.2144),tensor(0.1456),tensor(0.2168),tensor(0.2083),tensor(0.2138),tensor(0.2236),tensor(0.2135),tensor(0.2120),tensor(0.2115),tensor(0.2283),tensor(0.1882),tensor(0.2093),tensor(0.2057),tensor(0.2145),tensor(0.2232),tensor(0.2111),tensor(0.1623),tensor(0.1596),tensor(0.2179),tensor(0.2252),tensor(0.2129),tensor(0.2148),tensor(0.2165),tensor(0.2199),tensor(0.2244),tensor(0.2210),tensor(0.2141),tensor(0.2128),tensor(0.2113),tensor(0.2226),tensor(0.2295),tensor(0.2305),tensor(0.1973),tensor(0.1973),tensor(0.2111),tensor(0.2194),tensor(0.2103),tensor(0.2181),tensor(0.1761),tensor(0.2224),tensor(0.2260),tensor(0.2253),tensor(0.2146),tensor(0.2114),tensor(0.2155),tensor(0.2211),tensor(0.2205),tensor(0.2239),tensor(0.2141),tensor(0.2235),tensor(0.2206),tensor(0.2343),tensor(0.2072),tensor(0.2149),tensor(0.2247),tensor(0.2244),tensor(0.2265),tensor(0.2147),tensor(0.2241),tensor(0.2264),tensor(0.2264)
rougeLsum_fmeasure,tensor(0.0351),tensor(0.3368),tensor(0.2558),tensor(0.2809),tensor(0.2181),tensor(0.2077),tensor(0.2581),tensor(0.2125),tensor(0.2730),tensor(0.2451),tensor(0.2541),tensor(0.2546),tensor(0.2485),tensor(0.2610),tensor(0.2714),tensor(0.2839),tensor(0.2769),tensor(0.2274),tensor(0.2237),tensor(0.2135),tensor(0.2193),tensor(0.2181),tensor(0.2484),tensor(0.2627),tensor(0.2686),tensor(0.2719),tensor(0.2686),tensor(0.2438),tensor(0.2452),tensor(0.2441),tensor(0.2526),tensor(0.2519),tensor(0.2497),tensor(0.2643),tensor(0.2616),tensor(0.2506),tensor(0.2744),tensor(0.2724),tensor(0.2770),tensor(0.2293),tensor(0.2200),tensor(0.2215),tensor(0.2250),tensor(0.2615),tensor(0.2616),tensor(0.2606),tensor(0.2677),tensor(0.2702),tensor(0.2690),tensor(0.2453),tensor(0.2377),tensor(0.2468),tensor(0.2549),tensor(0.2644),tensor(0.2565),tensor(0.2533),tensor(0.2729),tensor(0.2241),tensor(0.2625),tensor(0.2624),tensor(0.2593),tensor(0.2714),tensor(0.2412),tensor(0.2552),tensor(0.2639)
