"('Tm',)","('Lex',)","('Luhn',)","('Lsa',)","('Tr',)","('LDA',)","('Tm', 'Lex')","('Tm', 'Luhn')","('Tm', 'Lsa')","('Tm', 'Tr')","('Tm', 'LDA')","('Lex', 'Luhn')","('Lex', 'Lsa')","('Lex', 'Tr')","('Lex', 'LDA')","('Luhn', 'Lsa')","('Luhn', 'Tr')","('Luhn', 'LDA')","('Lsa', 'Tr')","('Lsa', 'LDA')","('Tr', 'LDA')","('Tm', 'Lex', 'Luhn')","('Tm', 'Lex', 'Lsa')","('Tm', 'Lex', 'Tr')","('Tm', 'Lex', 'LDA')","('Tm', 'Luhn', 'Lsa')","('Tm', 'Luhn', 'Tr')","('Tm', 'Luhn', 'LDA')","('Tm', 'Lsa', 'Tr')","('Tm', 'Lsa', 'LDA')","('Tm', 'Tr', 'LDA')","('Lex', 'Luhn', 'Lsa')","('Lex', 'Luhn', 'Tr')","('Lex', 'Luhn', 'LDA')","('Lex', 'Lsa', 'Tr')","('Lex', 'Lsa', 'LDA')","('Lex', 'Tr', 'LDA')","('Luhn', 'Lsa', 'Tr')","('Luhn', 'Lsa', 'LDA')","('Luhn', 'Tr', 'LDA')","('Lsa', 'Tr', 'LDA')","('Tm', 'Lex', 'Luhn', 'Lsa')","('Tm', 'Lex', 'Luhn', 'Tr')","('Tm', 'Lex', 'Luhn', 'LDA')","('Tm', 'Lex', 'Lsa', 'Tr')","('Tm', 'Lex', 'Lsa', 'LDA')","('Tm', 'Lex', 'Tr', 'LDA')","('Tm', 'Luhn', 'Lsa', 'Tr')","('Tm', 'Luhn', 'Lsa', 'LDA')","('Tm', 'Luhn', 'Tr', 'LDA')","('Tm', 'Lsa', 'Tr', 'LDA')","('Lex', 'Luhn', 'Lsa', 'Tr')","('Lex', 'Luhn', 'Lsa', 'LDA')","('Lex', 'Luhn', 'Tr', 'LDA')","('Lex', 'Lsa', 'Tr', 'LDA')","('Luhn', 'Lsa', 'Tr', 'LDA')","('Tm', 'Lex', 'Luhn', 'Lsa', 'Tr')","('Tm', 'Lex', 'Luhn', 'Lsa', 'LDA')","('Tm', 'Lex', 'Luhn', 'Tr', 'LDA')","('Tm', 'Lex', 'Lsa', 'Tr', 'LDA')","('Tm', 'Luhn', 'Lsa', 'Tr', 'LDA')","('Lex', 'Luhn', 'Lsa', 'Tr', 'LDA')","('Tm', 'Lex', 'Luhn', 'Lsa', 'Tr', 'LDA')"
0.22709272305170694,0.20081003506978354,0.18200669685999551,0.21496295928955078,0.12188007434209187,0.2043600082397461,0.23300758997599283,0.2225384513537089,0.24119549989700317,0.21325663725535074,0.2259571353594462,0.19328025976816812,0.22034335136413574,0.15196555852890015,0.21809977293014526,0.2418715556462606,0.1639931003252665,0.19981942574183145,0.2029804786046346,0.21094290415445963,0.15098310510317484,0.2355360984802246,0.2393698294957479,0.22684345642725626,0.23125505447387695,0.24387810627619425,0.22458438078562418,0.2194970647493998,0.23147358496983847,0.2288738489151001,0.21269027392069498,0.2408588925997416,0.1857303579648336,0.20366187890370688,0.21357089281082153,0.21831095218658447,0.1650205651919047,0.2217018405596415,0.23226849238077799,0.1833208998044332,0.19520684083302817,0.24628361066182455,0.22945797443389893,0.21767288446426392,0.23482624689737955,0.23232293128967285,0.22301234801610312,0.23336275418599448,0.24050166209538779,0.22426637013753256,0.2229124903678894,0.22061226765314737,0.23453142245610556,0.19073017438252768,0.20739748080571493,0.21754032373428345,0.23747336864471436,0.24221332867940268,0.22707194089889526,0.22885173559188843,0.23243184884389242,0.21901381015777588,0.2361720601717631
0.16681881745656332,0.13732916116714478,0.1193282703558604,0.17274262507756552,0.07355990012486775,0.1604883869489034,0.17147910594940186,0.15266329050064087,0.18593903382619223,0.14714782436688742,0.1657841900984446,0.12718412280082703,0.17709869146347046,0.09475137790044148,0.16137940684954324,0.17820773522059122,0.10386601090431213,0.13191049297650656,0.15413866440455118,0.16864842176437378,0.09417591492335002,0.16369671622912088,0.18404269218444824,0.1577853262424469,0.1697271466255188,0.17879108587900797,0.15440675616264343,0.15226447582244873,0.1730462114016215,0.1758048137029012,0.1486182908217112,0.17753473917643228,0.1192007064819336,0.13548128803571066,0.16252824664115906,0.17392619450887045,0.10470641652743022,0.1548802355925242,0.1697380542755127,0.11756194631258647,0.1452416181564331,0.180671493212382,0.1584775149822235,0.15107760826746622,0.17610901594161987,0.17805073658625284,0.1583790381749471,0.16856722036997476,0.1757511297861735,0.15402658780415854,0.16823840141296387,0.15390098094940186,0.172462264696757,0.12417247891426086,0.15670069058736166,0.15195423364639282,0.17349412043889365,0.17729665835698447,0.1564255952835083,0.17231392860412598,0.16697349150975546,0.1560232142607371,0.17100938161214194
0.38820521036783856,0.3923705418904622,0.4392975966135661,0.2986641724904378,0.4597843885421753,0.2968595623970032,0.39588995774586994,0.44207604726155597,0.3684761921564738,0.4264589150746663,0.3839476903279622,0.4535757303237915,0.3061909079551697,0.442060907681783,0.36117708683013916,0.41214553515116376,0.4537285963694255,0.44706785678863525,0.3272956808408101,0.29517485698064166,0.4264487028121948,0.44382651646931964,0.3674556811650594,0.4399871031443278,0.3906691074371338,0.41677645842234295,0.4452023108800252,0.4287969668706258,0.3819854259490967,0.3525189161300659,0.41136940320332843,0.40853404998779297,0.45887235800425213,0.43654672304789227,0.34142835934956867,0.3086206515630086,0.43067951997121173,0.4156607786814372,0.3978313207626343,0.4519174098968506,0.32590001821517944,0.4195359945297241,0.44220344225565594,0.4264763593673706,0.38264067967732746,0.35842907428741455,0.4211737314860026,0.4090484380722046,0.40927759806315106,0.4414981206258138,0.36240092913309735,0.41579389572143555,0.39419686794281006,0.44401586055755615,0.3328231970469157,0.4102389415105184,0.40592912832895917,0.4091326395670573,0.44121567408243817,0.369806448618571,0.41713519891103107,0.4013131459554036,0.41237537066141766
0.04258455832799276,0.034918213884035744,0.04187841216723124,0.025120213627815247,0.03009813278913498,0.024784487982590992,0.044036532441775,0.05509056647618612,0.042613486448923744,0.0545395165681839,0.04299656550089518,0.04458113511403402,0.02844447394212087,0.03622312843799591,0.035204000771045685,0.05172223846117655,0.04321193198362986,0.0441550612449646,0.03394850343465805,0.022869837780793507,0.03564260403315226,0.056956340869267784,0.04235684871673584,0.057499910394350685,0.044466301798820496,0.05411130686601003,0.052226742108662925,0.051994651556015015,0.0432680199543635,0.040835206707318626,0.04814266165097555,0.048347294330596924,0.051234920819600425,0.0458039790391922,0.037243286768595375,0.026481347779432934,0.04028564691543579,0.05372389157613119,0.05088330308596293,0.04408325254917145,0.031439987321694694,0.05565104881922404,0.0514573206504186,0.04930205146471659,0.047074466943740845,0.041402931014696755,0.04913713037967682,0.05134744942188263,0.054138595859209694,0.0520088275273641,0.03870862225691477,0.05426632364590963,0.05053098499774933,0.046906694769859314,0.03368288775285085,0.05118098855018616,0.05160200595855713,0.05518486102422079,0.0534574290116628,0.04197473327318827,0.05313551922639211,0.04998924334843954,0.051193987329800926
0.03099543849627177,0.023547465602556866,0.02773811419804891,0.020311222722133,0.018145716438690822,0.019092746078968048,0.03197209785381953,0.03746851782004038,0.03214685867230097,0.03713266054789225,0.031260003646214805,0.02962491164604823,0.02277461936076482,0.022215162714322407,0.02551001061995824,0.03696787108977636,0.027298569679260254,0.029131583869457245,0.024972123404343922,0.01826392610867818,0.02202831208705902,0.039405246575673424,0.031904175877571106,0.03951442986726761,0.032249100506305695,0.03883492201566696,0.0355662927031517,0.03556494663159052,0.03145934889713923,0.030570079882939655,0.03289270649353663,0.034650025268395744,0.03273994227250417,0.03031608710686366,0.02735561380783717,0.020957979063193004,0.025233455002307892,0.03701609869798025,0.03609034170707067,0.028091723720232647,0.022705833117167156,0.03996793429056803,0.035148185988267265,0.03379014631112417,0.03423846264680227,0.030996849139531452,0.033853039145469666,0.03618311136960983,0.03895392268896103,0.035234992702802025,0.02818145602941513,0.0373573104540507,0.0360490083694458,0.030205123126506805,0.024543054401874542,0.03512503455082575,0.036538079380989075,0.039726133147875466,0.03625501443942388,0.030608723560969036,0.03705889483292898,0.0347282811999321,0.036096133291721344
0.07429706553618114,0.07024834056695302,0.0933743417263031,0.034424714744091034,0.10434182484944661,0.037719140450159706,0.07743562757968903,0.11020285884539287,0.06802673637866974,0.11264320214589436,0.07420698304971059,0.09670645991961162,0.039871779580911,0.10806135336558025,0.06149499615033468,0.09356901049613953,0.11105244358380635,0.09754350781440735,0.05829146007696787,0.032046464582284294,0.09950868288675944,0.10794513424237569,0.0678283820549647,0.11566020051638286,0.07716608544190724,0.09657888611157735,0.10537345210711162,0.10328232248624165,0.07592162986596425,0.06611410280068715,0.09945126374562581,0.08684659004211426,0.12704657514890036,0.09827484687169392,0.06348525484402974,0.03781698892513911,0.11091358462969463,0.1042615274588267,0.09217194716135661,0.1101543406645457,0.055866713325182595,0.09910203019777934,0.10293118158976237,0.09766871730486552,0.08168312907218933,0.06684414545694987,0.1006509264310201,0.09568063418070476,0.09496364990870158,0.10648876428604126,0.06831113994121552,0.10551313559214275,0.08993395169576009,0.11356983582178752,0.0579358438650767,0.1003613571325938,0.09525005022684734,0.0966479480266571,0.10888211925824483,0.07263019680976868,0.10270144542058308,0.09626665711402893,0.09519107143084209
0.13672510782877603,0.12577152252197266,0.1159214973449707,0.12091921766599019,0.08772802352905273,0.11752629280090332,0.14051546653111777,0.13681373993555704,0.14213167627652487,0.13475175698598227,0.13509756326675415,0.12306423981984456,0.12411973873774211,0.10568504532178243,0.13060840964317322,0.14354538917541504,0.111936221520106,0.12424017985661824,0.12209602197011311,0.11907326181729634,0.10353482762972514,0.14443162083625793,0.14039244254430136,0.14122931162516275,0.13743287324905396,0.14822064836819968,0.1383158564567566,0.13694212834040323,0.13613044222195944,0.13615339994430542,0.13315240542093912,0.1421081225077311,0.12427494923273723,0.12845261891682944,0.12715977430343628,0.12318063775698344,0.11270159482955933,0.1357202629248301,0.13741711775461832,0.1211427350838979,0.11870118975639343,0.1493613918622335,0.13947370648384094,0.1349426507949829,0.13997645179430643,0.1360201338926951,0.13801520069440207,0.14216322700182596,0.1453697681427002,0.1382605234781901,0.12989105780919394,0.1334815820058187,0.13957015673319498,0.1252911388874054,0.12411831816037495,0.13328425089518228,0.14253634214401245,0.14597168564796448,0.13929914434750876,0.1336332062880198,0.1403846244017283,0.134332408507665,0.14314200480779013
0.09950610995292664,0.08574819564819336,0.0757512350877126,0.09656083583831787,0.052586441238721214,0.09194525082906087,0.10258435209592183,0.09344495336214702,0.10877618193626404,0.09216251969337463,0.09831189115842183,0.08070921897888184,0.0992333193620046,0.06542893250783284,0.09631611903508504,0.1046169896920522,0.07058358192443848,0.08174033463001251,0.09136151274045308,0.0945957104365031,0.06428729991118114,0.10005082686742146,0.10719965895016988,0.09746293226877849,0.10009171565373738,0.10757433374722798,0.09455002347628276,0.0942819615205129,0.10058817267417908,0.10376438498497009,0.09227280815442403,0.1036546528339386,0.07947067419687907,0.08520997563997905,0.09548449516296387,0.0976647933324178,0.07113845149676006,0.09404830137888591,0.0997457206249237,0.07751622796058655,0.08737573027610779,0.108514537413915,0.0958455502986908,0.09291872382164001,0.10381345947583516,0.10354805986086528,0.0968756377696991,0.10178265968958537,0.10542382796605428,0.0945500632127126,0.09693935513496399,0.09243354201316833,0.1019168496131897,0.081302543481191,0.09286054968833923,0.09261966745058696,0.10299022992451985,0.10610197981198628,0.09553912281990051,0.09964205821355183,0.09998463590939839,0.09478188554445903,0.10273398955663045
0.2372215191523234,0.24812263250350952,0.28735071420669556,0.16968278090159097,0.3544969956080119,0.1717244585355123,0.24142183860143027,0.2744772831598918,0.21956759691238403,0.27571245034535724,0.23280646403630575,0.2965199549992879,0.17367682854334512,0.325096329053243,0.21805516878763834,0.2495355804761251,0.3273569544156392,0.2814188400904338,0.20238401492436728,0.16847606499989828,0.3034764329592387,0.2743455370267232,0.21772321065266928,0.2787957986195882,0.23511107762654623,0.25767771402994794,0.2784303029378255,0.2706780632336934,0.2300057609875997,0.2122949759165446,0.26237420241038006,0.24555134773254395,0.31288395325342816,0.27734196186065674,0.20845170815785727,0.17521206537882486,0.30562009414037067,0.25929222504297894,0.23767369985580444,0.30456016461054486,0.20232524474461874,0.2584559917449951,0.27287721633911133,0.2679406801859538,0.23268258571624756,0.21204994122187296,0.26636819044748944,0.25339587529500324,0.2504699230194092,0.27525707085927326,0.21617923180262247,0.25594786802927655,0.23698476950327554,0.29634888966878253,0.20328583319981894,0.2538386583328247,0.2488122582435608,0.2490054170290629,0.27388326327006024,0.21984795729319254,0.2555488348007202,0.24993348121643066,0.2537934184074402
0.17585857709248862,0.15635085105895996,0.13820492227872214,0.15937894582748413,0.1036172906557719,0.14926979939142862,0.17929929494857788,0.16900306940078735,0.1840779185295105,0.1707544525464376,0.17554227511088052,0.14687788486480713,0.16225377718607584,0.1256938378016154,0.16717658440272012,0.18128818273544312,0.13850570718447366,0.1517766316731771,0.15579565366109213,0.15676705042521158,0.12857808669408163,0.17597363392512003,0.18420775731404623,0.18108721574147543,0.1805996298789978,0.1849859356880188,0.17462370793024698,0.17099247376124063,0.17869667212168375,0.17461812496185303,0.17054998874664307,0.1812394658724467,0.15556194384892783,0.15709162751833597,0.16545549035072327,0.161169171333313,0.1386338174343109,0.17204787333806357,0.1765044927597046,0.1513169805208842,0.15215131640434265,0.18485714991887411,0.1770356297492981,0.16794121265411377,0.18383504947026572,0.17948118845621744,0.17694870630900064,0.17970101038614908,0.187607208887736,0.17674142122268677,0.1721824606259664,0.17002775271733603,0.17878901958465576,0.15638184547424316,0.16001891096433005,0.17090779542922974,0.18219544490178427,0.18840380509694418,0.17850919564565024,0.1765895883242289,0.18151340881983438,0.16910554965337118,0.18392803271611533
