,LDA,Lex LDA,Lex Luhn,Lex Luhn LDA,Lex Luhn Lsa LDA,Lex Luhn Lsa Tr,Lex Luhn Lsa Tr LDA,Lex Luhn Tr,Lex Luhn Tr LDA,Lex Tr,Lex Tr LDA,Lex,Lsa,Luhn Tr,Luhn Tr LDA,Luhn,Tm LDA,Tm Lex,Tm Lex LDA,Tm Lex Luhn,Tm Lex Luhn LDA,Tm Lex Luhn Lsa,Tm Lex Luhn Lsa LDA,Tm Lex Luhn Lsa Tr,Tm Lex Luhn Lsa Tr LDA,Tm Lex Luhn Tr,Tm Lex Luhn Tr LDA,Tm Lex Tr,Tm Lex Tr LDA,Tm Luhn,Tm Luhn LDA,Tm Luhn Lsa,Tm Luhn Lsa LDA,Tm Luhn Lsa Tr,Tm Luhn Lsa Tr LDA,Tm Luhn Tr,Tm Luhn Tr LDA,Tm Tr,Tm Tr LDA,Tm,Tr LDA,Tr,Original Article,Original Summary
0,0.0833333333333333,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.0833333333333333,0.25,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.4999999999999999,0.1666666666666666,0.5833333333333333,0.0833333333333333,0.25,0.25,0.1666666666666666,0.0833333333333333,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.25,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.0833333333333333,0.3333333333333333,1.0
